control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak13205	16	25	18	68	41	34	15	14	30	26	60	62
peak13206	57	58	76	268	216	213	67	134	105	248	254	422
peak13207	597	411	486	8100	5291	5337	716	988	861	5005	8550	10505
peak13208	137	100	89	420	420	331	199	194	154	481	420	523
peak13209	40	32	37	89	51	58	43	79	61	70	124	150
peak13210	13	19	23	83	50	80	21	24	26	55	89	139
peak13211	22	18	24	62	38	38	14	26	35	46	72	86
peak13212	35	21	25	60	45	59	34	50	43	68	86	107
peak13213	22	23	24	194	110	109	35	51	47	126	176	229
peak13214	5	6	6	104	65	83	8	19	11	56	90	141
peak13215	33	30	14	131	65	63	32	34	27	47	65	106
peak13216	12	6	8	34	10	13	10	10	4	11	15	17
peak13217	121	63	84	188	99	93	104	115	113	112	118	188
peak13218	132	87	93	293	168	160	106	138	142	206	256	316
peak13219	172	109	133	819	520	463	145	245	220	448	655	759
peak13220	89	50	61	815	548	548	65	71	77	432	613	855
peak13221	34	22	32	82	49	48	32	41	29	32	51	54
peak13222	111	71	95	384	242	240	97	117	95	178	252	325
peak13223	2	4	2	18	17	18	1	3	6	11	23	17
peak13224	0	6	7	17	13	13	6	6	5	13	14	23
peak13225	13	9	6	41	22	29	9	10	18	26	47	28
peak13226	12	2	13	56	32	37	10	13	6	33	45	53
peak13227	61	55	85	155	93	118	72	125	100	105	172	247
peak13228	110	83	100	1914	1358	1219	140	132	133	1550	1849	2146
peak13229	29	23	32	82	47	77	26	51	58	83	128	129
peak13230	14	6	2	29	28	21	11	23	17	27	47	48
peak13231	11	17	14	58	42	46	30	36	32	65	82	95
peak13232	8	13	11	30	15	13	15	27	31	25	36	52
peak13233	14	7	7	9	13	14	14	18	22	27	30	40
peak13234	84	80	85	220	155	162	109	130	123	132	205	259
peak13235	54	31	48	132	81	95	49	55	57	108	116	177
peak13236	28	30	20	149	99	89	25	22	22	73	88	113
peak13237	206	155	141	274	212	137	170	186	184	132	195	240
peak13238	561	329	348	1698	1237	1010	426	458	450	986	1233	1703
peak13239	3	5	3	113	105	105	2	2	5	59	107	168
peak13240	3	8	7	35	24	17	10	18	18	17	29	26
peak13241	22	29	21	146	95	103	16	25	37	90	134	188
peak13242	23	2	14	57	28	37	16	27	36	33	37	87
peak13243	29	18	16	117	78	59	36	42	29	63	75	102
peak13244	3	5	4	48	27	18	0	5	5	15	25	28
peak13245	0	2	1	11	13	7	1	3	1	13	10	9
peak13246	125	75	77	260	154	131	62	83	89	112	118	179
peak13247	12	17	15	89	60	56	8	7	15	36	38	76
peak13248	64	50	58	128	90	94	59	83	73	77	133	143
peak13249	30	26	25	576	356	354	31	37	40	241	351	485
peak13250	12	8	11	45	29	29	9	13	11	17	18	52
peak13251	680	379	563	213	127	181	653	995	1057	196	213	342
peak13252	41	20	38	77	61	34	24	35	45	32	59	58
peak13253	25	23	26	155	116	76	23	25	25	83	113	127
peak13254	25	15	14	52	40	41	14	14	14	32	47	51
peak13255	58	40	34	120	98	86	39	56	43	66	105	114
peak13256	7	4	9	16	15	6	2	9	3	19	17	32
peak13257	30	26	28	258	189	137	23	45	38	147	214	285
peak13258	9	6	2	48	31	31	6	18	7	24	42	54
peak13259	20	15	16	89	57	54	13	23	17	49	62	94
peak13260	10	17	6	37	30	26	20	16	15	28	34	28
peak13261	16	21	23	245	146	132	22	22	21	138	172	257
peak13262	1	4	7	27	18	4	5	8	6	17	13	17
peak13263	19	8	11	104	45	57	4	7	9	64	69	96
peak13264	68	35	58	428	279	238	72	77	72	293	334	462
peak13265	37	29	33	60	48	47	28	30	23	33	29	57
peak13266	124	62	93	209	134	130	103	120	93	124	134	191
peak13267	14	11	15	143	101	65	33	27	36	152	194	246
peak13268	23	12	25	270	172	184	32	28	28	134	232	294
peak13269	104	73	90	145	114	104	102	143	107	117	182	202
peak13270	77	51	61	115	62	60	67	90	86	60	102	132
peak13271	33	24	12	127	76	84	19	29	30	50	79	121
peak13272	637	422	537	3988	2599	2767	645	722	698	2647	2758	5117
peak13273	544	316	420	501	498	353	498	524	557	359	367	430
peak13274	51	52	53	188	122	110	52	68	68	95	126	190
peak13275	74	60	43	539	393	395	73	80	108	296	466	521
peak13276	29	25	29	70	44	56	28	41	27	37	67	89
peak13277	21	20	30	112	82	63	33	31	46	62	60	110
peak13278	15	13	20	247	176	171	26	17	36	101	171	243
peak13279	7	9	10	116	79	78	23	22	16	59	77	121
peak13280	3	1	0	10	8	8	2	1	1	6	9	9
peak13281	3	0	1	24	13	9	3	2	4	12	13	18
peak13282	12	5	6	82	58	58	9	11	9	30	36	72
peak13283	0	1	4	5	5	8	1	0	1	1	3	5
peak13284	3	3	5	21	12	19	1	9	2	8	13	13
peak13285	5	1	1	45	33	41	4	5	5	18	30	45
peak13286	8	3	7	37	22	34	3	10	12	25	32	43
peak13287	5	4	7	91	58	73	8	5	9	48	60	82
peak13288	2	7	5	15	7	9	4	3	5	11	7	9
peak13289	5	7	4	18	12	18	3	2	3	9	18	18
peak13290	4	4	3	27	9	19	1	5	4	5	31	26
peak13291	20	17	13	69	48	44	14	25	20	31	59	104
peak13292	58	50	37	95	89	79	58	114	91	76	110	212
peak13293	205	167	193	402	299	313	214	306	248	261	416	524
peak13294	30	21	18	217	125	112	33	36	42	127	175	228
peak13295	33	24	49	112	66	83	50	66	45	91	94	175
peak13296	144	88	115	513	326	316	136	169	187	404	472	682
peak13297	292	222	257	1464	996	944	247	367	333	997	1161	1869
peak13298	61	70	74	115	84	57	73	79	83	56	81	104
peak13299	68	39	43	749	488	413	49	41	45	233	337	454
peak13300	32	15	21	103	85	63	6	6	14	33	62	87
peak13301	22	25	23	134	108	83	8	19	9	27	50	63
peak13302	34	20	26	114	81	77	15	25	16	48	85	99
peak13303	17	10	19	119	99	68	17	15	14	64	84	86
peak13304	1	3	2	22	14	22	0	3	5	14	24	17
peak13305	107	69	93	769	470	512	153	158	186	608	810	1026
peak13306	55	40	43	264	167	185	62	72	92	242	303	401
peak13307	61	52	53	152	99	79	39	64	73	77	123	137
peak13308	162	131	100	808	612	480	117	136	147	410	557	700
peak13309	200	133	225	389	339	331	160	269	241	320	353	645
peak13310	252	161	193	502	291	285	216	283	238	269	457	522
peak13311	296	220	291	568	394	369	295	345	332	341	534	651
peak13312	277	233	217	1952	1496	1457	285	383	383	1236	1702	2612
peak13313	744	554	599	6689	4414	4523	807	942	941	4441	6435	8077
peak13314	157	104	145	692	515	498	162	220	202	537	700	989
peak13315	23	18	18	66	46	38	31	27	38	24	65	81
peak13316	144	105	135	632	381	363	158	138	149	401	553	676
peak13317	198	127	161	405	308	283	196	210	212	252	344	411
peak13318	10	10	17	56	59	53	10	24	18	38	58	101
peak13319	32	30	33	80	56	55	46	44	43	50	65	66
peak13320	71	44	47	386	281	253	54	53	79	199	320	349
peak13321	135	119	80	481	363	340	135	162	149	209	352	435
peak13322	267	196	224	464	285	308	250	297	312	332	355	621
peak13323	59	36	72	161	117	115	75	101	118	141	222	274
peak13324	695	405	499	3581	2332	2137	571	604	689	1864	2444	3167
peak13325	363	256	262	1669	1120	1014	294	369	432	812	1111	1418
peak13326	306	200	229	2268	1552	1558	251	257	270	1267	1729	2271
peak13327	172	94	129	272	200	177	160	167	180	128	179	258
peak13328	87	67	56	223	179	162	64	90	89	80	168	212
peak13329	25	22	19	260	202	161	23	25	25	177	193	278
peak13330	17	6	14	39	22	30	13	11	9	25	25	39
peak13331	18	8	17	67	33	35	13	19	15	38	43	50
peak13332	20	12	20	241	169	135	14	17	19	76	134	171
peak13333	22	15	9	149	145	92	8	21	16	46	78	111
peak13334	19	10	6	90	69	73	5	10	9	16	48	79
peak13335	3	3	6	73	33	48	6	1	7	19	43	75
peak13336	1	0	5	14	10	12	2	1	2	12	12	22
peak13337	21	2	5	68	52	26	13	8	11	26	42	51
peak13338	2	5	2	41	32	23	5	2	4	15	24	39
peak13339	12	12	14	150	105	80	16	10	7	57	73	121
peak13340	3	10	9	52	39	37	8	12	6	24	25	41
peak13341	1	1	5	30	17	9	6	8	3	17	21	28
peak13342	27	14	20	104	50	80	21	10	35	40	63	95
peak13343	18	15	16	36	28	30	22	29	30	20	32	30
peak13344	45	20	47	453	252	308	45	44	64	171	268	412
peak13345	27	12	27	66	52	36	11	28	18	39	41	56
peak13346	46	24	43	100	52	89	52	46	47	101	113	146
peak13347	55	40	46	104	104	100	65	65	69	119	149	217
peak13348	59	40	45	144	106	74	52	44	55	69	102	153
peak13349	67	45	47	257	145	139	211	258	250	650	788	1122
peak13350	79	42	54	610	376	434	260	329	311	1485	1780	2527
peak13351	9	4	3	64	56	32	2	10	11	30	57	77
peak13352	2	1	7	23	9	11	2	6	4	7	16	19
peak13353	29	27	38	173	141	153	47	77	48	170	256	302
peak13354	12	13	9	54	38	21	8	24	9	42	32	73
peak13355	106	60	77	190	135	121	103	113	102	94	147	183
peak13356	40	24	20	242	172	146	24	43	33	112	178	250
peak13357	929	653	673	6620	4585	4057	811	771	704	3703	4294	5363
peak13358	0	1	0	9	3	6	0	3	1	9	13	7
peak13359	191	119	146	382	272	250	147	208	141	246	329	428
peak13360	248	174	208	2953	1941	1723	218	316	247	1696	2156	3054
peak13361	102	87	79	257	144	169	89	102	107	183	189	222
peak13362	150	106	135	908	622	510	163	201	195	669	783	1346
peak13363	1146	783	822	6957	5036	4442	1108	1386	1298	5382	6438	9916
peak13364	68	49	79	381	304	256	65	95	97	206	327	440
peak13365	163	98	108	373	243	183	123	160	158	189	257	317
peak13366	50	48	34	116	69	85	116	175	161	199	313	392
peak13367	78	66	46	602	404	323	150	198	217	902	1243	1633
peak13368	87	29	67	150	91	96	115	186	157	203	255	358
peak13369	85	66	72	461	337	274	161	233	224	626	761	1150
peak13370	54	52	41	213	147	159	138	123	144	341	450	641
peak13371	37	33	33	103	111	88	46	56	51	69	101	128
peak13372	110	79	86	539	430	369	103	131	121	318	333	467
peak13373	4	4	3	16	13	12	3	1	3	6	24	19
peak13374	5	2	3	16	11	14	4	3	7	9	9	20
peak13375	7	6	5	69	45	23	18	12	20	30	40	56
peak13376	10	3	3	38	24	25	2	10	11	22	29	19
peak13377	18	9	15	79	73	70	17	11	10	47	76	111
peak13378	7	4	10	21	22	12	10	8	4	9	24	28
peak13379	6	2	3	35	32	39	1	7	7	28	30	54
peak13380	147	78	118	1036	711	645	119	151	149	513	726	1094
peak13381	14	12	21	125	112	81	18	37	30	82	139	154
peak13382	31	20	27	45	41	30	26	66	45	34	63	70
peak13383	95	78	87	273	196	168	106	116	113	114	154	229
peak13384	65	45	36	166	107	107	54	63	50	96	117	156
peak13385	75	50	51	210	117	126	63	82	69	92	143	197
peak13386	7	5	5	157	110	102	10	9	6	82	111	141
peak13387	27	15	17	203	125	98	19	19	19	64	98	144
peak13388	109	65	56	427	252	247	72	71	76	193	269	356
peak13389	65	56	53	143	97	83	61	72	69	77	95	124
peak13390	27	30	16	81	72	65	26	26	31	41	47	87
peak13391	7	6	12	103	66	79	17	14	20	60	81	149
peak13392	7	4	5	90	55	71	6	4	9	39	63	101
peak13393	1	2	1	12	8	5	1	0	1	12	11	16
peak13394	14	9	21	160	102	94	25	26	22	102	127	172
peak13395	625	424	465	2399	1757	1569	598	711	694	1426	1763	2653
peak13396	9	3	7	70	38	45	5	3	13	32	50	57
peak13397	217	145	199	545	391	386	222	260	223	440	592	794
peak13398	194	150	164	817	593	638	190	246	212	715	844	1204
peak13399	79	65	67	246	181	160	123	111	85	158	239	296
peak13400	75	56	67	235	154	156	80	95	102	160	229	303
peak13401	183	133	176	1227	774	769	260	334	255	1012	1528	2116
peak13402	123	88	103	198	124	134	118	166	128	187	241	255
peak13403	119	105	116	423	317	313	139	222	156	294	506	571
peak13404	186	141	169	648	455	423	190	279	219	525	688	852
peak13405	89	51	71	880	588	532	91	118	125	619	867	1061
peak13406	0	2	3	7	7	6	4	3	11	10	9	3
peak13407	19	10	10	65	46	44	15	16	16	33	62	69
peak13408	10	12	23	20	12	14	12	17	14	14	12	21
peak13409	47	27	26	241	156	166	37	45	48	156	266	372
peak13410	4	14	9	29	22	29	11	10	21	27	42	47
peak13411	77	73	70	508	399	356	85	99	87	323	483	669
peak13412	108	87	126	127	95	93	130	208	193	92	119	165
peak13413	49	42	64	161	75	80	64	68	70	79	120	150
peak13414	7	5	10	26	24	19	2	10	6	18	32	37
peak13415	14	6	8	13	9	17	12	10	12	12	21	14
peak13416	22	10	22	144	93	92	27	26	33	55	88	120
peak13417	8	9	15	61	31	37	8	9	14	36	44	85
peak13418	51	35	38	225	116	113	66	50	52	110	165	209
peak13419	36	33	25	197	112	105	34	37	46	96	156	180
peak13420	229	126	134	2148	1321	1160	155	175	183	1252	1455	1736
peak13421	98	64	90	159	114	84	77	112	102	112	138	168
peak13422	431	303	357	2874	1979	1858	381	468	407	1872	2262	3102
peak13423	291	235	218	1929	1302	1215	253	293	296	1200	1341	1930
peak13424	8	6	7	58	37	28	5	7	7	33	36	47
peak13425	1	2	2	52	42	35	2	2	2	27	42	44
peak13426	3	1	4	26	26	16	2	3	1	13	14	18
peak13427	11	5	11	54	33	28	3	4	2	23	49	41
peak13428	10	6	3	16	16	15	12	4	3	4	5	13
peak13429	17	19	17	195	126	120	20	41	38	136	186	279
peak13430	14	14	21	48	27	26	13	22	32	44	50	71
peak13431	4	3	2	43	24	31	10	7	10	34	39	58
peak13432	31	40	27	97	62	53	32	34	35	38	59	98
peak13433	39	26	32	109	62	78	34	36	43	68	77	83
peak13434	18	8	9	44	38	30	11	25	16	31	37	58
peak13435	9	2	2	49	30	38	5	7	9	15	43	38
peak13436	7	1	5	35	18	15	3	9	8	10	16	23
peak13437	10	9	11	50	35	23	16	21	21	32	46	60
peak13438	13	5	4	62	42	38	10	14	12	31	53	83
peak13439	135	139	111	223	197	150	146	157	167	175	236	279
peak13440	63	53	55	172	118	94	73	74	79	110	135	163
peak13441	17	13	16	45	38	24	16	19	17	38	30	44
peak13442	50	29	30	168	104	101	30	26	29	82	100	146
peak13443	7	5	11	19	16	13	2	10	13	14	10	22
peak13444	59	48	60	145	110	93	210	250	262	304	349	559
peak13445	6	10	7	15	14	22	28	35	49	40	63	98
peak13446	33	20	24	346	184	220	108	120	111	551	737	969
peak13447	27	26	15	62	38	41	55	78	92	82	130	165
peak13448	19	12	16	71	51	35	26	30	31	74	77	119
peak13449	32	27	29	58	46	43	45	39	35	100	67	116
peak13450	13	16	25	47	26	26	29	45	41	41	54	57
peak13451	53	17	45	248	206	169	76	73	57	238	275	384
peak13452	6	4	5	32	22	22	5	7	7	38	40	80
peak13453	105	81	92	580	462	376	127	156	159	486	722	931
peak13454	63	59	67	81	73	53	69	111	78	49	77	94
peak13455	19	9	18	101	71	48	25	48	26	80	97	192
peak13456	9	3	17	25	17	11	17	11	25	23	36	27
peak13457	15	17	22	71	47	61	34	29	34	78	123	154
peak13458	40	27	38	233	171	161	64	108	69	210	322	407
peak13459	250	144	200	907	625	650	240	348	327	672	1056	1129
peak13460	44	32	52	63	51	37	64	67	68	50	71	93
peak13461	60	62	66	596	409	334	58	95	95	368	560	819
peak13462	23	16	26	34	35	29	34	39	42	30	44	60
peak13463	40	30	39	139	124	92	48	43	53	124	137	210
peak13464	244	179	163	1227	992	835	248	301	273	998	1149	1569
peak13465	81	54	52	188	115	103	65	78	73	98	130	213
peak13466	61	53	57	214	124	137	57	81	76	112	177	249
peak13467	59	46	60	195	134	106	51	99	72	106	193	218
peak13468	6	8	5	33	22	16	6	8	5	13	19	26
peak13469	4	4	3	10	12	14	2	2	2	6	9	11
peak13470	16	28	19	58	51	33	14	18	26	26	40	65
peak13471	15	14	9	51	29	38	11	13	5	23	28	45
peak13472	14	8	3	21	19	10	4	7	12	18	11	22
peak13473	79	51	41	101	74	56	39	58	35	61	71	74
peak13474	21	12	6	50	34	38	14	16	19	35	34	40
peak13475	5	2	7	32	14	12	4	9	6	9	15	20
peak13476	15	21	18	62	44	32	23	15	34	31	29	44
peak13477	34	36	47	112	77	76	38	71	62	54	91	118
peak13478	56	47	47	335	235	219	50	56	72	188	265	291
peak13479	237	173	172	377	306	289	216	307	250	271	294	420
peak13480	136	94	104	256	141	128	124	146	122	133	207	213
peak13481	204	126	137	859	551	516	164	181	214	474	684	901
peak13482	173	140	152	1309	909	855	203	221	223	863	1178	1539
peak13483	23	15	30	329	251	249	48	44	51	195	313	296
peak13484	163	141	162	532	398	321	186	208	218	327	426	553
peak13485	109	66	98	432	380	413	102	151	150	328	418	556
peak13486	22	16	29	155	98	92	21	23	22	91	129	133
peak13487	121	76	67	613	430	375	130	120	115	400	493	715
peak13488	55	38	50	455	335	330	51	52	63	302	347	512
peak13489	88	68	67	653	408	436	61	92	102	271	458	636
peak13490	9	5	13	234	134	155	16	8	9	97	154	274
peak13491	23	10	11	192	107	152	15	19	14	67	93	177
peak13492	30	8	20	140	85	95	20	36	14	41	82	110
peak13493	23	8	15	37	14	28	13	18	21	12	21	25
peak13494	27	10	17	121	61	70	24	16	19	50	75	65
peak13495	11	6	18	39	20	35	22	9	13	13	26	28
peak13496	18	9	12	60	33	28	18	28	23	18	43	58
peak13497	258	142	233	286	145	197	261	300	343	132	197	272
peak13498	75	38	56	158	92	112	54	62	80	60	89	173
peak13499	24	12	15	110	44	54	15	25	25	58	71	86
peak13500	31	15	19	431	201	291	38	37	34	143	201	421
peak13501	8	6	9	130	69	80	4	8	16	52	103	145
peak13502	12	1	7	58	28	37	7	11	5	30	43	61
peak13503	19	9	25	51	30	43	33	27	29	12	33	39
peak13504	37	16	19	80	32	44	23	39	35	16	39	60
peak13505	18	13	17	76	42	46	19	26	21	17	26	52
peak13506	24	8	9	105	68	65	24	42	24	48	95	104
peak13507	6	2	13	19	13	15	10	5	4	6	8	22
peak13508	8	4	8	34	15	15	8	4	13	5	11	17
peak13509	8	1	7	20	10	9	4	5	2	2	9	10
peak13510	8	1	5	27	18	12	5	5	19	3	10	15
peak13511	7	4	4	33	19	18	8	6	12	9	12	24
peak13512	2	3	2	17	4	13	4	0	3	5	11	7
peak13513	6	14	7	139	81	102	5	3	9	38	84	120
peak13514	1	4	4	17	8	6	7	3	3	5	9	11
peak13515	3	2	4	21	4	11	2	7	2	2	6	13
peak13516	2	0	4	115	54	60	2	3	2	34	49	75
peak13517	4	1	13	22	15	22	4	5	2	6	11	16
peak13518	5	3	9	37	29	33	6	18	13	6	33	36
peak13519	1	1	1	25	10	18	3	1	4	25	12	14
peak13520	15	10	16	110	69	70	9	18	18	37	47	88
peak13521	43	35	41	137	94	128	38	51	48	73	112	143
peak13522	14	8	11	31	19	25	6	10	6	16	17	23
peak13523	0	0	5	12	5	8	1	2	3	5	6	6
peak13524	17	7	13	110	63	78	7	9	7	37	50	98
peak13525	31	16	25	70	34	43	23	21	26	16	39	42
peak13526	37	14	28	67	57	42	28	24	33	31	63	69
peak13527	22	10	26	143	62	85	20	20	44	55	78	125
peak13528	6	1	4	18	13	16	3	9	6	8	11	18
peak13529	22	7	13	176	83	106	20	25	30	76	99	136
peak13530	12	4	9	86	42	60	7	6	5	37	77	41
peak13531	3	4	5	41	21	28	3	8	2	13	36	27
peak13532	14	28	14	86	62	81	20	23	10	38	56	86
peak13533	4	5	3	33	21	17	6	4	6	16	26	30
peak13534	5	6	5	53	39	36	6	2	8	19	41	47
peak13535	3	0	1	6	3	0	1	1	2	8	5	3
peak13536	1	3	0	7	7	7	1	1	1	4	8	11
peak13537	4	1	7	54	48	47	0	2	3	31	44	57
peak13538	14	10	16	32	18	28	12	21	18	18	24	34
peak13539	52	38	42	78	50	48	39	51	58	41	42	65
peak13540	3	0	2	9	4	5	6	8	3	7	5	14
peak13541	23	9	17	119	71	81	14	18	10	88	80	117
peak13542	27	9	19	42	22	34	20	21	24	25	25	38
peak13543	56	28	44	346	215	232	57	51	46	160	244	345
peak13544	78	28	47	280	222	232	43	45	47	124	224	307
peak13545	47	30	34	75	48	62	39	50	52	36	56	71
peak13546	30	10	16	123	59	68	32	23	9	53	73	102
peak13547	19	18	16	228	139	171	26	15	24	78	141	220
peak13548	24	9	30	25	28	26	19	30	15	31	32	63
peak13549	30	19	26	68	55	49	20	24	17	21	44	54
peak13550	5	8	11	63	44	42	12	16	7	29	56	62
peak13551	33	24	24	67	46	47	33	38	30	38	45	79
peak13552	21	17	17	30	35	30	27	30	27	24	22	32
peak13553	8	7	12	39	23	25	5	15	7	28	23	62
peak13554	36	41	37	537	455	369	32	48	41	332	476	594
peak13555	9	9	13	24	21	11	14	19	10	13	25	26
peak13556	42	41	29	123	79	68	55	56	58	59	90	147
peak13557	11	13	12	190	149	114	17	12	20	66	126	153
peak13558	3	2	4	7	9	9	1	6	3	17	12	11
peak13559	2	3	1	33	19	22	3	2	1	3	12	20
peak13560	0	8	1	27	17	9	3	2	4	11	13	24
peak13561	3	6	8	41	24	30	2	5	4	16	20	27
peak13562	2	3	5	23	10	17	5	3	5	6	21	18
peak13563	83	63	56	1289	779	765	90	65	83	637	782	1060
peak13564	14	2	4	69	34	34	11	7	8	39	31	39
peak13565	7	4	4	26	15	14	5	5	3	25	16	18
peak13566	16	17	20	136	81	101	23	22	28	153	204	265
peak13567	152	106	112	830	614	523	160	208	194	574	851	1018
peak13568	104	65	84	647	437	384	91	133	128	449	571	787
peak13569	79	68	80	472	289	306	105	90	103	331	429	507
peak13570	21	10	13	295	214	198	28	21	35	195	261	471
peak13571	115	84	126	201	163	161	129	146	135	132	184	320
peak13572	31	20	31	88	66	58	34	31	32	31	78	105
peak13573	27	18	29	294	198	189	26	23	32	137	186	306
peak13574	11	14	10	43	22	26	16	20	22	19	38	61
peak13575	63	36	47	297	205	195	49	57	53	148	214	294
peak13576	82	47	48	454	290	280	53	57	90	183	336	490
peak13577	12	2	19	16	14	16	13	17	14	21	9	17
peak13578	21	10	21	166	106	137	11	16	20	79	92	144
peak13579	8	8	13	38	24	24	14	15	23	9	22	29
peak13580	6	4	6	41	21	23	6	6	4	8	12	30
peak13581	2	2	0	33	13	21	6	5	4	9	11	26
peak13582	2	2	1	12	8	12	2	8	6	7	8	11
peak13583	7	1	12	65	41	43	5	8	6	29	36	58
peak13584	10	2	2	38	25	27	4	2	2	16	18	32
peak13585	50	21	34	128	69	69	56	48	36	81	86	154
peak13586	7	8	14	34	41	19	13	9	10	43	29	40
peak13587	119	58	106	55	47	53	45	61	65	28	44	67
peak13588	66	83	75	199	148	167	73	95	106	132	190	253
peak13589	10	4	8	38	37	26	12	20	22	31	35	62
peak13590	51	24	38	108	78	61	37	69	54	89	103	115
peak13591	52	36	45	172	129	92	45	49	53	87	98	175
peak13592	14	8	10	33	21	29	8	27	6	23	32	38
peak13593	330	246	289	3058	2191	2075	307	379	337	1849	2598	3515
peak13594	43	31	46	184	131	127	43	68	42	132	146	196
peak13595	103	73	77	162	128	117	67	109	114	123	146	212
peak13596	293	232	261	1827	1259	1212	226	317	277	1181	1706	2337
peak13597	44	30	38	87	41	38	38	47	55	53	77	108
peak13598	29	20	18	126	77	74	25	21	23	61	59	116
peak13599	7	7	5	49	42	26	3	12	13	21	33	57
peak13600	7	7	8	64	52	36	8	13	8	49	81	99
peak13601	13	14	5	70	38	37	22	29	22	35	55	70
peak13602	25	6	26	38	17	33	9	18	25	29	50	55
peak13603	10	15	19	284	158	208	16	14	21	168	221	338
peak13604	19	7	13	143	97	95	13	20	24	64	110	131
peak13605	4	3	4	17	11	13	2	4	7	6	13	22
peak13606	1	0	0	9	7	6	0	1	2	7	9	9
peak13607	53	33	31	560	375	322	40	58	52	267	345	509
peak13608	43	21	36	104	67	60	19	40	48	66	95	92
peak13609	27	26	28	71	40	45	19	19	22	46	54	71
peak13610	12	11	15	52	30	33	10	22	16	25	47	39
peak13611	18	17	12	452	329	282	17	12	20	263	301	497
peak13612	84	60	58	1058	699	693	70	75	86	636	783	1139
peak13613	63	38	48	146	121	83	51	69	69	107	159	172
peak13614	36	27	21	86	59	60	34	52	40	52	86	119
peak13615	48	32	46	86	72	38	26	58	49	50	63	82
peak13616	80	36	49	222	176	152	77	76	76	177	179	262
peak13617	19	17	25	168	139	97	29	37	28	121	137	178
peak13618	21	9	15	151	132	94	21	19	13	114	116	153
peak13619	331	160	240	1499	883	954	353	354	410	819	1017	1410
peak13620	134	65	99	527	309	365	117	133	137	230	361	505
peak13621	148	87	87	1329	638	882	144	146	139	496	696	1226
peak13622	5	6	5	52	30	25	6	10	5	26	16	49
peak13623	3	1	2	12	15	9	2	4	1	3	7	18
peak13624	58	33	57	49	37	46	59	73	78	49	58	67
peak13625	5	5	4	29	21	25	5	2	9	15	13	20
peak13626	8	1	7	39	17	32	4	6	6	7	29	24
peak13627	31	31	37	117	69	95	43	50	36	72	79	117
peak13628	2	4	7	26	30	37	4	11	9	28	34	38
peak13629	7	8	5	57	36	34	6	12	11	11	22	42
peak13630	4	1	7	21	12	21	6	1	5	4	9	21
peak13631	7	4	2	26	20	13	4	4	1	6	11	13
peak13632	4	0	1	11	5	8	6	5	2	1	10	9
peak13633	0	0	0	7	6	4	1	0	3	5	2	4
peak13634	13	8	1	45	36	39	6	6	1	22	17	35
peak13635	7	2	2	26	22	20	3	7	2	10	15	20
peak13636	1	3	1	11	9	8	4	0	5	2	3	11
peak13637	69	54	65	727	467	500	68	79	68	329	562	760
peak13638	19	5	5	96	50	64	5	13	15	42	66	77
peak13639	11	11	6	64	31	46	7	6	11	24	35	50
peak13640	3	4	1	15	12	7	1	3	2	3	9	11
peak13641	7	4	6	42	27	29	7	2	4	22	22	32
peak13642	9	4	13	181	118	109	8	7	4	51	87	113
peak13643	7	5	11	48	28	29	4	17	9	20	25	58
peak13644	3	3	2	23	10	28	5	8	6	16	29	27
peak13645	8	9	8	114	43	65	11	8	14	49	54	73
peak13646	9	9	1	49	29	32	5	8	3	24	25	48
peak13647	58	43	45	468	305	307	52	54	75	272	450	538
peak13648	35	33	45	107	90	95	57	77	69	94	123	172
peak13649	59	37	39	118	67	66	56	82	50	77	104	140
peak13650	42	31	48	87	70	79	41	80	61	68	72	119
peak13651	269	140	242	1187	756	743	235	296	271	583	951	1127
peak13652	34	16	22	54	29	20	29	31	28	28	23	45
peak13653	70	53	45	408	255	255	68	49	46	206	278	367
peak13654	83	61	48	110	84	66	65	80	54	69	91	136
peak13655	4	5	4	18	14	10	6	10	7	11	18	21
peak13656	6	0	9	58	32	31	3	15	6	36	67	63
peak13657	5	3	6	14	6	6	5	4	4	7	10	7
peak13658	5	0	2	17	9	8	2	3	4	4	11	12
peak13659	4	0	2	27	10	18	0	4	8	11	29	26
peak13660	1	1	2	11	7	7	1	3	3	5	6	18
peak13661	0	0	1	8	8	6	0	1	2	6	7	15
peak13662	68	32	70	88	83	111	61	72	61	128	101	136
peak13663	15	15	15	268	186	224	21	27	27	163	226	303
peak13664	3	0	2	26	15	25	1	11	8	17	21	40
peak13665	34	28	44	136	151	132	45	56	55	177	127	173
peak13666	3	0	1	16	7	6	9	2	4	6	7	14
peak13667	67	38	54	575	394	308	48	57	61	309	394	527
peak13668	92	81	73	496	322	300	85	84	114	253	301	425
peak13669	2	1	0	10	10	10	1	1	2	6	10	9
peak13670	0	4	1	8	12	6	3	5	3	4	6	14
peak13671	52	41	64	178	114	105	59	63	63	76	122	133
peak13672	16	8	7	53	30	42	10	17	10	13	42	54
peak13673	37	21	33	111	68	82	38	26	33	83	82	134
peak13674	80	58	69	425	262	263	84	84	62	238	339	437
peak13675	38	33	46	100	72	53	46	55	61	57	92	90
peak13676	30	33	26	72	40	45	42	39	33	43	52	95
peak13677	415	319	398	3001	2192	2056	413	600	574	2182	3102	4761
peak13678	62	56	61	210	168	168	59	102	82	218	246	340
