control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak8829	182	117	155	668	556	432	187	220	182	302	525	719
peak8830	167	117	145	842	632	638	174	179	216	473	713	998
peak8831	49	35	34	139	116	88	50	65	50	98	132	175
peak8832	0	1	8	12	15	17	7	8	9	7	13	25
peak8833	28	14	25	62	36	34	25	29	28	21	39	59
peak8834	34	26	41	49	32	54	56	60	77	32	71	75
peak8835	14	12	20	284	199	207	13	13	18	143	207	242
peak8836	163	86	108	191	195	164	99	130	123	121	114	126
peak8837	75	45	47	164	173	143	56	62	47	160	105	133
peak8838	14	8	16	117	55	47	12	19	11	49	59	84
peak8839	2	7	5	15	14	9	2	7	8	9	13	20
peak8840	3	5	4	21	14	15	4	8	3	5	11	16
peak8841	7	0	4	26	19	13	5	7	9	8	13	19
peak8842	5	5	4	48	22	37	12	5	9	19	16	42
peak8843	18	11	16	75	60	47	15	10	14	23	42	58
peak8844	32	25	25	796	601	530	25	33	33	294	490	838
peak8845	1	1	1	6	5	8	3	2	0	7	8	5
peak8846	71	41	55	654	469	421	48	74	65	355	584	754
peak8847	2	0	1	8	4	5	1	2	0	5	6	6
peak8848	30	16	22	46	35	39	24	29	44	20	28	42
peak8849	83	48	70	156	122	123	63	73	75	78	140	134
peak8850	78	36	76	170	184	143	69	75	63	103	125	134
peak8851	20	16	26	140	120	131	20	25	25	66	124	217
peak8852	4	1	5	77	42	52	6	6	10	19	31	54
peak8853	7	8	14	96	58	57	9	14	7	38	63	86
peak8854	16	2	14	54	40	40	15	10	9	27	38	64
peak8855	6	3	2	201	102	123	7	7	9	72	148	171
peak8856	11	8	10	331	218	238	9	21	18	135	294	344
peak8857	28	17	26	222	128	159	30	28	33	94	156	196
peak8858	79	41	67	921	485	548	57	87	74	389	574	725
peak8859	31	16	28	55	43	39	24	24	19	49	33	62
peak8860	52	48	34	761	471	448	49	53	57	268	452	657
peak8861	8	6	8	121	92	97	7	11	9	61	57	154
peak8862	18	13	23	110	75	94	16	32	31	51	81	119
peak8863	24	24	22	135	91	59	20	37	53	66	92	129
peak8864	40	19	31	67	54	51	49	58	52	69	80	119
peak8865	21	11	15	72	75	64	13	20	18	29	57	91
peak8866	21	21	30	52	41	47	24	25	18	26	35	52
peak8867	7	9	3	36	32	39	9	11	6	23	19	52
peak8868	9	8	12	44	38	31	6	9	16	14	30	59
peak8869	23	22	20	64	46	59	13	22	28	29	54	70
peak8870	58	42	54	146	82	120	58	73	62	66	94	165
peak8871	20	1	8	27	14	22	14	10	10	21	34	31
peak8872	42	24	31	134	94	74	30	45	33	108	101	162
peak8873	4	4	3	44	19	26	4	8	2	22	18	38
peak8874	16	5	14	49	27	48	8	3	9	30	45	70
peak8875	15	14	9	197	120	150	33	25	35	150	222	282
peak8876	3	3	2	18	10	6	4	11	10	21	25	22
peak8877	76	43	59	120	64	57	64	64	85	49	77	76
peak8878	0	3	0	25	6	7	3	4	3	9	13	7
peak8879	22	10	16	178	113	130	17	10	32	59	86	157
peak8880	80	40	56	533	304	349	66	58	72	230	277	420
peak8881	2	0	1	30	17	13	1	1	2	14	17	23
peak8882	4	3	8	87	52	54	3	6	11	31	61	91
peak8883	4	2	3	52	25	26	4	5	3	21	39	51
peak8884	7	3	6	50	40	30	12	14	9	27	37	66
peak8885	6	1	4	14	7	10	3	3	2	7	7	13
peak8886	118	77	69	1137	684	677	76	94	66	459	651	805
peak8887	30	42	86	112	103	112	35	74	54	66	82	141
peak8888	1	0	5	38	13	31	6	3	0	18	30	45
peak8889	3	1	5	8	3	7	3	4	6	6	8	17
peak8890	136	85	109	1011	647	733	144	164	151	497	683	961
peak8891	80	49	59	170	118	119	83	115	128	79	134	156
peak8892	41	26	41	84	42	48	38	43	34	36	47	76
peak8893	46	25	36	225	155	160	45	57	41	111	157	222
peak8894	78	87	76	416	280	277	103	137	121	178	322	420
peak8895	98	59	73	181	107	124	79	96	112	91	144	178
peak8896	33	28	17	58	44	37	19	33	36	21	48	73
peak8897	1	1	2	12	6	3	2	3	0	6	4	11
peak8898	20	15	7	44	29	29	12	9	19	25	45	54
peak8899	24	12	11	46	18	26	15	18	22	25	29	31
peak8900	7	7	9	98	50	50	5	15	12	55	64	97
peak8901	104	73	66	491	232	261	87	116	93	189	269	371
peak8902	7	3	5	17	10	12	1	13	6	15	9	17
peak8903	45	23	31	373	228	207	33	44	37	270	240	380
peak8904	130	65	104	234	139	152	93	140	129	150	165	236
peak8905	107	55	98	147	124	104	145	137	115	82	106	116
peak8906	25	9	16	287	167	214	19	27	24	143	229	323
peak8907	108	85	105	199	128	164	122	117	126	88	119	195
peak8908	20	10	18	81	44	51	20	28	23	32	51	78
peak8909	4	5	7	66	28	47	11	19	20	30	41	80
peak8910	57	63	55	166	106	82	66	86	77	96	149	182
peak8911	31	15	29	172	127	123	27	38	35	155	150	278
peak8912	16	6	9	33	36	25	10	1	10	15	23	35
peak8913	9	2	3	26	21	10	2	3	3	2	17	15
peak8914	96	52	68	568	320	345	85	78	91	233	301	463
peak8915	22	20	14	149	84	84	16	28	14	82	103	161
peak8916	1	2	1	12	10	12	3	5	4	8	10	9
peak8917	16	26	21	33	12	15	18	41	37	8	22	23
peak8918	8	6	7	55	31	38	6	7	11	26	38	53
peak8919	2	1	1	17	15	23	1	0	0	12	17	17
peak8920	0	1	0	6	5	10	1	1	2	2	4	9
peak8921	13	6	14	166	105	92	14	17	22	77	104	142
peak8922	13	14	20	74	58	50	23	42	45	30	46	76
peak8923	44	22	27	126	71	68	44	56	45	43	90	123
peak8924	56	48	56	139	96	114	43	83	74	100	122	145
peak8925	64	40	50	364	261	272	66	71	88	178	315	442
peak8926	9	0	2	19	20	13	6	7	6	13	19	28
peak8927	26	12	19	91	49	45	22	14	21	37	48	99
peak8928	507	367	399	1617	969	861	463	473	437	853	994	1358
peak8929	23	20	21	180	135	122	32	28	21	90	142	202
peak8930	11	8	6	25	15	14	12	12	15	18	17	27
peak8931	8	4	2	17	14	8	6	10	13	10	13	13
peak8932	14	8	17	186	129	109	14	17	23	84	133	191
peak8933	183	75	143	470	311	325	187	227	231	242	369	563
peak8934	15	8	14	46	33	36	10	17	16	42	43	76
peak8935	90	65	78	1397	1007	850	80	102	107	896	1087	1620
peak8936	167	104	145	444	277	253	153	191	179	310	411	511
peak8937	13	12	23	54	45	50	22	36	29	68	74	127
peak8938	52	41	65	222	146	119	50	72	65	124	193	205
peak8939	37	34	32	166	117	96	30	59	37	84	109	190
peak8940	15	1	10	194	44	141	12	12	10	102	161	253
peak8941	8	6	7	30	29	19	7	3	9	10	11	23
peak8942	5	8	1	57	51	53	10	3	7	51	78	100
peak8943	29	23	17	103	69	86	28	37	29	75	93	107
peak8944	44	30	38	104	57	55	50	54	67	68	103	114
peak8945	36	31	25	522	352	320	47	65	45	349	409	633
peak8946	5	3	11	10	9	16	11	6	7	15	13	21
peak8947	26	20	33	69	59	35	27	36	31	30	52	61
peak8948	20	19	19	63	38	53	33	27	27	44	57	68
peak8949	1	2	1	9	12	6	4	0	3	5	9	9
peak8950	6	1	0	8	10	7	2	2	1	7	9	6
peak8951	5	0	3	12	9	5	2	1	2	4	4	11
peak8952	67	53	50	399	326	284	75	83	94	223	364	600
peak8953	104	57	91	483	348	303	104	126	124	336	428	535
peak8954	14	11	17	16	13	12	21	23	15	16	13	13
peak8955	16	18	21	175	125	176	26	28	30	120	143	231
peak8956	56	25	39	138	74	101	57	76	55	94	124	153
peak8957	5	9	14	24	26	39	21	12	14	72	29	42
peak8958	11	5	9	60	31	31	7	7	9	12	22	41
peak8959	21	32	34	71	38	49	27	41	28	51	55	83
peak8960	42	36	25	274	151	184	32	26	45	118	174	264
peak8961	12	3	4	86	54	70	2	6	6	40	50	84
peak8962	3	5	5	92	63	72	6	7	9	51	84	105
peak8963	9	3	9	81	46	65	8	11	18	30	50	70
peak8964	2	0	0	22	21	16	0	0	0	14	24	44
peak8965	33	12	17	68	31	45	13	19	15	19	28	52
peak8966	2	2	2	11	10	9	1	0	2	5	12	11
peak8967	3	8	5	54	40	28	5	5	8	16	30	61
peak8968	22	10	14	117	78	69	19	22	22	57	89	99
peak8969	28	8	14	108	68	60	17	29	34	72	75	103
peak8970	676	458	522	1006	797	637	576	598	675	629	634	932
peak8971	9	5	6	130	52	57	10	7	2	64	84	106
peak8972	67	41	54	199	148	111	54	70	59	90	134	136
peak8973	1	0	0	4	5	11	0	0	0	1	5	7
peak8974	1	2	2	22	13	13	0	2	0	6	10	8
peak8975	4	4	2	45	38	36	4	2	5	24	39	66
peak8976	10	3	3	23	19	12	6	5	9	7	12	31
peak8977	14	5	6	87	48	70	6	6	16	33	74	91
peak8978	11	7	15	113	51	83	16	22	27	46	94	115
peak8979	18	20	24	71	39	35	30	23	16	37	38	47
peak8980	25	9	15	64	40	50	21	15	27	52	67	76
peak8981	66	56	80	484	351	397	74	100	83	317	543	560
peak8982	8	13	9	22	12	20	10	24	16	11	20	17
peak8983	147	63	103	698	668	538	101	90	97	456	457	542
peak8984	250	169	211	497	455	373	199	199	188	328	346	393
peak8985	37	19	40	141	99	102	21	35	30	84	151	142
peak8986	148	76	113	518	345	336	118	115	106	306	293	499
peak8987	0	0	1	3	4	5	0	0	0	4	3	5
peak8988	0	0	1	4	3	3	0	3	1	6	3	1
peak8989	37	26	31	45	38	27	23	38	29	26	43	57
peak8990	70	56	71	178	127	138	86	128	108	185	186	357
peak8991	126	131	140	776	578	547	218	259	234	681	804	1128
peak8992	144	137	148	393	294	238	177	256	250	262	366	514
peak8993	131	124	155	416	348	353	154	269	255	366	437	746
peak8994	112	111	134	379	318	254	199	282	218	361	488	602
peak8995	86	77	70	514	381	351	133	137	129	495	560	843
peak8996	36	13	14	49	31	41	25	24	26	29	35	49
peak8997	42	10	19	303	126	195	24	36	37	143	152	236
peak8998	29	24	29	69	22	48	38	35	32	43	44	49
peak8999	75	43	61	421	198	269	71	82	91	192	255	300
peak9000	26	21	19	333	210	200	27	26	24	168	233	312
peak9001	14	14	12	48	40	29	11	19	7	34	22	46
peak9002	6	2	4	23	18	10	4	3	2	11	14	23
peak9003	21	21	22	810	489	514	35	30	18	422	592	777
peak9004	31	20	26	266	186	189	27	33	50	125	226	284
peak9005	5	4	3	33	20	25	5	8	11	23	26	37
peak9006	35	29	18	279	180	208	32	37	35	192	217	301
peak9007	18	9	15	40	34	42	15	15	25	47	44	56
peak9008	58	35	44	291	203	218	42	58	49	146	225	288
peak9009	0	1	1	10	7	8	0	1	1	2	5	6
peak9010	495	368	407	943	711	545	473	521	489	549	671	963
peak9011	53	34	46	117	83	87	64	83	75	65	101	106
peak9012	49	27	16	76	55	51	35	54	38	44	60	76
peak9013	4	3	1	26	17	26	1	1	1	9	23	28
peak9014	47	31	66	292	174	193	52	105	60	232	277	396
peak9015	76	80	102	269	168	173	120	143	115	236	258	381
peak9016	51	23	48	257	191	225	39	50	48	156	192	316
peak9017	110	72	63	592	410	364	101	113	106	291	411	509
peak9018	20	7	15	26	16	19	16	14	18	55	32	27
peak9019	13	8	11	23	18	13	24	20	22	39	21	31
peak9020	143	116	117	758	506	482	188	195	178	761	861	1086
peak9021	392	311	378	270	211	195	621	704	734	315	319	462
peak9022	52	40	71	171	139	138	67	97	85	176	197	345
peak9023	7	9	17	45	33	43	13	31	23	38	52	95
peak9024	32	20	17	86	40	46	26	22	14	54	68	84
peak9025	190	134	190	1021	715	606	122	158	170	623	779	1080
peak9026	24	32	28	259	188	166	25	39	29	168	186	313
peak9027	2	0	3	36	26	21	0	4	3	15	24	31
peak9028	3	9	3	10	3	9	3	0	0	4	3	4
peak9029	7	0	1	35	27	29	4	5	11	12	16	28
peak9030	25	25	20	90	69	77	17	23	22	55	76	129
peak9031	54	39	47	340	238	278	40	52	50	165	291	434
peak9032	21	11	15	94	50	51	16	27	17	45	65	71
peak9033	88	71	69	872	592	553	168	227	189	1030	1300	1823
peak9034	3	1	1	8	7	11	9	7	3	6	7	7
peak9035	0	4	10	24	4	8	9	11	9	4	11	13
peak9036	14	10	26	53	58	56	22	25	20	37	48	82
peak9037	1	0	1	9	2	3	1	2	0	5	7	6
peak9038	45	34	35	129	97	94	42	32	35	79	119	125
peak9039	16	18	14	33	36	47	9	24	15	31	34	66
peak9040	16	15	22	43	32	22	11	19	18	15	16	33
peak9041	17	10	15	92	78	74	8	11	9	45	96	72
peak9042	118	92	88	854	582	519	98	87	93	390	508	668
peak9043	1	0	3	17	18	15	2	6	2	6	13	23
peak9044	8	7	7	61	62	52	5	13	7	41	48	90
peak9045	42	32	54	75	53	55	67	72	77	56	86	109
peak9046	76	53	72	223	179	175	56	91	76	173	241	357
peak9047	204	153	159	3675	2460	2210	209	222	223	1669	2316	3187
peak9048	90	46	85	109	56	60	73	101	92	62	70	125
peak9049	11	11	12	46	27	19	21	32	25	16	34	48
peak9050	148	123	103	2144	1618	1333	135	148	142	885	1322	2055
peak9051	46	55	45	83	78	61	42	50	39	39	73	102
peak9052	54	24	34	88	66	53	54	65	51	78	87	118
peak9053	46	20	36	207	137	129	44	39	52	108	130	196
peak9054	42	28	43	111	80	60	54	56	65	64	85	115
peak9055	74	57	76	427	278	216	72	106	82	276	303	407
peak9056	35	31	31	54	27	46	36	41	50	57	47	60
peak9057	43	20	43	99	67	62	54	58	59	86	123	132
peak9058	48	34	38	146	95	75	49	71	73	114	135	201
peak9059	23	17	13	98	72	53	35	40	23	72	104	119
peak9060	36	31	37	125	62	74	67	46	50	89	129	142
peak9061	33	28	36	86	60	42	37	45	43	55	89	83
peak9062	50	21	41	89	58	50	50	78	50	97	102	135
peak9063	49	43	34	209	131	128	58	93	75	193	207	270
peak9064	23	17	26	141	84	72	36	33	29	104	140	155
peak9065	16	9	14	71	73	48	24	12	27	61	77	101
peak9066	9	2	5	27	13	16	6	9	10	15	21	29
peak9067	10	2	2	23	11	14	7	5	10	14	26	42
peak9068	111	61	91	133	98	102	120	130	151	89	104	138
peak9069	23	19	33	218	155	156	22	25	19	137	173	230
peak9070	107	78	76	275	184	169	65	81	68	128	165	180
peak9071	16	8	8	78	40	47	13	18	13	47	52	65
peak9072	27	18	28	126	78	72	27	28	31	56	74	122
peak9073	12	5	11	325	176	207	17	14	9	138	169	282
peak9074	38	9	30	312	172	196	22	48	36	159	246	295
peak9075	118	84	99	1179	715	724	69	115	92	532	869	982
peak9076	134	63	107	330	183	204	122	123	128	153	216	308
peak9077	52	26	49	458	284	315	59	71	67	264	391	456
peak9078	97	41	54	780	452	500	78	80	58	379	609	719
peak9079	65	24	33	236	138	180	50	59	56	132	245	298
peak9080	36	26	32	147	84	92	40	47	34	53	127	153
peak9081	65	47	43	712	465	499	72	78	65	360	607	760
peak9082	16	13	10	39	31	36	15	18	14	26	45	38
peak9083	60	40	31	162	121	141	60	63	65	83	165	168
peak9084	817	505	925	352	293	396	1634	1946	1872	440	615	803
peak9085	99	75	90	927	625	578	73	112	97	623	768	1100
peak9086	152	118	98	468	316	262	132	169	102	397	451	532
peak9087	79	65	64	168	129	125	88	86	82	133	188	256
peak9088	95	64	79	411	265	230	93	104	92	261	347	413
peak9089	223	162	155	567	328	321	228	249	221	334	457	559
peak9090	428	334	374	173	123	113	461	631	674	197	172	278
peak9091	8	1	2	52	37	37	6	7	4	23	39	57
peak9092	29	14	18	227	165	171	16	29	20	104	162	201
peak9093	28	13	21	94	50	40	20	22	15	32	58	69
peak9094	4	5	5	13	8	11	2	5	3	6	10	14
peak9095	2	1	0	13	10	11	2	3	3	6	7	12
peak9096	9	2	4	85	50	56	12	4	3	27	60	65
peak9097	267	190	188	4034	2452	2422	206	282	281	2306	3272	4477
peak9098	18	18	12	46	33	23	7	15	21	20	27	41
peak9099	4	0	4	4	6	10	2	4	2	3	9	7
peak9100	10	13	9	22	17	19	7	10	8	25	15	24
peak9101	22	11	19	138	117	109	30	28	39	131	158	238
peak9102	4	2	3	11	12	6	3	4	3	7	16	11
peak9103	262	173	144	1774	1239	1159	216	194	208	872	1061	1458
peak9104	2	5	10	16	17	14	2	7	4	10	19	21
peak9105	4	0	3	48	42	33	5	1	2	13	25	35
peak9106	5	9	5	22	37	26	4	2	5	13	15	22
peak9107	19	18	19	356	229	237	17	28	39	240	381	410
peak9108	42	43	35	230	149	172	48	30	43	118	135	206
peak9109	27	12	13	37	35	24	22	17	36	19	31	36
peak9110	1	0	2	8	5	5	2	2	2	7	4	14
peak9111	4	0	0	23	20	22	1	2	0	12	18	21
peak9112	3	0	1	9	11	7	4	2	0	7	10	15
peak9113	6	0	2	8	3	8	1	0	2	8	9	6
peak9114	4	3	3	11	8	13	2	2	4	6	12	12
peak9115	0	1	3	6	7	5	5	3	2	4	6	15
peak9116	6	3	10	30	19	15	9	8	7	17	18	35
peak9117	2	0	3	18	9	8	2	2	0	5	13	18
peak9118	1	3	3	20	13	13	3	1	0	7	13	20
peak9119	5	1	2	41	39	28	6	0	0	25	31	39
peak9120	3	2	1	9	7	9	3	1	3	1	7	8
peak9121	91	51	59	121	109	85	77	83	83	87	81	94
peak9122	4	2	3	57	44	36	4	6	4	42	70	66
peak9123	2	1	4	14	13	6	5	4	3	8	18	17
peak9124	5	1	0	12	2	8	5	4	2	7	11	19
peak9125	2	1	1	14	8	5	2	0	1	8	10	22
peak9126	0	4	2	19	10	8	3	2	3	8	17	19
peak9127	2	0	3	5	4	6	2	7	1	6	5	15
peak9128	1	2	1	8	7	4	1	1	0	4	8	4
peak9129	5	5	8	41	37	42	8	9	4	29	45	52
peak9130	4	6	8	14	10	3	5	1	7	9	10	11
peak9131	22	2	11	37	26	23	8	11	21	17	24	30
peak9132	11	13	7	95	49	67	25	20	16	47	69	91
peak9133	16	7	5	42	29	31	12	11	14	23	36	50
peak9134	67	34	41	335	239	212	33	56	63	169	248	327
peak9135	19	9	9	21	20	11	14	16	19	21	32	48
peak9136	100	66	58	98	80	76	84	86	125	62	67	107
peak9137	93	50	73	403	319	303	91	92	96	273	384	470
peak9138	69	37	39	164	115	115	46	81	72	134	129	216
peak9139	569	413	455	2035	1278	1250	510	569	576	973	1357	1739
peak9140	41	16	29	87	66	71	35	52	51	56	63	82
peak9141	27	13	20	43	53	41	20	17	23	26	62	58
peak9142	50	43	45	855	560	509	52	56	37	555	636	940
peak9143	93	90	102	698	484	487	93	114	122	415	543	718
peak9144	33	27	29	116	84	57	30	32	50	51	73	89
peak9145	0	0	0	4	5	5	0	0	0	5	7	5
peak9146	0	0	0	10	7	3	0	0	1	7	9	12
peak9147	1	0	1	15	18	12	1	2	2	9	12	20
peak9148	7	3	5	25	24	32	7	6	8	35	29	33
peak9149	24	20	12	97	86	67	16	16	21	34	63	94
peak9150	12	8	10	65	51	57	6	12	8	34	45	62
peak9151	34	10	17	127	59	84	8	12	17	56	84	114
peak9152	3	3	8	36	23	19	13	10	14	16	18	33
peak9153	18	7	19	38	23	21	18	25	21	26	72	46
peak9154	91	65	87	197	120	140	93	105	110	128	174	255
peak9155	40	18	32	187	97	159	25	48	58	105	178	212
peak9156	18	20	33	301	246	193	21	30	22	267	264	501
peak9157	115	69	84	118	75	80	94	124	131	102	131	194
peak9158	53	66	52	120	86	73	57	84	81	104	88	144
peak9159	78	49	63	174	155	140	83	93	95	121	192	247
peak9160	0	1	1	23	18	18	1	1	0	5	14	18
peak9161	7	6	3	62	50	26	5	10	13	22	38	51
peak9162	8	4	6	33	13	12	2	5	8	15	11	22
peak9163	2	1	5	11	8	6	2	4	2	5	7	9
peak9164	20	22	16	292	176	171	34	14	39	123	168	241
peak9165	1	2	1	5	3	3	1	2	2	4	5	6
peak9166	6	2	5	14	11	13	1	8	3	5	10	11
peak9167	5	9	8	40	33	19	7	2	4	13	32	20
peak9168	29	19	19	55	36	33	26	26	19	36	25	45
peak9169	12	6	7	37	26	29	13	22	9	13	29	25
peak9170	56	48	42	184	105	122	51	61	49	77	115	149
peak9171	14	13	17	93	59	47	23	32	31	124	106	163
peak9172	21	11	6	53	31	23	49	47	46	57	65	75
peak9173	113	69	81	508	332	314	233	303	327	565	795	1041
peak9174	4	3	4	16	16	15	14	6	7	20	19	43
peak9175	101	67	81	91	52	77	95	144	123	62	81	93
peak9176	166	119	137	519	330	293	77	168	125	220	274	382
peak9177	304	209	284	2218	1479	1264	203	283	254	846	1215	1482
peak9178	238	178	227	696	457	414	149	198	217	273	415	477
peak9179	7	8	19	21	20	22	8	11	4	21	8	19
peak9180	16	8	7	34	25	30	15	13	11	16	39	50
peak9181	15	9	17	78	55	51	19	21	29	60	66	78
peak9182	54	34	39	279	205	219	42	92	55	208	206	263
peak9183	15	7	17	43	24	24	14	10	12	19	43	46
peak9184	2	3	12	40	33	26	12	17	23	34	33	48
peak9185	7	6	3	37	24	25	15	7	10	12	21	29
peak9186	10	7	5	89	44	39	2	3	6	20	40	45
peak9187	10	13	12	72	37	29	15	13	13	22	35	34
peak9188	68	17	60	66	42	40	54	69	57	28	38	67
peak9189	20	16	15	124	70	71	17	17	16	44	74	119
peak9190	4	0	2	16	10	17	4	1	3	8	10	4
peak9191	3	2	0	25	13	21	2	2	2	8	25	24
peak9192	9	9	12	24	10	17	10	17	18	15	14	20
peak9193	16	12	22	89	61	52	11	20	19	41	64	98
peak9194	57	27	40	211	126	155	28	44	41	107	145	182
peak9195	28	30	24	304	244	228	19	28	32	188	237	319
peak9196	0	1	3	9	1	8	3	2	3	4	8	11
peak9197	6	8	4	70	36	56	6	6	5	36	40	71
peak9198	6	4	5	124	59	95	4	10	3	65	112	163
peak9199	4	2	1	27	16	25	2	5	6	15	30	35
peak9200	1	0	4	40	24	35	0	0	3	22	40	65
peak9201	2	4	6	49	21	27	2	2	6	22	31	36
peak9202	2	2	3	8	6	8	4	8	3	1	9	9
peak9203	9	6	9	46	28	40	6	9	12	29	31	45
peak9204	6	5	9	49	41	50	7	11	4	14	38	44
peak9205	6	7	4	23	15	14	6	2	6	11	11	23
peak9206	0	1	2	11	10	6	6	5	4	7	16	22
peak9207	135	103	94	1040	739	700	117	131	144	441	628	919
peak9208	426	328	362	3147	2018	1923	394	387	395	1370	1844	2342
peak9209	254	152	195	2115	1307	1297	253	292	271	1195	1482	1858
peak9210	98	61	83	166	118	123	59	109	51	126	147	193
peak9211	41	23	23	244	171	157	36	49	31	153	196	254
peak9212	5	1	1	20	13	15	2	4	4	8	12	15
peak9213	19	2	5	48	38	39	8	12	9	30	34	49
peak9214	0	0	0	6	1	6	0	0	0	3	3	1
peak9215	1	2	1	34	24	26	2	2	5	15	21	28
peak9216	17	9	23	14	6	12	11	19	14	5	10	24
peak9217	6	3	3	25	13	21	2	3	0	12	22	22
peak9218	53	34	43	177	144	126	45	52	37	109	154	200
peak9219	49	17	26	589	407	316	30	35	37	261	388	529
peak9220	64	24	25	89	65	46	25	41	36	59	70	86
peak9221	8	11	13	147	95	103	16	15	12	83	109	170
peak9222	94	100	80	223	149	138	68	91	104	101	126	178
peak9223	183	109	106	229	129	129	137	149	157	122	159	183
peak9224	89	67	60	200	117	97	59	74	70	101	143	167
peak9225	109	69	103	93	126	87	68	127	116	162	115	205
peak9226	243	172	189	456	289	292	226	213	238	292	373	393
peak9227	50	44	61	103	71	79	75	85	78	120	132	169
peak9228	22	26	35	59	37	46	39	47	33	55	61	99
peak9229	100	72	60	169	120	122	106	111	104	148	190	193
peak9230	16	17	21	77	63	51	35	31	28	56	71	84
peak9231	58	42	54	496	321	339	63	96	73	395	439	649
peak9232	37	24	31	68	50	40	51	46	36	63	61	98
peak9233	90	66	98	543	421	342	113	204	108	432	698	679
peak9234	60	69	54	90	65	82	86	122	101	74	148	144
peak9235	24	23	23	84	63	65	43	41	46	58	91	110
peak9236	2	1	1	4	4	2	0	1	3	3	10	13
peak9237	68	48	38	87	64	71	61	93	78	66	117	110
peak9238	41	32	47	102	54	69	33	46	59	66	96	115
peak9239	15	12	14	122	68	108	18	25	25	100	170	183
peak9240	89	52	70	732	537	497	58	86	80	479	627	736
peak9241	38	27	32	164	132	109	25	46	43	91	121	161
peak9242	108	68	62	1081	800	722	78	92	97	691	913	1123
peak9243	25	23	29	208	161	112	27	27	23	131	152	174
peak9244	21	6	12	75	65	47	23	19	23	53	61	77
peak9245	23	30	32	108	96	91	27	42	24	83	81	123
peak9246	16	13	32	78	62	61	14	15	16	35	46	88
peak9247	4	4	7	15	12	12	9	7	3	11	11	19
peak9248	30	14	29	80	58	64	9	35	29	53	109	104
peak9249	38	34	38	156	155	121	41	55	49	119	166	230
peak9250	8	6	12	51	48	32	5	12	15	32	63	91
peak9251	196	147	146	1260	929	789	184	236	184	813	1117	1464
peak9252	21	18	28	57	23	31	20	39	52	37	54	54
peak9253	88	59	57	645	407	411	65	67	80	381	515	597
peak9254	10	10	15	52	48	50	3	15	6	28	43	87
peak9255	60	39	46	81	61	71	46	78	61	100	142	194
peak9256	27	23	27	50	29	41	29	44	34	46	63	77
peak9257	10	10	13	110	101	114	9	25	14	150	221	262
peak9258	46	44	50	163	144	151	27	72	63	122	179	287
peak9259	57	51	58	166	100	114	99	133	135	201	237	388
peak9260	201	148	147	1603	1278	1117	280	329	330	1747	2218	3024
peak9261	76	53	74	175	160	137	134	152	137	217	245	374
peak9262	3	1	2	14	10	5	7	9	6	59	60	65
peak9263	11	2	3	41	16	31	4	4	7	18	31	43
peak9264	11	3	6	14	10	15	8	14	12	8	20	21
peak9265	648	550	697	3878	2933	2999	873	1128	1061	4399	5748	7116
peak9266	465	484	543	2377	1923	1688	723	997	745	2456	3293	4263
peak9267	80	84	79	213	156	159	142	169	147	263	262	351
peak9268	106	74	103	160	111	127	93	145	130	163	231	276
peak9269	37	44	54	88	83	91	64	45	70	111	125	169
peak9270	74	55	76	132	117	123	84	82	80	85	78	192
peak9271	15	13	29	41	24	35	31	40	24	48	76	96
peak9272	99	85	92	1449	1105	1028	101	134	114	785	1180	1408
peak9273	180	112	119	558	379	381	134	174	172	358	482	621
peak9274	62	40	60	133	73	69	50	77	62	89	107	130
peak9275	153	123	111	1314	989	751	133	185	163	877	1353	1579
peak9276	3	5	2	6	6	11	2	1	2	1	9	11
peak9277	2	2	4	14	20	17	4	3	0	7	13	20
peak9278	30	36	46	44	31	49	44	58	43	56	54	79
peak9279	17	22	22	62	42	35	34	40	32	52	48	74
peak9280	48	45	48	357	232	240	55	118	82	236	373	431
peak9281	61	41	61	253	160	190	58	95	66	150	233	307
peak9282	152	108	144	111	71	61	146	208	170	67	86	144
peak9283	155	109	102	965	622	608	134	120	126	453	665	800
peak9284	67	88	77	320	262	218	80	107	74	282	362	510
peak9285	269	194	230	999	799	763	196	271	266	578	910	1122
peak9286	370	270	350	4926	3627	3750	309	450	464	3010	4362	5769
peak9287	37	40	33	367	260	220	34	41	66	201	273	391
peak9288	15	5	6	40	25	25	9	17	5	18	25	44
peak9289	27	23	21	63	37	43	28	40	32	24	66	63
peak9290	25	19	12	62	45	39	26	15	20	27	34	54
peak9291	43	34	42	139	97	90	51	79	67	92	134	163
peak9292	30	29	22	210	158	145	27	45	28	160	237	268
peak9293	21	11	11	62	50	55	14	17	27	47	52	72
peak9294	29	30	17	125	99	84	40	45	34	108	112	153
peak9295	67	45	54	104	83	95	46	59	45	56	109	144
peak9296	59	47	56	152	124	88	61	68	77	97	128	152
peak9297	28	28	17	58	47	49	24	34	23	44	41	58
peak9298	17	15	11	24	21	20	13	11	11	26	39	45
peak9299	42	36	42	160	111	100	66	85	83	201	232	335
peak9300	58	51	67	195	120	126	62	86	71	96	140	234
peak9301	104	82	79	432	294	267	88	101	72	254	388	533
peak9302	106	94	97	400	269	281	96	145	121	270	316	420
peak9303	96	88	83	358	232	213	102	127	112	216	290	431
peak9304	59	46	63	79	71	65	41	59	53	38	69	113
