control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak5165	1	1	9	4	8	3	5	2	5	1	8	0
peak5166	3	2	13	13	10	20	8	3	2	7	26	5
peak5167	3	2	8	5	1	16	7	4	2	2	16	0
peak5168	29	22	34	17	19	37	68	25	9	6	55	4
peak5169	40	48	93	29	14	87	170	54	41	24	89	8
peak5170	99	83	208	111	54	220	240	89	61	43	263	21
peak5171	166	168	343	41	26	90	383	149	124	26	132	12
peak5172	99	120	220	69	35	197	271	101	118	52	216	25
peak5173	279	182	253	35	17	45	379	168	129	34	106	11
peak5174	20	22	28	24	8	26	35	14	10	0	40	2
peak5175	256	220	390	353	223	660	613	245	198	199	919	130
peak5176	58	50	72	47	11	66	106	60	41	6	101	8
peak5177	74	55	139	46	44	101	191	67	49	27	99	15
peak5178	41	52	92	70	57	196	116	56	44	79	300	29
peak5179	51	61	118	27	14	104	117	47	55	21	120	9
peak5180	30	23	55	33	20	81	86	47	31	27	154	19
peak5181	58	71	93	22	22	57	170	86	52	21	96	9
peak5182	51	43	55	40	14	56	87	41	29	20	86	9
peak5183	21	21	51	35	23	76	54	40	16	24	155	15
peak5184	43	39	76	52	31	109	100	57	37	33	187	14
peak5185	7	12	26	21	12	65	21	17	10	11	120	10
peak5186	12	21	28	22	16	54	52	23	15	38	128	9
peak5187	0	0	0	0	0	0	1	0	0	0	0	0
peak5188	11	10	39	10	8	44	47	25	16	3	52	3
peak5189	63	71	102	35	19	127	185	70	56	25	122	12
peak5190	41	47	84	24	22	57	102	54	27	11	99	13
peak5191	70	96	196	54	42	183	228	99	81	62	191	22
peak5192	51	75	166	122	87	396	204	82	64	121	564	67
peak5193	73	82	164	59	24	157	172	65	51	37	142	9
peak5194	54	56	113	67	44	233	182	58	50	112	454	25
peak5195	31	25	64	16	16	73	80	23	26	16	94	13
peak5196	132	125	240	403	253	1000	335	133	132	280	1500	143
peak5197	163	155	314	186	133	558	441	224	133	149	741	65
peak5198	370	354	616	657	423	1457	956	401	337	308	1368	203
peak5199	11	19	38	13	10	27	29	9	12	12	57	3
peak5200	52	95	174	48	29	171	193	71	83	56	175	21
peak5201	920	825	1434	966	604	1928	1956	803	655	705	3407	316
peak5202	304	282	508	311	155	548	629	272	270	189	861	106
peak5203	296	200	345	84	54	168	435	211	169	65	321	30
peak5204	291	259	435	270	151	463	531	281	187	156	679	83
peak5205	269	265	539	308	213	845	775	333	249	268	1180	129
peak5206	448	419	997	648	428	1766	1277	517	431	579	2564	260
peak5207	82	107	227	180	91	633	268	81	98	115	408	43
peak5208	228	206	422	298	172	880	556	196	197	211	880	100
peak5209	5	10	19	10	10	23	24	6	4	14	36	6
peak5210	49	42	93	20	12	59	99	37	32	17	67	9
peak5211	35	38	105	17	17	69	138	55	37	9	71	4
peak5212	27	26	75	13	6	61	68	38	39	29	79	4
peak5213	28	17	51	23	12	63	49	25	16	14	60	9
peak5214	203	250	521	175	108	586	628	215	233	134	661	70
peak5215	39	40	95	23	17	66	73	24	28	28	74	5
peak5216	702	687	845	52	28	102	1190	579	522	48	145	16
peak5217	22	26	27	26	10	28	43	25	17	13	58	7
peak5218	71	65	196	49	48	241	209	88	71	96	375	31
peak5219	110	160	234	336	235	954	287	125	126	342	1854	160
peak5220	8	11	17	0	1	18	20	8	11	4	18	2
peak5221	81	74	192	60	37	131	231	96	86	49	233	31
peak5222	74	115	260	116	72	428	348	128	101	79	564	48
peak5223	183	215	526	254	213	1046	689	296	210	299	1177	146
peak5224	18	23	37	20	4	33	52	28	22	9	68	6
peak5225	14	28	39	23	3	52	54	20	13	10	64	5
peak5226	12	14	23	19	9	57	13	10	6	8	40	8
peak5227	12	8	19	13	14	32	12	10	4	2	23	2
peak5228	13	8	26	0	10	45	29	6	9	3	25	5
peak5229	6	4	8	11	8	41	7	5	3	10	23	3
peak5230	130	128	331	52	28	140	338	152	120	25	130	20
peak5231	2	5	5	8	3	21	11	6	3	11	29	4
peak5232	2	4	7	4	1	3	11	5	3	0	11	2
peak5233	9	4	12	17	5	21	17	8	4	5	49	5
peak5234	13	19	43	15	11	80	58	19	9	26	84	13
peak5235	64	69	136	19	25	65	176	88	70	18	125	20
peak5236	34	68	124	20	15	78	161	65	54	32	125	8
peak5237	31	50	101	9	5	53	88	46	34	20	77	4
peak5238	117	134	229	308	151	585	297	130	105	197	974	94
peak5239	111	73	164	77	54	235	191	103	83	54	300	25
peak5240	22	40	99	26	20	85	76	43	34	9	146	5
peak5241	30	47	71	117	84	349	98	54	43	163	692	50
peak5242	238	298	509	134	89	361	533	285	241	134	809	50
peak5243	53	52	142	81	61	254	134	56	50	85	455	30
peak5244	203	277	594	105	53	296	718	238	245	117	596	40
peak5245	84	81	156	78	44	120	249	105	66	38	212	17
peak5246	480	475	1064	571	387	1642	1381	525	439	342	1821	226
peak5247	371	407	925	427	257	1233	1163	439	404	339	1588	218
peak5248	97	105	206	176	124	431	255	75	82	126	578	83
peak5249	1	1	10	12	3	23	5	4	0	5	61	2
peak5250	4	5	12	1	2	3	6	6	5	6	8	5
peak5251	9	5	8	4	0	4	11	6	3	8	21	3
peak5252	26	14	58	21	20	64	61	34	28	19	138	18
peak5253	172	217	487	132	81	347	536	217	162	174	933	80
peak5254	5	15	27	10	14	42	32	10	10	5	47	11
peak5255	8	16	52	20	17	70	62	26	13	23	130	16
peak5256	20	20	62	16	14	79	70	21	21	18	89	11
peak5257	71	86	183	83	60	234	210	79	81	87	284	49
peak5258	13	11	22	12	7	22	25	6	9	3	9	0
peak5259	25	16	32	30	23	65	31	19	16	14	68	3
peak5260	51	80	127	26	29	122	168	41	43	15	95	10
peak5261	163	184	344	302	164	886	432	182	148	217	1077	107
peak5262	95	74	196	46	25	103	179	80	79	23	135	14
peak5263	27	21	60	19	17	52	59	30	29	23	100	7
peak5264	5	8	11	2	2	5	11	2	2	1	8	0
peak5265	12	16	22	14	13	57	16	10	7	9	48	9
peak5266	170	148	394	144	101	406	596	240	145	123	476	71
peak5267	10	7	15	7	5	31	16	9	4	13	25	7
peak5268	5	5	19	16	8	20	21	10	6	6	29	7
peak5269	3	2	5	1	3	2	12	0	4	1	5	1
peak5270	54	56	85	39	20	70	122	44	43	26	101	10
peak5271	96	99	150	113	57	226	276	106	74	93	381	44
peak5272	63	65	106	37	18	83	156	76	44	29	84	12
peak5273	24	33	40	25	15	41	64	30	22	9	65	3
peak5274	70	52	127	27	24	81	188	63	62	23	87	15
peak5275	28	39	52	10	6	59	97	29	34	8	50	13
peak5276	161	137	214	89	63	168	304	160	75	69	319	30
peak5277	21	23	44	24	14	70	40	28	17	13	108	3
peak5278	19	32	61	8	10	40	66	28	19	2	50	8
peak5279	94	97	153	138	68	318	178	65	81	89	500	54
peak5280	98	81	167	127	86	378	199	104	67	104	704	71
peak5281	102	155	194	114	98	218	273	117	112	87	511	46
peak5282	40	51	96	86	37	192	109	41	57	39	188	21
peak5283	179	173	346	234	176	698	439	177	154	146	847	108
peak5284	18	16	52	49	42	183	35	13	12	24	122	20
peak5285	612	696	1422	725	515	2184	1976	783	626	558	2442	320
peak5286	257	281	596	256	176	923	825	321	244	184	848	105
peak5287	290	361	671	974	616	2850	916	344	291	712	3277	337
peak5288	2	1	5	5	2	12	9	2	0	5	8	1
peak5289	5	4	7	8	5	36	9	2	6	7	48	12
peak5290	67	61	118	52	39	130	159	82	63	27	227	26
peak5291	218	235	454	319	257	937	595	277	171	185	1126	133
peak5292	33	40	61	33	21	77	59	37	21	18	67	18
peak5293	779	814	1752	577	335	1677	1989	872	627	332	1864	215
peak5294	216	240	465	143	142	461	611	200	191	130	577	57
peak5295	58	54	142	45	30	88	167	71	55	47	147	23
peak5296	11	6	15	8	7	40	19	10	4	10	17	5
peak5297	82	80	153	95	57	196	187	69	67	48	225	22
peak5298	15	11	44	14	9	54	52	12	16	24	38	5
peak5299	330	366	869	296	249	1061	1219	444	393	331	1380	192
peak5300	5	9	16	29	13	96	24	16	14	23	160	8
peak5301	8	4	7	2	13	7	6	5	2	6	16	1
peak5302	4	3	5	3	6	10	4	4	2	1	15	1
peak5303	35	24	72	48	31	140	78	31	34	39	313	28
peak5304	4	6	18	7	4	18	20	11	6	4	32	1
peak5305	9	20	35	6	7	44	29	14	16	9	63	3
peak5306	9	10	17	6	1	21	27	5	9	10	34	2
peak5307	179	193	344	200	123	444	448	176	162	168	700	82
peak5308	21	10	38	19	15	55	44	17	11	5	72	7
peak5309	13	16	20	2	3	42	27	15	16	9	40	8
peak5310	62	63	124	78	42	148	169	74	53	45	241	29
peak5311	8	16	24	17	3	26	37	15	10	4	44	6
peak5312	10	16	45	12	6	21	28	14	9	9	15	3
peak5313	16	28	46	5	8	57	50	18	16	16	20	7
peak5314	57	36	74	30	31	77	114	49	28	29	116	16
peak5315	6	4	8	13	9	36	16	10	6	6	91	8
peak5316	5	4	1	3	2	11	5	2	4	3	6	0
peak5317	11	5	9	8	5	16	9	15	4	5	26	0
peak5318	5	7	8	1	6	22	12	7	6	12	23	1
peak5319	9	7	7	8	6	12	18	11	6	14	28	1
peak5320	12	8	17	4	10	11	24	7	2	9	30	1
peak5321	10	13	19	12	11	48	26	10	11	9	57	1
peak5322	14	19	38	14	12	56	39	17	17	18	82	4
peak5323	132	141	368	165	113	570	429	155	139	139	520	75
peak5324	106	98	212	406	316	1276	281	140	121	333	1703	202
peak5325	100	84	185	140	84	361	221	86	88	81	407	53
peak5326	596	506	902	297	307	732	1166	530	440	266	1242	175
peak5327	15	33	53	20	8	34	68	22	30	18	53	4
peak5328	3	2	9	8	1	17	14	3	1	10	78	1
peak5329	1	4	10	6	3	10	3	3	2	5	24	1
peak5330	114	120	263	293	246	970	388	134	109	202	1222	111
peak5331	13	20	24	12	3	37	23	14	15	11	68	4
peak5332	14	21	17	7	8	30	13	10	3	10	61	2
peak5333	8	7	25	10	6	16	17	5	9	9	71	2
peak5334	7	15	17	9	8	31	11	11	6	19	97	6
peak5335	5	4	6	1	1	6	1	3	0	3	8	0
peak5336	6	12	17	9	6	21	17	9	6	10	76	5
peak5337	1	3	1	1	1	2	10	1	3	2	7	2
peak5338	2	4	9	9	6	12	14	5	5	10	30	1
peak5339	106	120	199	50	42	178	188	103	57	42	218	17
peak5340	847	735	1607	872	632	2267	1708	729	667	427	2480	284
peak5341	2	7	11	13	8	44	12	3	4	17	60	8
peak5342	39	33	85	41	27	89	77	38	35	26	250	13
peak5343	85	83	155	30	31	109	205	87	76	42	246	24
peak5344	91	71	186	50	42	128	238	101	89	48	253	32
peak5345	137	128	338	53	51	213	424	159	153	58	272	37
peak5346	5	10	12	5	6	27	24	9	11	5	58	5
peak5347	6	1	9	7	1	2	14	12	7	15	6	0
peak5348	4	4	8	5	6	24	13	6	5	10	26	1
peak5349	40	39	107	24	32	132	74	40	27	26	130	16
peak5350	55	51	125	36	36	104	107	55	45	15	165	11
peak5351	69	67	163	100	76	272	233	77	73	87	328	56
peak5352	83	108	214	108	95	435	253	100	87	85	653	73
peak5353	69	65	179	43	32	157	194	80	66	17	160	22
peak5354	64	57	152	40	24	104	192	78	50	12	60	12
peak5355	128	144	313	82	81	434	438	153	126	103	380	61
peak5356	12	9	26	11	5	30	29	18	14	8	37	2
peak5357	408	372	738	845	541	2033	750	325	301	471	2508	301
peak5358	50	47	109	75	47	229	126	54	45	53	291	30
peak5359	112	83	216	130	85	326	248	88	70	69	328	41
peak5360	93	112	222	149	93	389	232	102	96	112	350	42
peak5361	8	10	16	3	10	17	27	13	13	11	52	1
peak5362	40	26	56	12	4	23	86	36	28	14	54	8
peak5363	459	402	882	492	258	1167	1023	409	403	230	1229	160
peak5364	59	48	97	53	35	119	124	49	42	31	209	17
peak5365	105	86	208	163	106	332	230	113	100	101	544	68
peak5366	106	96	142	320	210	754	221	102	93	230	1288	125
peak5367	42	43	94	21	16	36	94	29	42	17	68	4
peak5368	21	20	50	22	9	50	48	18	14	2	36	3
peak5369	15	13	14	17	2	12	26	21	9	3	17	7
peak5370	17	12	26	9	3	25	34	10	14	7	11	4
peak5371	30	32	87	29	24	51	94	34	28	17	102	12
peak5372	7	11	21	5	11	39	11	11	14	3	19	10
peak5373	6	5	11	8	5	4	8	1	5	2	2	2
peak5374	2117	2188	4244	1849	1194	5127	5188	2172	1679	1116	4596	615
peak5375	118	136	262	161	97	423	345	138	113	59	329	36
peak5376	169	194	417	198	157	710	491	225	155	126	722	83
peak5377	88	77	165	173	132	604	209	80	58	150	735	79
peak5378	8	15	42	22	9	59	41	9	16	15	96	3
peak5379	2	1	5	3	3	4	1	0	1	3	6	0
peak5380	3	1	7	3	1	10	6	3	1	8	5	1
peak5381	0	2	7	6	0	7	6	0	0	4	19	1
peak5382	2	5	18	3	1	8	16	9	5	3	15	4
peak5383	10	9	14	6	4	16	19	12	5	5	29	3
peak5384	5	9	7	6	1	14	15	5	6	9	24	1
peak5385	4	5	13	7	9	23	18	4	2	13	43	5
peak5386	0	1	4	10	2	29	5	1	0	0	26	3
peak5387	18	24	47	15	13	56	42	23	21	18	69	9
peak5388	12	13	28	6	7	37	41	25	15	0	40	4
peak5389	687	799	1568	965	677	2750	1854	797	643	601	3216	376
peak5390	23	17	62	24	13	55	79	39	19	34	126	7
peak5391	27	46	90	32	23	121	121	46	42	38	247	17
peak5392	2	7	10	2	3	9	13	4	7	10	27	0
peak5393	13	7	15	5	1	12	12	11	4	0	22	3
peak5394	34	29	58	17	10	53	72	31	29	12	50	9
peak5395	16	12	34	30	15	57	39	23	8	17	44	5
peak5396	20	24	55	21	15	44	59	17	18	19	110	12
peak5397	60	71	126	73	52	233	184	66	71	46	229	24
peak5398	2914	3076	6993	3066	2173	9658	8711	3351	2948	2736	12029	1284
peak5399	41	32	77	51	39	105	90	34	37	37	170	16
peak5400	76	48	97	83	61	156	114	54	40	48	225	27
peak5401	22	26	61	16	18	59	40	15	13	9	82	6
peak5402	33	30	91	28	13	55	85	40	43	12	58	12
peak5403	27	18	42	18	14	38	48	22	13	8	66	3
peak5404	152	184	338	33	37	99	459	192	153	43	206	20
peak5405	577	601	1377	604	435	1622	1906	740	610	495	1841	239
peak5406	17	14	39	10	8	39	33	11	17	5	34	3
peak5407	27	25	48	54	21	98	49	22	21	20	102	9
peak5408	16	7	41	17	13	72	27	9	11	8	46	10
peak5409	44	34	74	31	28	108	107	31	33	35	151	21
peak5410	45	59	125	53	28	115	97	45	45	24	146	16
peak5411	10	14	27	13	14	27	35	15	14	12	57	12
peak5412	22	39	82	21	20	82	89	52	36	30	127	18
peak5413	4	5	7	1	6	9	12	5	0	0	20	0
peak5414	116	84	194	251	129	517	256	104	105	145	661	80
peak5415	327	300	705	119	121	406	793	344	296	197	788	73
peak5416	51	54	93	25	26	94	116	46	46	22	123	14
peak5417	227	195	367	376	201	827	535	225	180	156	957	97
peak5418	175	117	239	283	153	542	349	154	114	162	863	89
peak5419	115	138	199	77	53	139	280	129	99	42	259	32
peak5420	49	51	114	20	13	60	130	54	42	13	111	9
peak5421	68	65	126	29	15	47	171	81	55	14	94	7
peak5422	248	279	576	580	436	2002	1076	359	309	463	2326	283
peak5423	7	6	12	18	15	31	12	4	2	7	42	5
peak5424	35	59	117	26	21	51	199	50	34	43	84	10
peak5425	12	8	24	34	17	75	29	6	4	32	191	19
peak5426	36	37	102	47	31	146	112	42	35	34	159	14
peak5427	8	5	18	9	6	31	18	9	5	18	87	6
peak5428	188	261	452	320	203	1044	526	255	165	267	1207	124
peak5429	104	64	143	44	36	124	225	112	99	20	172	19
peak5430	181	157	325	248	168	608	507	216	174	174	1070	124
peak5431	17	10	31	41	27	128	55	21	13	38	170	11
peak5432	9	8	19	11	10	41	29	11	10	3	45	1
peak5433	21	24	28	31	22	64	51	29	11	30	149	10
peak5434	10	9	16	14	7	58	34	7	3	24	142	7
peak5435	9	10	35	14	12	41	24	11	11	17	77	3
peak5436	33	36	103	56	49	192	146	41	44	55	248	29
peak5437	10	12	26	33	28	110	37	18	14	33	131	14
peak5438	72	72	159	247	149	801	161	74	71	205	1074	91
peak5439	34	48	70	87	81	264	96	40	37	86	284	43
peak5440	32	27	70	29	17	83	100	42	35	22	85	12
peak5441	436	616	1298	154	116	461	1530	525	499	210	813	62
peak5442	8	12	31	0	3	11	36	11	7	5	20	3
peak5443	207	154	367	174	103	429	454	210	148	107	420	48
peak5444	280	295	627	342	210	929	801	339	266	184	873	122
peak5445	831	730	1433	679	423	1666	1947	827	627	435	2081	233
peak5446	159	224	485	252	174	796	691	290	227	206	977	114
peak5447	88	92	189	191	130	468	205	89	75	175	1057	82
peak5448	30	26	44	23	10	47	79	36	22	32	109	5
peak5449	224	220	531	324	246	1115	654	252	234	262	1511	136
peak5450	20	25	63	48	26	135	75	21	32	30	130	20
peak5451	82	79	182	285	192	830	225	96	76	247	1047	160
peak5452	77	70	156	68	55	197	209	66	85	55	194	29
peak5453	42	40	128	113	75	260	125	41	42	78	340	26
peak5454	34	42	78	41	36	129	111	45	30	21	133	12
peak5455	638	591	953	2110	1381	4705	1328	579	552	1111	6260	710
peak5456	568	538	922	977	592	2117	1404	564	543	466	2613	306
peak5457	382	435	1062	188	123	674	1301	501	427	141	665	83
peak5458	57	53	156	20	21	69	170	59	51	35	143	7
peak5459	16	26	54	56	72	270	74	15	23	61	321	44
peak5460	36	49	144	47	35	138	115	58	33	38	182	8
peak5461	16	24	44	13	12	41	59	29	18	23	37	5
peak5462	132	148	364	183	136	585	378	163	164	119	792	68
peak5463	105	155	353	96	64	351	313	170	118	40	335	35
peak5464	38	40	88	24	21	66	92	48	31	13	104	13
peak5465	8	4	23	3	1	8	22	11	7	1	30	0
peak5466	427	408	973	345	262	1131	1199	415	378	509	2024	189
peak5467	288	289	671	332	285	1311	858	345	258	555	2438	190
peak5468	22	43	88	37	32	106	112	44	41	29	104	12
peak5469	45	59	109	18	10	61	120	52	49	23	108	10
peak5470	503	531	1371	594	418	2101	1556	568	538	402	2025	235
peak5471	327	413	870	322	267	1317	1095	484	402	329	1610	156
peak5472	25	28	59	22	17	60	43	16	14	23	69	5
peak5473	41	49	88	18	11	31	136	42	44	14	64	12
peak5474	245	239	434	286	153	768	595	265	208	167	743	86
peak5475	628	600	1215	439	273	1137	1442	648	578	283	1138	129
peak5476	29	32	95	16	16	44	74	32	39	22	97	13
peak5477	39	34	93	61	58	241	116	52	40	60	279	33
peak5478	69	76	195	50	35	155	252	92	70	37	133	25
peak5479	7	5	18	4	2	15	38	16	8	5	32	1
peak5480	66	75	175	52	16	86	186	67	54	17	88	14
peak5481	107	100	166	33	22	77	220	85	64	27	189	16
peak5482	18	16	35	14	19	52	31	19	14	15	60	4
peak5483	30	36	68	10	22	40	42	26	29	21	77	14
peak5484	35	22	64	35	17	110	89	40	29	38	151	14
peak5485	36	46	81	25	8	52	105	40	40	16	48	7
peak5486	31	39	68	26	12	51	108	36	33	8	47	5
peak5487	1	0	2	0	0	1	4	1	2	0	0	3
peak5488	2624	2036	3420	4134	2251	7427	4646	2132	1688	2231	12842	1192
peak5489	239	230	377	115	50	210	452	210	191	70	283	29
peak5490	470	338	610	165	127	285	865	377	301	113	436	67
peak5491	50	42	82	12	9	34	121	59	37	20	93	6
peak5492	85	86	130	31	25	87	210	59	62	43	128	14
peak5493	10	10	18	5	4	20	22	14	9	2	26	1
peak5494	9	10	33	1	5	35	29	18	13	14	22	3
peak5495	15	20	46	14	7	63	45	23	10	9	77	7
peak5496	2	3	6	0	1	5	10	2	1	3	4	0
peak5497	187	199	349	335	221	847	430	187	170	214	1038	109
peak5498	31	31	71	48	30	109	84	34	40	32	174	20
peak5499	6	7	22	4	12	12	14	7	4	9	60	1
peak5500	8	6	17	3	7	18	24	4	8	8	29	0
peak5501	5	9	20	14	3	17	32	8	8	7	23	3
peak5502	36	41	54	31	20	29	58	35	25	13	76	7
peak5503	144	146	247	225	107	336	267	137	112	102	532	67
peak5504	69	52	88	64	34	117	110	53	65	35	154	10
peak5505	50	57	97	39	26	61	131	49	46	23	139	10
peak5506	33	24	35	23	18	62	37	15	12	20	155	17
peak5507	10	12	30	16	16	50	24	24	11	19	37	7
peak5508	68	82	150	90	81	281	151	57	49	120	571	57
peak5509	61	67	141	103	54	288	158	57	48	69	347	38
peak5510	28	25	51	26	21	80	81	29	31	35	135	13
peak5511	21	19	35	7	14	44	62	21	21	18	76	12
peak5512	100	129	217	85	40	232	238	105	81	66	229	23
peak5513	389	376	658	727	460	1856	775	353	261	341	2451	269
peak5514	287	256	515	199	162	542	659	285	263	104	501	86
peak5515	1	6	2	8	0	15	12	1	4	14	45	1
peak5516	215	212	465	171	113	441	674	300	211	174	633	81
peak5517	259	282	666	292	229	994	724	352	277	228	1079	146
peak5518	542	551	1164	1247	873	3762	1565	633	537	808	4190	567
peak5519	28	31	64	86	55	279	57	19	17	81	287	28
peak5520	10	18	34	15	9	36	23	9	17	3	61	2
peak5521	27	23	63	19	17	52	63	31	30	23	100	7
peak5522	163	255	492	128	105	563	585	265	188	115	572	75
peak5523	243	238	386	326	223	612	429	215	198	120	680	145
peak5524	63	82	159	50	48	214	157	72	56	51	191	28
peak5525	6	9	10	5	2	24	17	6	10	2	49	5
peak5526	59	64	132	37	32	104	168	60	60	68	259	23
peak5527	31	39	66	20	17	32	103	38	34	35	85	4
peak5528	43	30	53	26	17	41	84	40	35	11	148	10
peak5529	21	21	18	13	9	27	34	23	28	3	74	6
peak5530	51	48	136	253	182	512	142	66	41	193	1428	149
peak5531	189	218	420	224	151	727	630	247	192	202	809	83
peak5532	137	179	317	92	83	280	403	176	145	28	194	43
peak5533	6	4	14	4	0	19	15	9	8	7	14	1
peak5534	10	9	23	6	4	12	17	10	6	9	17	0
peak5535	36	26	54	22	9	35	75	29	10	13	106	4
peak5536	113	124	242	54	32	146	312	96	101	43	169	20
peak5537	68	105	226	105	53	295	303	101	88	77	377	38
peak5538	64	69	131	44	19	133	151	77	64	28	137	15
peak5539	45	61	109	40	36	107	170	64	45	31	146	18
peak5540	9	10	22	8	6	20	26	7	8	2	41	4
peak5541	4	13	17	7	9	18	19	8	4	15	70	5
peak5542	11	8	34	17	3	56	33	10	12	5	46	8
peak5543	15	18	32	8	7	16	30	17	9	12	41	6
peak5544	151	193	332	184	113	438	432	178	152	160	640	110
peak5545	32	33	48	34	38	135	75	29	25	29	200	25
peak5546	160	139	209	268	202	533	311	134	126	194	1014	118
peak5547	54	76	137	116	83	311	188	54	57	83	349	34
peak5548	14	27	53	9	13	18	58	11	24	8	34	4
peak5549	283	251	416	608	375	1687	663	289	226	468	2068	198
peak5550	60	63	167	47	35	202	253	81	77	44	201	26
peak5551	44	71	122	40	47	170	175	65	53	66	192	19
peak5552	33	41	66	31	20	72	107	35	39	12	88	11
peak5553	27	19	57	37	7	58	62	26	24	9	61	4
peak5554	33	18	42	23	3	34	58	21	18	8	45	6
peak5555	386	400	935	866	601	3022	966	331	326	537	2007	333
peak5556	112	101	210	193	113	515	178	73	67	106	414	89
peak5557	77	77	191	48	52	206	215	85	73	64	215	30
peak5558	21	20	29	58	39	147	42	22	14	37	259	26
peak5559	55	54	96	65	60	174	119	45	57	63	244	40
peak5560	22	36	71	31	34	81	89	31	28	39	159	16
peak5561	27	27	58	18	21	47	80	31	30	19	64	14
peak5562	11	12	27	10	5	25	22	9	5	0	43	3
peak5563	44	35	96	43	18	84	90	34	32	19	129	7
peak5564	8	22	47	28	10	83	53	17	21	41	108	12
peak5565	27	29	53	31	12	106	85	35	23	21	156	6
peak5566	384	454	842	733	513	2049	887	438	373	641	3303	336
peak5567	25	40	77	26	22	97	60	31	17	7	20	9
peak5568	49	65	111	91	62	311	199	69	60	34	207	32
peak5569	70	89	178	102	76	427	259	87	90	47	261	42
peak5570	53	117	183	26	17	87	203	76	51	34	107	7
peak5571	47	55	137	55	37	156	125	70	47	37	146	21
peak5572	928	841	1901	1285	730	3827	1841	790	728	798	3619	402
peak5573	909	822	1974	991	683	3040	1739	727	629	585	2803	328
peak5574	12	6	4	18	5	21	15	5	0	5	40	3
peak5575	114	73	164	81	49	144	164	72	88	38	145	29
peak5576	41	40	55	27	8	50	51	22	26	5	53	10
peak5577	44	41	79	60	34	113	57	34	25	21	95	14
peak5578	275	296	591	392	263	1281	1136	444	313	288	1604	138
peak5579	2	1	13	6	3	17	11	2	8	10	32	5
peak5580	33	40	85	24	9	68	85	39	30	15	55	9
peak5581	12	12	28	15	4	25	30	13	14	9	27	5
peak5582	66	72	107	42	16	58	125	47	54	27	96	15
peak5583	25	34	69	101	66	338	94	58	26	125	771	57
peak5584	53	39	118	46	50	163	118	52	46	49	355	34
peak5585	15	23	46	36	16	77	60	23	15	46	191	9
peak5586	38	54	127	99	82	343	164	60	57	89	416	41
peak5587	44	44	85	39	27	145	120	46	34	45	187	39
peak5588	24	30	67	71	59	253	99	29	28	53	322	27
peak5589	23	29	59	20	7	61	70	29	22	13	36	6
peak5590	41	42	70	67	43	139	88	36	29	30	202	18
peak5591	63	83	175	107	105	445	173	76	62	99	399	80
peak5592	44	52	82	22	23	93	111	48	40	23	96	9
peak5593	185	129	268	311	204	736	338	152	117	185	1040	104
peak5594	91	71	138	136	93	260	158	90	78	84	431	57
peak5595	137	124	217	207	94	414	332	170	95	154	810	70
peak5596	217	184	358	474	327	851	426	232	140	274	1728	191
peak5597	8	13	12	21	18	72	16	4	0	10	72	4
peak5598	9	9	28	18	7	44	22	12	8	8	57	2
peak5599	15	18	27	18	7	28	44	20	17	10	37	7
peak5600	80	107	224	101	69	276	332	134	97	93	471	30
peak5601	13	21	25	10	5	24	26	14	11	14	42	2
peak5602	1	5	12	5	2	12	8	2	5	3	15	0
peak5603	60	40	92	41	34	97	126	51	48	60	202	18
peak5604	222	227	420	422	309	1393	595	242	204	294	1918	193
peak5605	13	11	24	10	7	20	19	24	14	14	32	1
peak5606	29	26	42	26	13	43	61	27	27	14	61	5
peak5607	39	56	95	30	15	117	123	45	52	17	109	12
peak5608	66	50	161	94	66	300	192	74	57	70	348	42
peak5609	31	41	67	86	47	238	112	49	30	83	437	27
peak5610	16	15	42	5	6	18	54	21	14	15	82	2
peak5611	18	23	25	15	13	29	44	9	17	15	82	1
peak5612	22	20	43	12	7	31	44	21	22	13	75	6
peak5613	46	62	123	37	32	106	148	62	44	22	140	19
peak5614	25	18	28	33	26	95	58	26	17	41	119	10
peak5615	19	15	24	21	23	69	43	9	14	34	98	7
peak5616	3	8	11	3	1	8	14	5	3	1	13	0
peak5617	6	10	23	15	8	24	25	12	8	4	33	7
peak5618	3	9	6	7	16	48	13	3	6	24	69	14
peak5619	64	79	178	172	107	572	202	60	68	179	862	74
peak5620	37	53	105	63	47	216	137	46	50	50	155	20
peak5621	17	13	24	8	6	13	28	17	13	3	44	2
peak5622	36	37	60	26	16	69	103	42	41	33	109	5
peak5623	27	37	60	16	15	51	100	34	30	23	89	11
peak5624	25	16	51	24	16	39	47	23	13	3	54	3
peak5625	20	51	73	38	23	106	90	30	31	48	143	23
peak5626	8	10	35	14	4	32	51	14	12	16	75	4
peak5627	26	27	84	45	33	134	71	40	36	41	209	23
peak5628	95	79	220	228	210	885	255	99	107	233	1085	119
peak5629	40	57	99	80	51	228	103	40	37	38	257	18
peak5630	8	8	17	26	35	90	26	11	4	50	140	25
peak5631	6	9	5	7	5	19	26	7	11	10	14	5
peak5632	35	39	68	17	4	38	68	23	31	21	69	5
peak5633	14	35	57	22	10	47	75	23	29	25	69	9
peak5634	98	102	253	99	51	305	265	121	82	39	225	28
peak5635	693	768	1639	2672	2007	7697	1975	834	735	2221	10740	1326
peak5636	153	138	289	131	97	321	322	164	123	83	425	51
peak5637	279	270	689	590	407	1679	769	321	244	311	1815	220
