control_input	control_input.1	control_IP	control_IP.1	treatment_input	treatment_input.1	treatment_IP	treatment_IP.1
peak268	284	191	342	141	131	111	84	140
peak269	665	421	913	817	369	337	474	671
peak270	1884	1208	2177	1646	912	845	1154	1366
peak271	216	147	511	362	93	92	237	293
peak272	433	365	586	367	199	180	231	249
peak273	2018	1427	2993	1655	657	611	700	813
peak274	134	113	162	132	54	63	92	144
peak275	173	128	224	192	83	98	152	181
peak276	389	245	398	211	144	129	164	182
peak277	1642	1200	1615	1131	565	586	603	706
peak278	1062	749	1308	911	384	366	466	630
peak279	222	280	350	286	115	145	213	287
peak280	1962	1266	1823	1066	722	742	756	821
peak281	292	170	456	104	261	228	83	118
peak282	6113	4200	4057	1822	1819	2019	1601	1905
peak283	7506	5028	7423	4367	2329	2349	2840	3562
