control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak18620	47	3	37	615	504	361	25	8	7	38	28	17
peak18621	279	15	397	1199	800	987	394	108	118	199	209	111
peak18622	58	3	79	115	69	84	138	48	47	55	62	29
peak18623	13	2	25	273	140	216	9	2	4	12	10	4
peak18624	70	3	114	1646	894	1222	60	23	8	90	64	37
peak18625	25	5	38	230	99	206	26	10	4	10	9	8
peak18626	24	3	48	172	114	141	24	6	3	16	11	4
peak18627	83	8	135	1308	1321	1455	77	23	15	63	34	35
peak18628	15	1	30	160	203	256	17	7	2	12	6	4
peak18629	6	1	11	30	1	8	77	16	9	60	30	35
peak18630	17	2	33	92	46	62	53	21	13	36	33	22
peak18631	33	1	27	395	183	183	48	18	13	41	24	17
peak18632	11	1	25	53	159	183	25	6	5	8	14	6
peak18633	48	5	47	386	785	484	117	30	23	92	107	62
peak18634	11	3	11	378	333	347	35	15	9	68	45	47
peak18635	14	1	24	58	110	75	32	9	4	37	22	12
peak18636	278	21	390	2903	2093	2966	565	185	130	494	421	263
peak18637	153	10	221	2383	1710	1806	337	104	85	388	328	197
peak18638	124	24	341	1556	2394	2547	349	82	71	250	280	162
peak18639	20	3	20	283	396	274	55	12	8	96	73	49
peak18640	3	0	6	82	111	68	13	9	3	29	22	10
peak18641	13	0	14	119	132	105	39	15	3	36	43	17
peak18642	7	1	11	53	119	136	7	4	4	13	22	10
peak18643	53	3	49	235	534	235	62	18	13	55	32	30
peak18644	52	8	68	1501	1568	1150	68	27	15	135	92	65
peak18645	23	2	22	139	120	77	13	6	6	14	12	5
peak18646	247	27	257	720	422	508	72	23	19	36	48	25
peak18647	97	7	103	274	142	153	49	9	7	19	30	11
peak18648	197	14	214	634	594	569	89	14	16	36	33	25
peak18649	12	0	14	48	56	86	10	1	0	3	6	5
peak18650	6	1	15	105	181	176	2	1	2	1	0	2
peak18651	5	1	8	154	167	212	3	1	2	5	3	5
peak18652	36	2	60	113	41	64	22	8	2	10	9	6
peak18653	64	3	91	796	348	479	51	11	7	61	36	25
peak18654	98	6	125	613	261	392	70	18	21	29	21	11
peak18655	23	5	63	230	397	447	7	1	2	6	15	6
peak18656	10	0	27	17	8	18	52	17	12	29	28	26
peak18657	47	8	83	248	306	229	41	7	4	34	30	21
peak18658	76	10	117	537	489	411	59	23	9	53	42	25
peak18659	155	27	203	2032	3218	1846	100	41	22	126	126	58
peak18660	102	10	103	219	267	266	53	25	20	21	41	13
peak18661	76	8	91	477	490	442	65	14	15	48	43	29
peak18662	41	5	42	332	356	251	50	4	9	37	46	13
peak18663	9	0	25	125	216	228	2	0	1	2	2	0
peak18664	9	2	20	72	57	56	7	0	2	2	1	2
peak18665	12	1	20	98	86	75	15	1	2	1	6	3
peak18666	22	1	17	82	68	51	14	2	3	15	12	4
peak18667	49	1	72	454	428	338	136	37	26	72	77	53
peak18668	35	4	26	96	80	42	14	5	1	10	8	4
peak18669	48	2	31	130	113	75	36	12	13	8	6	2
peak18670	59	5	56	196	168	134	55	9	18	27	15	10
peak18671	204	17	168	2003	1129	1112	180	52	47	147	124	73
peak18672	79	8	80	144	66	92	95	15	16	16	19	14
peak18673	37	2	81	320	140	239	119	28	19	51	38	16
peak18674	88	15	208	486	559	605	240	56	46	129	140	52
peak18675	0	0	3	48	53	43	1	1	0	4	1	0
peak18676	56	6	80	449	554	354	31	8	8	31	34	10
peak18677	31	6	34	395	592	362	26	4	10	40	50	30
peak18678	53	7	78	180	109	132	41	11	13	16	24	12
peak18679	17	1	31	377	392	280	27	9	7	57	48	21
peak18680	12	1	13	155	100	132	17	4	1	19	12	11
peak18681	12	2	20	278	473	243	12	6	8	23	41	18
peak18682	9	1	2	257	407	208	1	0	1	8	3	4
peak18683	7	1	6	63	127	59	7	2	1	7	12	4
peak18684	12	1	12	211	294	234	26	7	8	27	53	11
peak18685	6	0	3	61	91	47	7	4	4	16	7	12
peak18686	86	8	130	1179	2031	1125	62	17	23	54	65	34
peak18687	26	2	42	56	101	81	22	10	7	2	14	0
peak18688	8	0	12	60	185	131	4	1	0	1	2	1
peak18689	10	2	21	51	140	90	3	0	0	2	3	0
peak18690	11	4	17	71	113	38	12	3	2	1	4	1
peak18691	23	1	16	148	182	127	15	9	2	9	8	5
peak18692	28	0	15	317	408	226	20	7	2	24	20	14
peak18693	11	2	8	59	82	27	7	0	2	8	6	3
peak18694	29	4	19	277	438	311	25	8	16	28	43	12
peak18695	27	1	16	89	196	144	22	5	7	14	26	4
peak18696	35	2	32	130	201	108	14	2	5	11	18	4
peak18697	19	5	21	57	81	63	23	5	8	6	10	3
peak18698	79	8	96	996	1140	1071	24	12	5	18	24	14
peak18699	16	1	14	117	91	114	4	1	0	1	5	2
peak18700	131	15	203	160	202	163	35	6	5	9	9	9
peak18701	62	5	65	168	196	123	66	17	16	38	46	17
peak18702	141	13	238	2588	6300	3109	230	66	77	349	406	201
peak18703	390	91	936	1165	1257	1141	753	278	195	343	322	150
peak18704	41	6	47	1048	2150	1330	37	18	14	81	79	46
peak18705	34	3	34	83	108	62	32	14	11	17	33	11
peak18706	25	3	27	137	214	118	23	11	11	34	48	19
peak18707	142	17	237	2848	2794	2562	180	51	41	211	212	122
peak18708	114	14	166	870	1362	808	108	40	31	106	106	55
peak18709	3	0	5	113	104	50	11	1	4	23	25	6
peak18710	331	37	516	1238	1350	1119	528	181	120	183	217	99
peak18711	151	17	330	418	561	545	325	92	86	256	271	165
peak18712	17	1	34	116	51	92	53	14	10	42	36	18
peak18713	24	3	48	98	101	110	81	29	18	38	48	27
peak18714	17	2	49	122	114	98	69	19	24	48	57	24
peak18715	14	6	48	81	147	94	43	18	20	27	34	11
peak18716	391	14	225	1032	1075	441	84	31	23	42	42	21
peak18717	1668	69	931	5774	4392	3103	388	113	117	264	294	122
peak18718	8041	447	4350	51633	42701	19848	1984	526	545	1103	1345	533
peak18719	2336	98	1199	11378	8396	5648	721	170	177	711	729	270
peak18720	783	26	440	1041	847	1106	288	51	51	146	194	55
peak18721	733	31	346	1576	1366	1412	233	64	50	203	191	76
peak18722	79	6	119	235	392	234	3	3	0	3	2	2
peak18723	91	9	100	687	1212	796	4	0	1	7	5	0
peak18724	27	6	65	85	149	81	1	0	0	2	1	0
peak18725	67	8	88	303	592	502	151	70	41	159	161	112
peak18726	61	3	71	196	288	250	110	42	23	69	80	62
peak18727	102	10	137	888	1778	1053	164	65	39	202	216	119
peak18728	21	2	35	90	169	99	30	16	5	22	25	12
peak18729	171	19	248	403	632	360	206	69	53	100	117	47
peak18730	142	11	171	1828	3693	2007	163	48	60	188	168	94
peak18731	60	10	50	284	341	226	37	11	12	17	11	6
peak18732	39	0	45	106	137	82	36	16	6	3	8	1
peak18733	11	0	12	134	132	98	6	2	0	11	10	2
peak18734	8	0	16	353	430	254	4	1	3	13	10	6
peak18735	264	17	264	1495	1830	1213	217	63	62	162	174	78
peak18736	11	1	10	78	85	73	11	1	4	6	7	4
peak18737	13	0	42	114	105	92	35	18	6	11	12	4
peak18738	86	15	117	699	951	599	155	44	44	141	124	63
peak18739	65	8	105	665	1749	997	190	58	59	180	247	103
peak18740	21	4	46	109	152	106	14	9	4	12	9	5
peak18741	20	4	41	112	192	107	63	18	16	118	111	64
peak18742	28	1	48	77	117	66	36	9	15	16	17	8
peak18743	32	5	55	243	404	258	48	22	21	31	37	11
peak18744	14	0	15	57	140	59	29	3	7	8	5	2
peak18745	17	3	21	92	143	75	22	7	6	24	32	14
peak18746	75	3	84	758	1181	839	72	24	24	98	118	55
peak18747	53	5	87	411	760	725	65	15	16	34	49	23
peak18748	36	3	59	170	325	252	43	14	13	24	34	7
peak18749	28	3	39	179	337	171	32	6	10	47	36	18
peak18750	28	3	38	66	101	48	9	4	2	6	16	5
peak18751	23	3	33	148	308	191	13	5	2	12	12	4
peak18752	8	2	13	79	109	128	11	6	0	7	10	2
peak18753	7	0	8	48	80	52	4	2	3	2	5	2
peak18754	130	4	176	1030	484	759	276	71	61	205	192	125
peak18755	44	4	70	583	333	387	111	35	33	105	82	50
peak18756	1423	159	2705	204	278	295	1983	750	488	247	297	157
peak18757	7	0	14	181	169	143	8	1	3	6	5	2
peak18758	6	1	13	27	76	70	11	4	1	3	5	2
peak18759	7	1	18	42	54	48	10	2	3	3	4	1
peak18760	13	0	6	59	101	63	10	3	0	5	18	1
peak18761	8	0	7	169	316	220	3	0	2	5	7	5
peak18762	11	4	23	65	78	79	9	9	6	8	17	8
peak18763	59	1	102	550	558	546	77	33	22	95	82	42
peak18764	25	1	24	157	100	157	46	9	9	26	26	20
peak18765	9	0	18	114	59	78	20	4	2	13	11	11
peak18766	194	27	282	1276	2565	1523	374	114	87	254	288	171
peak18767	6	1	5	97	56	78	22	6	1	19	19	10
peak18768	9	1	17	157	117	155	9	3	1	16	17	14
peak18769	36	2	29	296	114	192	44	7	5	35	48	22
peak18770	27	2	39	458	217	265	33	13	7	44	42	29
peak18771	17	1	45	101	145	123	43	16	17	29	32	14
peak18772	28	5	67	493	699	557	30	6	7	49	31	25
peak18773	22	4	56	109	109	126	31	11	3	22	23	10
peak18774	184	19	304	2292	3476	2745	129	30	30	160	149	57
peak18775	40	1	77	68	41	79	60	14	10	43	36	16
peak18776	28	1	31	66	31	41	41	5	8	22	25	22
peak18777	5	2	4	78	52	46	16	7	4	17	13	13
peak18778	6	1	3	133	94	120	11	7	4	20	12	4
peak18779	89	8	65	829	598	407	18	5	8	8	15	4
peak18780	44	5	36	238	278	132	17	4	5	10	9	3
peak18781	21	4	12	168	126	105	9	6	3	8	10	5
peak18782	21	2	26	93	44	42	5	1	0	4	1	1
peak18783	8	0	10	120	174	99	16	4	5	14	14	10
peak18784	9	0	11	90	49	47	15	3	1	10	5	6
peak18785	23	0	27	87	55	45	34	9	8	18	12	9
peak18786	53	2	101	172	58	99	53	15	11	10	17	4
peak18787	0	1	2	44	40	44	9	1	2	22	15	10
peak18788	2	0	8	67	124	134	10	1	4	29	12	10
peak18789	51	6	46	478	360	416	243	41	37	218	194	120
peak18790	35	1	78	323	82	211	21	4	6	23	17	8
peak18791	2	0	0	43	6	13	3	0	2	1	0	0
peak18792	2	0	2	65	18	11	1	0	0	2	2	0
peak18793	110	8	107	317	139	220	7	5	2	6	5	2
peak18794	54	3	72	816	419	489	7	5	2	12	10	2
peak18795	318	13	334	4735	4357	3216	26	8	5	42	37	25
peak18796	128	14	196	705	583	611	7	4	2	6	3	2
peak18797	1	0	1	81	45	54	0	0	0	0	0	0
peak18798	2	0	0	90	95	61	0	0	0	0	0	0
peak18799	3	1	1	93	24	54	2	0	0	0	0	0
peak18800	1	0	2	83	27	35	0	0	0	0	0	0
peak18801	4	0	0	118	84	79	1	0	0	0	1	0
peak18802	47	4	74	256	138	193	2	1	0	3	3	0
peak18803	199	7	254	3021	2558	2231	13	1	1	8	8	2
peak18804	13	1	7	94	41	24	0	0	0	0	0	0
peak18805	6	1	14	154	86	97	7	1	1	12	4	4
peak18806	74	8	158	424	476	522	74	31	30	45	62	30
peak18807	28	5	55	261	136	321	36	9	6	21	16	12
peak18808	67	8	117	2203	3301	2678	79	26	10	135	119	62
peak18809	1	0	1	54	20	24	3	0	1	4	2	2
peak18810	22	2	30	105	50	102	37	8	8	15	14	8
peak18811	28	1	46	193	63	131	55	14	8	28	40	10
peak18812	41	1	69	333	172	279	57	24	8	67	71	25
peak18813	26	3	53	248	210	226	47	15	15	51	41	23
peak18814	4	0	10	46	13	56	22	4	3	11	17	5
peak18815	25	1	49	229	141	175	48	11	11	58	50	31
peak18816	25	1	22	367	159	249	56	12	8	64	49	28
peak18817	60	4	98	653	468	555	129	26	18	96	92	43
peak18818	15	0	15	81	48	87	49	7	6	35	27	14
peak18819	36	3	39	112	281	225	67	19	15	57	65	24
peak18820	23	1	30	306	161	237	123	28	18	127	79	50
peak18821	98	11	147	2127	1541	1548	457	140	100	610	467	314
peak18822	13	0	34	131	61	97	53	21	16	111	91	39
peak18823	21	0	49	134	68	67	79	24	14	53	36	16
peak18824	35	2	47	76	63	57	100	28	20	24	18	9
peak18825	87	9	166	375	264	365	201	73	54	88	74	56
peak18826	87	5	130	146	97	180	159	58	59	72	88	38
peak18827	5	0	18	86	120	166	9	1	3	13	16	8
peak18828	7	0	20	142	368	322	13	2	5	17	13	11
peak18829	3	0	11	28	38	78	7	4	3	3	6	6
peak18830	50	6	45	908	1325	879	47	10	8	50	54	30
peak18831	21	1	21	82	103	96	11	5	6	13	15	7
peak18832	40	4	48	765	861	615	29	8	2	34	31	22
peak18833	12	2	33	89	84	96	49	16	5	40	38	12
peak18834	24	1	33	242	106	109	10	1	2	10	1	0
peak18835	27	0	36	254	103	130	11	4	2	9	10	1
peak18836	5	0	1	95	90	81	3	0	4	6	5	5
peak18837	24	1	28	80	43	80	23	5	4	12	14	1
peak18838	28	2	36	189	109	161	46	11	5	60	39	23
peak18839	17	3	31	223	143	162	47	15	11	84	60	36
peak18840	12	0	29	377	662	490	20	6	3	37	21	17
peak18841	6	1	7	52	51	67	9	1	0	9	10	4
peak18842	18	1	22	361	519	404	17	4	2	32	27	15
peak18843	8	1	24	181	236	201	10	3	5	25	30	7
peak18844	447	52	862	5376	6746	7444	470	162	126	419	465	258
peak18845	33	2	58	458	300	329	81	36	18	101	90	60
peak18846	114	16	189	377	360	316	249	104	43	76	88	49
peak18847	71	2	126	460	375	457	119	28	28	106	71	38
peak18848	26	6	62	125	67	131	42	15	7	26	18	10
peak18849	45	3	52	976	577	600	51	12	12	50	37	23
peak18850	1816	161	3256	525	293	592	2278	707	429	707	713	437
peak18851	1510	137	3015	508	358	676	2103	668	414	493	560	320
peak18852	1322	165	2882	208	148	339	1871	653	433	218	284	175
peak18853	1687	202	3462	127	75	188	2192	760	592	169	192	91
peak18854	11	2	14	295	216	241	7	0	2	15	8	7
peak18855	46	4	107	547	357	521	36	15	6	22	26	9
peak18856	47	2	65	677	426	615	57	23	9	68	35	23
peak18857	41	5	69	385	247	297	65	15	18	44	31	20
peak18858	438	82	1278	8094	11460	11768	2	1	0	2	2	2
peak18859	12	0	10	116	49	63	2	0	1	4	7	6
peak18860	4	0	0	63	21	12	1	0	0	0	1	0
peak18861	20	1	14	150	111	86	5	3	0	5	4	6
peak18862	48	2	47	92	41	40	34	10	7	14	18	9
peak18863	205	30	314	4526	4580	4532	241	77	46	295	294	139
peak18864	78	10	85	251	264	219	52	24	16	21	38	17
peak18865	1	0	4	50	88	69	1	0	0	1	3	1
peak18866	38	2	61	562	276	333	62	24	9	51	40	27
peak18867	33	4	47	290	172	219	23	9	10	27	25	16
peak18868	1	0	1	58	15	16	0	1	0	0	1	1
peak18869	0	0	0	82	21	26	1	0	0	3	3	0
peak18870	48	6	75	815	1651	1316	159	43	34	257	255	114
peak18871	3	0	2	9	10	24	7	2	6	21	14	14
peak18872	25	2	43	118	366	254	96	33	22	125	128	54
peak18873	143	27	222	1646	2789	2251	110	41	22	99	118	80
peak18874	4	1	5	47	92	61	6	0	1	3	6	4
peak18875	37	2	43	405	305	297	25	8	3	42	27	12
peak18876	42	4	61	179	216	213	15	9	2	19	19	3
peak18877	51	2	57	235	133	140	108	41	25	59	55	28
peak18878	31	0	21	138	85	72	0	0	0	0	1	0
peak18879	638	21	379	7714	1639	2053	84	10	11	9	11	5
peak18880	264	7	126	580	264	186	0	0	0	0	0	0
peak18881	442	15	275	6910	2511	2640	8	3	1	9	3	2
peak18882	92	2	63	720	146	234	2	2	0	3	1	1
peak18883	301	11	222	2514	472	889	5	2	0	4	2	1
peak18884	136	2	77	578	97	154	1	0	0	4	2	2
peak18885	846	48	1138	8671	6584	6467	51	12	4	29	39	19
peak18886	417	38	544	1149	579	1081	23	5	0	10	11	4
peak18887	79	0	21	263	34	66	0	1	0	2	0	1
peak18888	148	8	177	2510	1213	1569	256	85	58	388	279	178
peak18889	65	2	67	423	110	207	135	37	19	146	106	67
peak18890	49	1	62	246	124	146	111	38	22	53	56	28
peak18891	50	4	65	195	91	145	84	30	18	48	42	25
peak18892	6	0	5	215	148	120	5	1	1	8	10	2
peak18893	55	14	89	138	186	91	63	17	10	20	22	23
peak18894	259	15	366	551	157	413	519	184	96	397	252	232
peak18895	464	35	741	1005	654	701	783	247	161	248	247	146
peak18896	1107	63	1714	7202	4874	5190	1579	548	303	1394	1340	838
peak18897	278	23	257	1222	725	580	55	8	14	26	40	18
peak18898	175	5	198	250	312	275	159	38	26	107	95	66
peak18899	70	1	75	344	239	282	49	20	11	51	27	28
peak18900	21	1	53	568	599	445	34	6	1	50	28	13
peak18901	185	18	207	1898	2296	1522	114	37	33	144	136	70
peak18902	26	2	25	173	203	144	31	3	3	6	16	6
peak18903	29	0	53	109	97	130	54	12	5	28	20	8
peak18904	301	17	365	1647	1366	1176	378	96	63	182	165	81
peak18905	64	7	112	183	233	313	159	49	36	114	108	64
peak18906	264	29	393	1652	1661	1799	552	198	125	424	390	225
peak18907	61	7	90	223	163	180	163	34	25	57	53	25
peak18908	4	0	9	87	85	55	6	1	4	3	9	4
peak18909	4	0	5	97	89	46	6	0	0	7	5	3
peak18910	8	0	3	69	71	35	4	1	2	8	5	3
peak18911	38	6	85	94	106	104	108	34	26	56	47	23
peak18912	54	3	110	308	331	284	143	33	38	135	119	65
peak18913	0	1	1	57	30	20	6	1	0	5	5	7
peak18914	40	3	45	323	457	255	119	25	29	95	94	45
peak18915	35	1	37	41	64	66	78	27	27	32	31	10
peak18916	52	8	64	223	408	302	168	74	69	157	192	114
peak18917	143	9	258	161	165	178	559	161	126	193	196	134
peak18918	174	21	252	892	819	664	267	82	69	174	193	109
peak18919	3	0	7	99	98	81	22	4	2	31	23	17
peak18920	76	3	88	237	321	210	61	17	16	60	45	27
peak18921	582	43	706	2786	1831	2119	760	212	193	463	499	242
peak18922	53	5	58	259	185	160	24	7	4	23	16	15
peak18923	46	2	64	137	74	73	75	22	9	19	18	10
peak18924	17	2	19	159	165	107	27	6	3	36	21	20
peak18925	42	1	34	205	113	100	97	23	17	69	88	27
peak18926	45	3	44	510	532	365	86	14	22	80	81	46
peak18927	192	11	171	993	1143	704	114	32	28	89	83	43
peak18928	71	8	72	229	133	114	67	13	5	23	32	11
peak18929	103	6	92	199	290	136	54	19	17	12	22	9
peak18930	243	24	347	2167	2967	2254	288	78	75	255	260	131
peak18931	173	8	172	2968	2532	1829	219	73	54	245	233	128
peak18932	1011	80	1475	3630	3952	4680	240	71	45	172	194	120
peak18933	943	65	1329	4310	4980	5742	203	70	49	173	172	108
peak18934	2476	363	4548	17394	21677	22638	445	150	92	486	460	284
peak18935	12	2	29	193	392	310	101	33	32	173	210	99
peak18936	8	0	5	77	165	158	26	7	2	88	59	31
peak18937	170	15	209	430	337	837	61	16	10	42	41	17
peak18938	77	3	161	428	650	471	160	40	28	146	136	42
peak18939	79	5	100	240	240	240	111	29	27	39	33	20
peak18940	47	4	106	753	1203	900	135	38	35	198	206	96
peak18941	51	4	46	54	29	37	33	13	9	5	11	2
peak18942	66	7	66	434	439	334	45	19	8	36	40	10
peak18943	27	1	43	157	126	99	31	3	5	14	21	19
peak18944	105	9	90	771	1357	578	78	19	16	36	42	14
peak18945	12	1	19	230	342	240	3	1	1	8	3	2
peak18946	236	27	517	673	403	1085	309	81	49	217	191	130
peak18947	42	6	54	715	598	560	31	11	4	23	20	13
peak18948	68	3	98	153	53	149	17	4	6	3	2	3
peak18949	174	17	223	1460	1519	1516	30	15	6	25	29	17
peak18950	10	0	6	241	179	152	0	1	0	2	5	2
peak18951	4	1	4	123	82	99	0	1	1	3	2	3
peak18952	291	14	369	153	119	180	637	178	113	293	275	184
peak18953	205	17	326	322	208	277	627	180	106	279	292	184
peak18954	50	6	82	294	313	286	57	19	12	24	36	25
peak18955	24	2	60	132	153	143	54	17	17	26	42	15
peak18956	161	13	287	2999	2329	2927	285	87	70	402	361	230
peak18957	26	2	49	81	66	93	55	29	13	30	18	14
peak18958	32	3	61	207	155	225	101	46	21	75	45	32
peak18959	13	0	19	46	11	28	32	9	5	26	17	15
peak18960	9	0	21	212	139	166	20	7	4	18	26	17
peak18961	31	4	45	259	306	320	118	32	25	133	117	69
peak18962	24	3	45	480	758	630	124	45	25	168	185	96
peak18963	11	1	12	97	147	133	20	11	2	36	37	19
peak18964	47	2	58	254	222	160	74	20	19	26	27	23
peak18965	11	0	9	57	41	46	14	6	0	8	6	3
peak18966	25	3	34	224	368	204	33	13	9	28	22	18
peak18967	28	2	38	337	529	355	79	20	14	71	74	42
peak18968	27	3	37	81	170	117	32	17	11	18	26	14
peak18969	258	14	385	3263	1810	2246	468	167	92	487	440	344
peak18970	295	32	543	1707	914	1424	509	185	118	515	483	303
peak18971	32	1	58	285	132	231	110	28	23	65	62	46
peak18972	72	12	84	354	294	305	92	26	24	66	41	33
peak18973	116	12	153	2181	2945	2065	168	40	42	200	171	105
peak18974	21	1	13	100	45	45	12	5	0	6	9	4
peak18975	65	2	42	831	571	481	73	19	16	86	87	34
peak18976	9	1	4	83	65	37	4	2	2	4	8	4
peak18977	7	1	7	100	72	50	3	0	1	5	9	2
peak18978	9	1	7	143	175	68	7	3	1	12	9	5
peak18979	84	10	99	223	304	175	53	21	12	28	20	8
peak18980	46	2	56	61	46	47	41	10	7	46	39	14
peak18981	78	6	106	155	254	245	40	15	15	25	49	11
peak18982	57	6	96	139	308	290	42	11	11	17	30	9
peak18983	41	11	78	241	613	393	74	23	26	54	55	29
peak18984	9	2	30	44	104	94	32	16	10	9	12	7
peak18985	47	10	126	462	784	563	117	29	22	84	77	42
peak18986	7	0	29	88	140	129	27	9	3	14	19	8
peak18987	16	2	34	116	119	139	41	8	5	29	36	11
peak18988	0	0	2	85	60	77	1	0	0	6	5	5
peak18989	35	3	64	431	676	579	52	13	11	57	69	41
peak18990	115	11	145	1512	1216	1643	86	36	25	97	79	63
peak18991	14	2	11	52	40	36	14	3	3	1	4	3
peak18992	10	1	17	265	173	187	13	2	1	16	5	1
peak18993	49	8	144	95	541	446	58	21	19	19	30	11
peak18994	78	7	227	487	894	852	92	16	13	61	47	37
peak18995	18	0	14	94	55	45	7	1	1	4	6	3
peak18996	12	1	21	72	81	62	4	6	1	3	8	4
peak18997	35	3	62	1019	1450	1163	114	40	25	195	172	78
peak18998	33	4	58	387	367	452	94	39	17	121	95	51
peak18999	26	4	30	76	30	46	88	26	13	26	19	19
peak19000	29	3	21	114	32	47	20	5	4	10	6	6
peak19001	88	2	97	928	1234	638	51	11	9	58	45	26
peak19002	63	5	76	350	637	381	26	9	12	42	45	27
peak19003	40	1	74	325	429	315	30	9	13	40	51	15
peak19004	4	0	0	89	44	45	5	1	2	11	8	3
peak19005	4	0	0	112	55	54	5	1	0	8	2	1
peak19006	109	4	134	919	594	550	47	16	18	41	28	18
peak19007	93	8	131	2230	2261	1738	68	13	16	107	87	58
peak19008	45	2	56	214	93	140	29	10	9	25	18	8
peak19009	71	4	116	238	193	228	42	12	14	21	23	10
peak19010	38	3	56	149	246	311	22	10	8	34	41	12
peak19011	14	1	33	277	276	196	52	21	7	57	55	45
peak19012	12	3	34	81	38	64	57	15	16	17	26	26
peak19013	38	2	38	198	193	175	83	39	19	69	64	38
peak19014	238	11	406	1443	964	1000	448	109	95	173	128	87
peak19015	56	3	112	157	86	132	141	42	21	46	41	33
peak19016	17	0	17	46	30	38	115	31	16	39	36	26
peak19017	16	2	28	49	80	65	120	42	38	53	78	34
peak19018	25	2	47	112	196	145	51	22	8	47	51	31
peak19019	83	5	81	1454	1354	1250	142	36	26	155	155	108
peak19020	10	0	9	72	31	72	11	9	3	14	7	8
peak19021	1	1	14	48	234	158	4	0	0	6	10	2
peak19022	2	1	14	17	82	67	9	1	2	3	9	1
peak19023	2	0	12	51	177	167	6	2	2	10	11	8
peak19024	9	2	20	38	155	174	13	1	2	7	2	5
peak19025	3	2	19	18	92	123	3	3	1	8	5	4
peak19026	4	0	19	32	145	160	6	2	0	4	7	1
peak19027	6	5	42	50	331	286	18	3	6	11	6	7
peak19028	7	0	2	86	65	47	3	2	0	9	3	5
peak19029	3	0	1	46	9	20	8	3	0	2	5	5
peak19030	62	9	91	183	111	139	50	11	20	17	21	7
peak19031	6	0	16	98	91	100	34	9	5	29	21	12
peak19032	22	4	42	546	287	302	93	23	14	99	83	54
peak19033	3	0	8	60	28	34	12	5	4	11	7	5
peak19034	165	9	204	845	296	427	366	128	78	172	151	119
peak19035	29	2	65	384	245	267	42	12	3	39	29	20
peak19036	73	10	138	320	164	202	65	19	16	27	22	9
peak19037	11	4	12	90	71	60	47	11	10	46	37	37
peak19038	17	2	36	345	159	219	38	15	9	39	31	23
peak19039	8	1	14	68	14	40	19	7	6	11	10	3
peak19040	9	0	8	67	28	35	27	4	2	18	17	16
peak19041	24	1	22	597	274	354	59	19	13	91	72	37
peak19042	8	1	7	43	33	33	17	9	2	14	15	6
peak19043	5	0	11	203	109	141	65	10	19	61	52	31
peak19044	23	1	31	81	74	104	41	13	5	39	40	25
peak19045	143	16	239	1295	1051	1487	296	102	53	256	184	159
peak19046	10	0	12	163	164	99	7	1	2	8	9	3
peak19047	25	1	42	281	156	337	69	20	11	93	67	66
peak19048	44	4	65	173	107	221	107	27	22	96	89	62
peak19049	6	0	11	27	12	37	53	15	13	46	46	38
peak19050	22	1	37	313	269	276	51	12	12	46	46	31
peak19051	29	1	58	458	254	306	54	10	10	50	41	20
peak19052	98	6	149	1304	1071	1244	125	52	19	189	132	86
peak19053	58	3	64	1111	831	1023	76	19	13	104	89	63
peak19054	26	4	54	273	156	335	42	11	10	43	45	22
peak19055	11	1	22	58	164	144	1	0	0	10	5	4
peak19056	9	4	34	101	252	198	13	4	5	12	20	7
peak19057	2	1	11	46	141	127	2	0	1	3	3	1
peak19058	9	0	8	59	192	148	4	1	2	6	5	2
peak19059	2	2	8	68	230	146	40	13	11	91	110	41
peak19060	0	0	2	44	158	104	19	5	5	49	44	30
peak19061	586	133	2436	4061	10247	9892	953	319	258	1539	1941	755
peak19062	328	52	1070	741	993	1799	640	167	122	355	416	184
peak19063	198	19	510	654	1095	908	317	91	62	243	193	122
peak19064	58	7	98	235	387	335	77	21	15	41	43	14
peak19065	24	1	44	102	97	137	49	13	10	56	63	28
peak19066	110	8	158	582	437	390	76	14	18	49	42	21
peak19067	130	11	196	707	439	522	83	14	22	66	57	23
peak19068	119	8	183	1356	959	1068	83	14	22	84	85	37
peak19069	11	2	26	321	241	296	20	3	6	28	26	11
peak19070	28	1	38	366	285	256	24	7	2	25	22	18
peak19071	904	86	1192	2576	2834	2665	164	56	58	101	117	35
peak19072	852	94	1205	10740	9881	10429	207	55	61	216	206	103
peak19073	53	1	42	1171	1191	815	15	4	2	21	19	14
peak19074	48	3	52	273	172	175	12	0	3	2	5	3
peak19075	10	2	12	147	132	108	12	3	4	32	19	11
peak19076	19	2	18	342	191	144	10	1	1	9	3	5
peak19077	9	0	3	96	56	47	10	0	1	7	5	3
peak19078	7	0	16	98	41	85	0	2	4	4	8	4
peak19079	24	1	33	169	120	115	55	24	9	36	25	26
peak19080	5	1	1	128	54	61	2	0	0	7	0	1
peak19081	5	0	5	46	16	24	65	11	17	58	43	29
peak19082	6	2	7	37	31	37	41	10	13	36	36	27
peak19083	5	1	4	39	90	61	34	11	5	76	61	44
peak19084	9	0	6	114	46	52	5	0	2	8	8	5
peak19085	140	14	234	2066	1985	2103	483	127	86	498	409	271
peak19086	1	0	0	56	41	28	2	0	0	6	8	3
peak19087	4	1	26	283	1038	660	24	8	4	63	62	34
peak19088	2	0	11	39	105	84	8	7	5	16	14	4
peak19089	209	12	329	1463	842	954	227	83	60	153	150	84
peak19090	6	0	0	66	26	22	5	1	0	4	3	1
