control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak12313	157	149	180	247	390	179	156	91	98	151	213	156
peak12314	14	16	24	46	66	35	55	67	62	117	235	195
peak12315	74	81	78	190	281	149	197	261	286	467	903	788
peak12316	52	47	44	147	259	159	129	143	175	330	711	619
peak12317	96	98	81	328	450	235	73	71	77	249	260	245
peak12318	99	73	103	336	435	255	65	47	63	115	148	209
peak12319	159	142	217	338	375	216	205	109	221	354	357	408
peak12320	87	66	78	224	326	185	87	59	104	192	226	247
peak12321	64	45	46	150	230	117	77	52	82	169	183	265
peak12322	82	52	70	153	196	113	76	43	94	111	116	120
peak12323	30	20	18	102	141	80	27	14	31	83	94	126
peak12324	31	26	19	52	114	47	16	13	21	44	38	29
peak12325	23	25	37	84	132	81	14	6	14	23	54	48
peak12326	20	11	18	64	94	69	5	6	2	38	46	45
peak12327	57	45	39	103	180	100	98	84	94	195	236	203
peak12328	161	152	166	687	953	507	311	274	279	1029	1420	1347
peak12329	32	38	29	109	139	93	53	54	53	148	239	181
peak12330	196	201	178	356	626	387	154	127	149	315	469	392
peak12331	171	145	120	219	298	204	103	94	93	164	172	178
peak12332	19	18	15	61	88	54	25	16	21	104	148	139
peak12333	544	524	663	1331	1755	873	537	333	487	1168	1556	1473
peak12334	13	5	9	49	92	53	15	11	22	57	105	110
peak12335	49	48	69	247	403	233	47	44	64	279	395	609
peak12336	77	64	86	184	244	150	96	64	128	131	262	318
peak12337	165	165	193	376	538	301	182	191	320	285	492	578
peak12338	56	43	52	252	396	247	60	29	80	267	431	637
peak12339	75	60	48	109	213	142	55	69	75	120	200	170
peak12340	99	74	84	213	352	208	169	156	183	452	627	640
peak12341	41	45	34	211	296	181	58	34	50	187	227	288
peak12342	60	54	35	212	358	172	59	53	62	221	275	253
peak12343	409	351	280	653	995	450	369	226	329	553	620	639
peak12344	36	26	25	74	103	48	20	15	18	41	51	43
peak12345	76	53	63	134	169	76	39	23	33	77	89	54
peak12346	84	52	77	205	243	139	39	37	45	131	157	118
peak12347	176	166	195	474	699	402	157	85	127	482	595	470
peak12348	16	16	18	57	91	47	49	23	46	120	123	163
peak12349	73	49	48	165	263	126	130	107	132	282	344	436
peak12350	78	43	45	178	234	153	130	100	163	285	339	355
peak12351	41	20	37	97	121	86	89	63	73	186	205	256
peak12352	24	11	17	42	44	33	35	19	31	90	63	73
peak12353	179	109	98	632	706	373	462	384	486	1381	1897	1797
peak12354	129	101	84	301	329	191	361	285	356	568	720	653
peak12355	273	234	200	585	905	454	305	221	383	570	790	873
peak12356	183	173	189	579	759	358	258	179	311	543	823	882
peak12357	482	482	346	898	1708	955	425	357	501	811	1253	1132
peak12358	2739	2744	3715	12354	18310	9888	1469	1033	1567	5220	5856	7434
peak12359	1593	1711	1815	3811	5348	2821	876	628	941	1310	1522	1530
peak12360	36	17	27	122	186	117	14	4	11	62	55	51
peak12361	58	39	49	128	183	139	32	13	31	68	50	92
peak12362	100	103	127	348	458	255	53	24	42	180	137	192
peak12363	57	48	63	173	219	149	38	14	31	82	70	77
peak12364	97	84	91	157	179	149	64	59	69	126	160	152
peak12365	267	225	221	946	1431	807	208	159	234	656	955	870
peak12366	868	681	762	3240	4482	2365	732	457	693	2746	3478	4123
peak12367	17	17	27	55	117	64	18	8	18	59	77	89
peak12368	194	182	252	1027	1516	778	251	154	269	1157	1511	1920
peak12369	199	170	161	471	799	389	198	150	212	491	689	898
peak12370	201	170	209	455	758	436	179	140	176	445	556	522
peak12371	756	687	660	2886	4920	2493	792	603	820	2814	3650	3631
peak12372	23	20	20	46	85	47	110	104	146	235	356	394
peak12373	81	73	83	330	452	281	394	363	542	1269	2079	2163
peak12374	14	7	16	34	87	43	59	74	92	138	253	211
peak12375	925	887	915	4413	7226	2943	1227	808	1153	4473	5833	6025
peak12376	42	23	18	64	121	66	30	26	32	50	53	48
peak12377	62	43	52	119	209	118	27	20	36	63	97	107
peak12378	140	114	135	352	527	272	71	56	74	304	267	333
peak12379	10	15	2	53	87	46	6	5	6	26	44	37
peak12380	25	18	17	51	82	42	12	8	14	32	35	53
peak12381	29	16	22	57	80	46	23	11	11	56	67	95
peak12382	25	25	27	65	94	58	18	13	13	46	45	37
peak12383	354	282	298	755	1002	538	575	449	703	864	1325	1474
peak12384	265	209	274	669	795	428	402	343	496	760	1165	1427
peak12385	35	31	49	113	155	81	66	62	112	150	195	210
peak12386	333	279	274	915	1375	839	423	326	424	1184	1545	1329
peak12387	829	717	658	2808	4209	2335	1109	936	1088	3470	4627	4293
peak12388	249	271	325	1036	1773	854	359	293	411	1200	1581	2196
peak12389	70	48	62	104	145	69	40	35	26	114	117	110
peak12390	75	77	66	259	425	273	72	63	90	261	308	357
peak12391	33	27	28	80	151	86	120	106	179	399	568	701
peak12392	9	7	12	41	47	20	96	83	111	196	361	277
peak12393	40	24	21	80	112	47	238	252	246	481	766	638
peak12394	10	6	6	17	26	8	37	60	65	87	137	129
peak12395	87	65	91	185	225	112	179	85	131	304	321	339
peak12396	321	234	235	1073	1496	817	457	264	406	1317	1474	1453
peak12397	209	153	191	533	657	357	202	121	169	560	668	683
peak12398	27	17	16	67	95	47	64	30	66	142	128	177
peak12399	18	12	22	47	46	32	56	23	50	92	97	101
peak12400	9	4	9	19	31	21	26	12	15	56	49	79
peak12401	74	69	62	64	188	134	75	58	87	68	193	189
peak12402	34	35	60	84	75	40	45	24	54	38	59	87
peak12403	161	159	173	541	907	615	163	154	144	529	822	614
peak12404	184	179	229	467	884	603	211	205	181	471	734	629
peak12405	1012	982	816	2334	3753	1829	1126	788	1003	2611	3153	3356
peak12406	302	280	238	589	862	470	259	197	258	544	673	714
peak12407	42	34	48	184	250	142	50	32	50	206	281	298
peak12408	24	26	50	76	88	45	24	16	28	53	54	67
peak12409	997	1698	1755	2283	6992	4092	869	924	1291	1839	3581	3875
peak12410	191	164	170	357	512	257	131	112	112	252	369	304
peak12411	12	18	16	36	75	54	20	9	17	40	43	40
peak12412	2	2	2	8	8	4	15	12	27	53	65	81
peak12413	3	3	5	41	37	14	56	52	83	172	196	256
peak12414	4	7	3	19	18	9	49	32	49	96	161	139
peak12415	42	37	31	85	116	86	27	20	31	51	53	69
peak12416	49	28	36	102	164	159	27	15	26	94	93	79
peak12417	48	45	49	168	191	90	51	34	29	123	129	106
peak12418	39	39	29	143	141	75	44	21	23	106	82	99
peak12419	148	146	203	362	583	285	204	126	178	385	429	408
peak12420	60	53	53	98	151	89	70	42	76	83	127	120
peak12421	15	29	19	39	59	41	191	225	380	289	795	867
peak12422	38	42	45	51	145	88	353	481	833	497	1180	1247
peak12423	35	67	63	183	412	236	468	610	927	1443	3746	4422
peak12424	14	43	46	85	260	168	251	367	537	963	2551	2785
peak12425	175	126	153	250	356	196	252	196	212	305	434	385
peak12426	431	403	588	853	952	455	507	279	293	621	781	524
peak12427	10	7	7	30	68	30	6	8	4	37	54	66
peak12428	131	137	167	572	1006	539	90	69	92	366	488	520
peak12429	51	63	81	129	228	130	51	29	44	73	92	107
peak12430	39	31	51	125	190	127	17	19	22	66	98	96
peak12431	41	41	34	48	88	37	27	16	26	25	36	27
peak12432	42	62	77	130	181	113	38	27	49	64	111	114
peak12433	14	8	7	52	82	55	11	11	7	21	27	36
peak12434	33	39	36	87	133	107	16	20	19	52	82	80
peak12435	19	28	29	66	121	91	16	12	8	37	55	43
peak12436	16	20	20	47	122	83	4	8	4	17	15	28
peak12437	16	17	21	68	174	95	11	7	10	13	28	32
peak12438	95	91	151	241	421	231	59	56	44	112	124	156
peak12439	88	107	143	174	220	129	75	46	54	95	100	73
peak12440	79	44	66	123	158	88	128	57	75	193	233	182
peak12441	188	157	160	629	1004	504	266	186	301	737	1068	1260
peak12442	44	48	62	209	408	200	79	54	97	277	403	498
peak12443	1964	1796	1613	5917	9016	3979	1857	1749	2389	4914	6795	7673
peak12444	40	31	39	66	96	49	37	38	47	54	104	97
peak12445	29	32	51	69	103	45	29	40	40	68	129	116
peak12446	106	113	122	584	1108	576	161	139	173	686	1365	1370
peak12447	58	49	46	144	294	167	62	54	88	163	345	363
peak12448	54	73	74	158	300	168	82	81	115	163	285	376
peak12449	34	41	42	73	113	59	48	59	66	68	137	184
peak12450	29	29	33	54	65	64	36	33	63	44	85	129
peak12451	51	42	56	161	266	180	65	60	108	182	309	423
peak12452	9	11	11	21	34	29	10	24	29	23	73	96
peak12453	167	126	95	335	528	291	208	159	194	361	573	723
peak12454	39	20	50	163	228	110	57	45	46	181	230	263
peak12455	115	104	97	197	271	167	218	174	257	292	443	509
peak12456	210	156	191	524	708	383	372	275	444	780	1228	1469
peak12457	61	57	76	104	203	94	131	94	144	155	289	381
peak12458	755	699	715	2399	3316	1664	844	480	687	2095	2541	2133
peak12459	20	29	26	100	165	89	114	102	150	372	491	649
peak12460	17	16	22	38	60	21	70	65	124	122	173	213
peak12461	27	27	24	47	95	30	33	16	36	45	42	46
peak12462	29	22	26	88	151	93	38	19	33	85	104	136
peak12463	31	28	38	117	150	115	31	26	42	106	133	144
peak12464	51	50	65	132	221	111	75	32	55	140	189	214
peak12465	432	400	452	721	1139	604	393	237	336	590	725	804
peak12466	220	188	184	416	650	355	134	115	109	308	289	262
peak12467	175	184	326	1212	1994	1039	164	87	137	882	1029	1380
peak12468	58	54	59	180	315	184	32	21	33	114	108	113
peak12469	18	16	21	40	45	25	55	36	65	104	159	163
peak12470	126	72	95	186	221	128	95	75	95	124	192	227
peak12471	422	294	250	946	1307	711	398	314	395	987	1291	1383
peak12472	527	417	393	1447	1847	987	610	454	596	1283	1697	1847
peak12473	361	287	271	1367	1838	1006	391	333	398	1250	1713	1867
peak12474	42	42	60	121	185	90	40	47	41	118	151	198
peak12475	24	18	23	63	102	46	19	22	27	76	79	55
peak12476	340	274	335	692	927	498	367	262	395	724	908	1077
peak12477	105	104	97	352	548	315	119	92	166	337	424	540
peak12478	264	215	211	365	453	322	286	223	335	330	461	451
peak12479	182	215	173	550	794	422	218	186	310	459	612	724
peak12480	207	209	168	410	726	406	188	197	186	537	785	700
peak12481	78	78	41	90	126	82	59	74	49	96	123	111
peak12482	66	55	48	130	189	113	47	38	39	89	103	102
peak12483	91	91	84	209	309	201	77	53	63	125	166	154
peak12484	176	225	217	366	526	242	220	137	203	387	545	449
peak12485	86	38	90	230	348	217	61	52	86	220	278	361
peak12486	213	235	315	667	932	516	339	216	349	648	869	1081
peak12487	58	43	67	134	144	74	66	45	74	112	172	171
peak12488	168	174	318	303	365	237	130	79	121	139	139	198
peak12489	468	362	407	718	892	651	286	176	266	386	405	497
peak12490	524	463	551	1084	1410	911	323	187	278	587	631	716
peak12491	413	330	367	674	857	493	260	157	208	346	380	371
peak12492	384	344	351	758	1061	680	227	152	212	398	482	495
peak12493	633	516	572	1305	1786	1111	387	248	340	651	740	735
peak12494	346	287	295	845	1289	891	213	153	188	483	507	512
peak12495	272	201	211	972	1410	843	241	187	272	855	1132	1212
peak12496	132	116	94	283	405	222	116	87	146	272	315	365
peak12497	30	27	33	59	103	65	21	10	15	21	33	21
peak12498	193	218	176	534	977	526	189	183	259	454	748	904
peak12499	55	54	74	136	298	182	38	33	74	99	178	294
peak12500	21	34	30	44	89	58	18	14	44	45	70	88
peak12501	18	18	22	39	71	32	22	11	20	22	48	65
peak12502	37	35	38	90	177	111	21	22	21	65	64	71
peak12503	59	62	81	256	470	289	44	39	50	141	167	198
peak12504	53	54	41	248	271	137	59	33	53	154	160	187
peak12505	105	102	122	379	466	238	92	62	110	254	302	302
peak12506	115	104	111	182	216	124	103	85	95	155	184	218
peak12507	119	91	103	374	590	336	106	74	113	313	349	449
peak12508	138	62	96	364	608	396	71	67	77	303	336	420
peak12509	23	20	21	132	182	81	24	12	16	76	58	77
peak12510	43	31	19	88	139	86	10	7	8	45	44	48
peak12511	95	83	113	287	443	254	76	58	57	217	258	408
peak12512	87	81	102	212	281	192	69	47	80	159	165	268
peak12513	199	184	210	540	711	390	157	119	143	435	431	557
peak12514	91	91	130	229	397	232	113	86	145	144	279	326
peak12515	223	199	210	526	808	439	275	189	330	470	613	651
peak12516	235	216	204	525	639	415	262	156	259	447	567	594
peak12517	573	484	565	2232	3468	1929	578	427	641	2049	2655	3102
peak12518	64	46	60	188	286	171	62	42	65	199	223	203
peak12519	5	1	2	14	15	11	6	16	11	51	85	113
peak12520	105	125	131	214	388	205	251	215	289	512	687	828
peak12521	147	126	168	612	1009	548	411	342	424	1442	2004	1827
peak12522	54	54	50	134	203	121	131	82	108	215	401	328
peak12523	141	148	206	398	457	260	342	227	283	550	764	673
peak12524	45	42	90	122	143	84	91	60	71	138	193	178
peak12525	375	415	441	1237	2282	1357	566	491	685	1707	2468	2669
peak12526	119	113	94	185	299	158	93	56	55	145	140	123
peak12527	39	47	42	147	166	97	26	28	38	61	108	101
peak12528	49	27	22	89	111	64	17	15	26	66	73	75
peak12529	46	23	56	141	206	109	37	29	35	75	124	143
peak12530	33	26	33	118	197	112	15	14	25	77	109	161
peak12531	11	12	7	26	43	46	4	6	9	17	27	40
peak12532	729	777	851	1645	2466	1367	986	749	1073	1785	2409	2495
peak12533	46	40	38	94	152	83	33	26	46	111	124	150
peak12534	110	80	67	168	264	108	112	68	104	209	227	241
peak12535	46	28	46	125	147	65	72	39	70	133	162	169
peak12536	22	24	33	71	113	68	43	17	31	66	123	154
peak12537	183	195	203	350	710	336	178	201	220	399	639	642
peak12538	89	86	89	239	399	214	87	64	111	212	411	464
peak12539	297	350	321	739	1293	621	343	293	414	750	1099	1219
peak12540	104	119	94	169	307	123	120	103	127	179	256	226
peak12541	41	64	50	117	172	99	48	48	77	104	164	184
peak12542	27	37	38	149	195	139	22	21	21	111	102	105
peak12543	129	122	189	248	373	203	272	192	266	483	649	709
peak12544	168	153	135	608	972	518	256	192	271	891	1186	1321
peak12545	38	33	46	64	120	49	93	73	91	200	257	274
peak12546	199	147	144	513	824	497	413	316	424	1254	1783	1854
peak12547	1409	1094	1156	5330	7209	3652	1997	1433	1944	7400	9510	10981
peak12548	124	93	136	364	491	205	77	44	46	176	164	148
peak12549	72	76	72	111	140	62	47	28	28	56	54	25
peak12550	26	21	23	89	118	66	18	10	10	39	46	41
peak12551	26	13	8	91	89	65	8	3	7	30	26	41
peak12552	76	48	54	206	337	172	30	16	26	116	97	119
peak12553	13	11	9	71	94	58	5	10	10	61	73	61
peak12554	178	185	300	548	853	438	276	205	399	751	955	1366
peak12555	75	59	72	127	242	118	78	82	74	182	225	290
peak12556	74	55	83	136	215	89	95	45	66	161	206	185
peak12557	99	55	74	155	232	117	64	58	71	119	140	176
peak12558	158	123	137	300	398	236	125	69	109	213	287	239
peak12559	180	164	193	493	731	390	162	111	138	342	503	418
peak12560	201	207	168	619	929	505	176	104	146	501	639	663
peak12561	137	137	138	360	482	259	132	82	121	277	329	338
peak12562	859	767	745	1216	1879	1191	806	635	953	1056	1705	1873
peak12563	64	38	67	111	138	104	67	37	75	94	135	161
peak12564	14	10	21	119	178	96	6	6	4	71	72	62
peak12565	96	70	94	315	481	257	92	47	69	235	222	269
peak12566	182	173	278	557	756	428	109	83	119	337	412	372
peak12567	4	0	2	8	10	3	49	36	47	109	200	183
peak12568	9	9	9	20	16	16	165	137	220	334	451	477
peak12569	4	4	2	10	9	6	86	84	101	106	169	180
peak12570	56	51	64	157	190	121	57	51	61	102	110	143
peak12571	65	53	70	144	232	113	61	46	50	127	169	169
peak12572	18	15	20	56	76	62	12	5	10	64	61	72
peak12573	1350	1502	1636	4554	7278	3324	2284	1658	1896	5997	7518	7133
peak12574	42	28	36	74	96	67	67	55	70	94	147	151
peak12575	21	28	36	81	141	81	38	27	39	102	147	165
peak12576	29	28	44	143	246	159	49	45	63	238	316	307
peak12577	41	39	43	125	215	111	57	51	71	208	293	318
peak12578	33	27	15	115	183	83	69	62	84	340	523	478
peak12579	2	12	8	40	64	48	8	10	7	44	74	107
peak12580	988	993	1232	6531	10294	4666	1606	1054	1197	8111	11372	9827
peak12581	794	753	944	4378	7070	3465	1159	839	812	5391	7591	5541
peak12582	100	97	93	295	456	227	98	79	89	316	467	420
peak12583	20	13	21	48	78	35	27	17	27	44	69	79
peak12584	35	35	23	71	110	71	30	39	21	91	127	102
peak12585	26	26	18	83	131	77	27	24	28	85	154	98
peak12586	91	120	115	251	484	325	167	138	254	313	580	732
peak12587	124	110	133	444	716	324	128	83	103	348	413	402
peak12588	69	51	79	132	199	113	62	30	35	84	99	113
peak12589	144	98	105	306	448	244	89	66	78	173	192	168
peak12590	85	68	80	166	270	145	90	69	89	159	260	267
peak12591	82	88	102	174	187	78	140	89	151	206	295	276
peak12592	9	2	1	1	1	2	16	14	21	17	40	77
peak12593	2	1	4	4	8	3	18	12	25	24	60	72
peak12594	0	0	0	1	0	1	8	9	7	23	61	81
peak12595	60	42	38	26	27	19	74	54	77	50	109	116
peak12596	1	0	0	0	4	1	16	10	25	42	154	206
peak12597	18	7	8	36	23	13	16	18	21	31	63	61
peak12598	22	19	17	47	59	27	28	18	38	76	81	99
peak12599	182	226	250	423	591	250	303	210	296	351	556	483
peak12600	13	11	11	57	94	29	235	281	389	735	1711	1876
peak12601	0	0	0	0	1	1	21	35	43	79	185	215
peak12602	2	0	0	3	4	0	221	251	405	1094	2212	3014
peak12603	0	0	0	1	0	0	141	120	231	294	555	587
peak12604	3	7	4	16	28	10	49	56	88	160	277	350
peak12605	37	34	22	70	101	50	17	16	24	53	94	101
peak12606	9	10	10	48	73	37	8	12	14	40	60	79
peak12607	18	19	9	48	77	32	16	15	20	39	46	73
peak12608	74	70	58	170	257	122	80	56	74	164	222	276
peak12609	398	393	397	845	1105	524	301	175	224	462	430	433
peak12610	35	24	34	84	107	42	91	83	146	150	252	285
peak12611	53	46	44	184	221	109	180	201	243	426	727	788
peak12612	64	50	80	231	253	119	222	201	283	496	860	886
peak12613	18	13	24	69	85	41	60	68	84	163	278	287
peak12614	20	13	19	84	98	48	11	2	3	17	11	10
peak12615	87	71	89	320	595	276	139	102	151	509	714	1068
peak12616	44	34	58	91	124	53	70	42	93	123	167	228
peak12617	5	5	10	27	56	18	9	4	12	21	45	55
peak12618	56	70	110	206	255	147	266	211	299	618	975	969
peak12619	406	440	508	1590	2264	1102	1270	1046	1455	3707	6106	6622
peak12620	285	331	335	563	838	435	819	675	857	1434	2355	2199
peak12621	87	111	121	182	276	127	302	293	358	388	691	625
peak12622	155	159	168	374	481	253	164	92	114	233	274	214
peak12623	68	35	49	132	204	101	35	24	38	93	74	83
peak12624	24	23	27	91	133	49	9	13	15	76	50	89
peak12625	29	17	28	78	94	66	19	7	16	44	31	64
peak12626	35	25	28	92	129	63	26	15	22	57	59	67
peak12627	182	139	140	465	514	235	551	337	554	949	1146	1169
peak12628	143	117	103	218	168	80	526	289	455	339	441	348
peak12629	158	136	177	585	607	292	470	352	475	1228	1781	2095
peak12630	347	272	285	1421	1742	875	956	642	1005	3527	4276	4941
peak12631	23	13	36	63	66	39	74	46	65	123	182	157
peak12632	191	192	186	343	424	227	230	155	194	220	312	215
peak12633	6	1	3	32	20	8	16	13	9	83	110	140
peak12634	140	125	127	547	923	544	77	55	72	352	369	376
peak12635	174	173	189	366	605	362	118	74	110	216	292	223
peak12636	72	51	58	111	130	53	61	30	50	174	184	200
peak12637	103	77	96	233	216	97	106	87	126	149	211	138
peak12638	471	372	414	2102	2251	1189	546	376	453	2216	2730	2646
peak12639	432	433	747	1180	1735	950	429	346	518	965	1396	1488
peak12640	307	255	280	650	835	380	653	395	500	1098	1358	1454
peak12641	177	177	157	947	1288	640	360	271	354	1591	1767	2073
peak12642	539	436	546	1460	2045	1012	505	233	297	912	1087	1043
peak12643	104	82	88	172	177	100	108	50	75	145	165	144
peak12644	107	83	84	261	305	170	91	55	67	247	221	301
peak12645	275	182	210	818	1031	537	293	148	240	650	810	839
peak12646	36	38	49	96	121	67	36	16	38	69	85	96
peak12647	186	159	191	370	464	220	191	122	151	336	413	372
peak12648	183	126	149	521	666	332	146	132	143	477	598	620
peak12649	38	36	46	122	224	97	33	35	37	111	142	138
peak12650	600	554	772	1077	1269	703	802	556	769	994	1131	1049
peak12651	2169	1717	1867	6784	9206	4325	2390	1634	2258	6437	8508	9371
peak12652	1695	1449	1710	4081	5431	2935	1796	1360	1794	3598	4733	4921
peak12653	629	578	711	2334	3181	1541	733	540	678	2124	3132	2989
peak12654	20	43	49	59	151	107	39	44	47	54	79	98
peak12655	29	30	63	199	400	254	22	25	23	133	235	272
peak12656	10	21	17	55	137	81	15	7	13	44	72	71
peak12657	7	9	17	33	67	40	7	6	9	29	52	71
peak12658	216	216	240	503	752	422	159	111	138	201	277	245
peak12659	194	168	244	561	814	437	131	96	110	308	406	329
peak12660	1139	1099	1219	3581	5455	2922	959	645	816	2491	3301	3070
peak12661	18	28	30	61	77	42	27	20	35	40	87	99
peak12662	164	126	140	718	976	512	213	189	280	784	1096	1457
peak12663	113	99	126	320	412	247	108	97	159	312	425	457
peak12664	116	80	108	453	626	349	120	100	133	472	626	773
peak12665	42	51	45	90	134	78	44	43	58	70	119	128
peak12666	103	87	93	401	555	322	112	96	190	331	588	701
peak12667	267	203	299	1049	1441	682	519	354	433	1677	2313	2277
peak12668	88	67	61	299	320	165	155	113	183	523	739	878
peak12669	19	10	16	44	53	26	30	30	43	85	157	122
peak12670	40	36	47	151	208	101	21	9	10	38	58	41
peak12671	175	168	197	628	1186	568	133	104	105	394	546	502
peak12672	192	175	219	507	585	285	265	180	250	500	692	666
peak12673	277	257	243	839	1338	651	293	246	289	797	1159	1157
peak12674	32	28	20	58	92	40	33	19	32	41	87	61
peak12675	18	21	12	80	119	78	13	14	27	96	122	114
peak12676	24	32	21	136	227	96	28	27	24	106	122	171
peak12677	484	493	470	1008	1349	648	678	379	636	890	1085	1043
peak12678	1377	1405	1446	4540	6281	3032	1632	1184	1690	4008	5229	5783
peak12679	716	585	604	1314	1938	1083	711	558	857	1164	1614	1869
peak12680	1461	1470	1955	7658	13084	6864	1825	1328	2122	8398	12229	15464
peak12681	2038	1970	2830	8234	12455	7008	2615	1865	2973	8065	10612	14033
peak12682	155	145	205	329	439	259	230	202	304	313	363	385
peak12683	166	193	232	404	514	349	179	173	208	427	548	602
peak12684	20	11	6	66	89	40	1	3	2	21	23	18
peak12685	118	94	120	401	657	331	78	70	116	332	475	581
peak12686	135	132	174	458	646	358	125	107	146	309	403	499
peak12687	124	124	174	403	517	270	134	86	135	200	316	340
peak12688	104	84	111	276	340	201	105	76	126	151	215	252
peak12689	75	96	72	133	190	124	75	58	53	109	160	131
peak12690	220	247	229	415	614	314	224	174	242	291	462	396
peak12691	94	75	69	129	158	113	77	58	76	71	84	101
peak12692	71	59	55	271	457	236	16	21	13	93	101	112
peak12693	19	11	12	74	138	59	17	9	10	64	85	87
peak12694	178	144	173	321	581	268	123	92	104	197	297	235
peak12695	228	205	248	487	636	332	190	112	156	400	408	470
peak12696	294	295	343	1137	1930	944	606	496	650	2249	2998	3351
peak12697	53	42	39	134	281	174	80	61	88	296	376	405
peak12698	194	162	150	273	374	176	129	101	140	201	265	275
peak12699	512	482	495	1726	2399	1227	432	324	491	1340	1750	2038
peak12700	108	105	131	570	891	441	61	32	36	255	297	278
peak12701	100	77	86	326	432	216	47	24	24	121	155	130
peak12702	186	159	152	596	878	468	134	90	127	335	532	564
peak12703	375	362	366	867	1251	576	337	264	305	659	895	707
peak12704	134	110	121	192	266	142	109	72	94	126	156	128
peak12705	199	166	170	517	862	460	171	114	182	519	690	693
peak12706	104	79	127	187	230	149	119	68	107	124	177	102
peak12707	30	46	40	103	180	109	34	35	41	72	135	141
peak12708	18	13	28	53	73	33	16	8	22	31	55	48
peak12709	9	15	26	47	85	45	14	16	17	34	69	75
peak12710	16	30	33	38	85	38	24	18	25	44	89	96
peak12711	15	16	24	46	124	64	16	15	22	49	88	90
peak12712	19	24	22	70	147	85	16	7	20	60	95	136
peak12713	274	262	312	794	1167	617	322	229	326	1038	1249	1526
peak12714	725	705	883	3666	5353	2810	857	734	994	4030	5488	6916
peak12715	181	193	251	589	625	329	291	217	321	450	679	646
peak12716	264	204	269	857	1217	615	301	222	323	837	1205	1267
peak12717	122	109	131	189	260	126	102	74	117	165	242	200
peak12718	26	23	23	52	63	50	31	21	32	50	72	80
peak12719	23	23	30	139	252	120	32	17	26	144	168	195
peak12720	29	19	22	60	140	92	35	19	28	94	117	131
peak12721	31	19	18	75	154	86	28	23	31	94	114	87
peak12722	11	11	9	58	56	29	31	33	49	109	127	180
peak12723	132	85	113	204	335	249	78	67	79	156	245	209
peak12724	74	82	104	162	221	133	42	28	68	71	113	177
peak12725	48	35	38	136	168	131	21	17	43	59	89	116
peak12726	41	32	22	76	131	83	14	11	24	39	47	55
peak12727	11	20	11	67	100	59	9	8	10	27	45	42
peak12728	4	3	3	36	31	16	21	9	11	49	56	72
peak12729	274	224	203	783	1264	686	149	125	119	458	567	600
peak12730	1064	999	1144	2640	3555	1668	899	613	765	1530	1850	1732
peak12731	79	88	55	202	416	251	39	35	44	194	194	239
peak12732	300	280	250	800	1255	751	295	239	343	725	984	1069
peak12733	230	187	203	467	759	405	234	203	249	478	656	722
peak12734	97	82	136	355	540	305	122	84	141	450	645	611
peak12735	27	16	21	56	63	44	37	16	40	78	85	72
peak12736	57	42	34	110	126	77	54	33	32	87	78	84
peak12737	18	13	15	95	113	63	9	8	9	33	34	50
peak12738	30	39	35	84	132	84	28	17	21	58	55	52
peak12739	78	67	111	192	259	141	54	45	57	107	168	141
peak12740	6	4	4	11	16	10	19	3	22	25	25	61
peak12741	6	4	6	10	37	20	23	16	26	45	53	85
peak12742	15	5	9	33	50	37	27	21	32	93	122	153
peak12743	6	5	1	19	31	16	15	9	20	54	56	87
peak12744	61	38	24	119	167	57	14	5	3	42	14	24
peak12745	58	32	43	176	198	94	13	11	9	52	30	31
peak12746	44	49	36	105	129	79	39	9	20	65	74	59
peak12747	41	35	46	76	128	49	39	19	20	48	73	47
peak12748	124	78	79	169	276	157	95	57	66	141	164	166
peak12749	343	271	220	698	925	442	182	128	150	393	421	387
peak12750	13	8	7	66	64	41	4	1	1	15	8	13
peak12751	83	54	71	141	186	91	46	29	45	77	97	109
peak12752	181	95	99	497	635	331	80	70	78	278	307	271
peak12753	35	23	36	145	157	62	22	17	33	54	78	81
peak12754	40	28	18	118	141	70	25	15	25	54	54	67
peak12755	102	74	68	220	240	111	60	44	45	113	92	135
peak12756	27	14	14	74	75	33	18	8	9	21	21	26
peak12757	17	15	16	121	95	46	10	2	9	42	43	45
peak12758	28	14	23	83	99	53	6	7	5	21	22	27
peak12759	9	2	4	52	61	53	7	0	4	28	21	20
peak12760	51	28	29	180	197	118	11	10	9	58	41	52
peak12761	101	101	59	146	223	76	109	48	88	133	158	168
peak12762	6	8	2	26	31	14	25	19	34	43	63	118
peak12763	43	43	30	79	117	56	44	24	55	73	80	116
peak12764	8	12	9	31	67	40	22	17	28	38	64	87
peak12765	7	12	11	19	57	23	18	9	17	33	77	73
peak12766	44	41	24	50	99	59	41	25	48	68	100	97
peak12767	18	11	10	50	72	57	14	11	20	48	64	82
peak12768	45	37	57	150	209	111	49	37	61	124	144	233
peak12769	26	34	23	59	95	39	30	18	39	49	74	81
peak12770	286	194	209	567	758	398	245	161	237	472	599	747
peak12771	55	55	68	117	160	85	80	74	102	110	168	162
peak12772	55	71	72	133	169	80	109	85	134	144	182	169
peak12773	13	13	12	79	126	59	36	27	42	133	165	192
peak12774	20	21	21	54	81	42	20	18	28	97	97	124
peak12775	18	17	12	81	128	64	43	22	49	155	180	214
peak12776	42	34	38	115	168	102	31	18	11	54	56	66
