control_input	control_input.1	control_input.2	control_IP	control_IP.1	control_IP.2	treatment_input	treatment_input.1	treatment_input.2	treatment_IP	treatment_IP.1	treatment_IP.2
peak2131	10	14	5	40	57	23	23	18	10	75	140	107
peak2132	16	13	12	45	55	21	30	24	21	59	111	94
peak2133	36	37	32	85	168	97	25	25	37	52	114	99
peak2134	108	97	106	197	375	166	88	77	79	147	184	180
peak2135	231	225	242	562	1007	468	176	169	227	349	551	602
peak2136	986	990	1162	3681	6241	3243	829	671	984	2697	4146	4503
peak2137	220	205	266	437	776	420	220	114	259	280	516	580
peak2138	139	155	203	322	558	292	137	118	176	202	462	536
peak2139	154	133	189	265	452	278	129	94	151	221	264	334
peak2140	178	134	197	435	645	375	119	108	171	311	436	473
peak2141	178	133	156	348	634	387	145	108	180	209	439	468
peak2142	187	151	214	656	1125	642	144	120	204	510	831	967
peak2143	86	83	87	250	384	229	68	56	90	177	221	340
peak2144	157	117	205	468	694	376	144	99	160	275	411	531
peak2145	44	48	95	201	252	168	50	31	61	134	187	219
peak2146	449	533	429	1216	1890	1002	655	469	590	1267	1646	1506
peak2147	39	24	24	90	100	54	94	60	105	228	212	324
peak2148	25	14	16	92	82	49	59	48	73	183	192	248
peak2149	8	6	15	29	40	15	35	22	25	69	51	85
peak2150	40	43	46	155	216	116	48	34	66	134	154	238
peak2151	6	5	3	36	88	35	0	1	3	24	31	22
peak2152	357	346	374	1336	2155	1084	478	316	450	1415	1805	2097
peak2153	223	267	276	619	971	457	309	171	255	641	797	812
peak2154	62	61	60	128	182	101	87	59	97	139	167	158
peak2155	147	135	172	513	797	409	345	253	403	923	1244	1397
peak2156	340	249	306	612	860	479	751	495	774	1038	1359	1506
peak2157	72	90	127	175	284	133	221	164	242	402	469	579
peak2158	100	85	106	271	503	296	78	74	87	219	298	287
peak2159	432	418	555	1147	1891	1067	350	246	404	733	744	1101
peak2160	151	122	197	300	351	181	141	79	133	213	296	255
peak2161	437	401	411	1090	1343	734	360	248	331	709	847	984
peak2162	199	177	148	327	422	226	145	84	156	223	233	259
peak2163	253	228	202	589	865	503	172	129	188	370	460	518
peak2164	4	3	5	39	81	40	1	5	3	21	28	29
peak2165	88	54	82	265	372	238	84	50	64	160	202	194
peak2166	4401	3554	3296	11039	14770	6863	3784	3317	5025	8608	11511	13744
peak2167	167	159	158	873	1425	766	115	44	79	457	364	570
peak2168	103	70	83	164	223	122	68	22	47	63	61	99
peak2169	146	114	114	316	481	292	67	78	76	208	249	248
peak2170	189	155	157	502	709	409	104	90	115	264	290	308
peak2171	13	7	7	45	70	65	10	5	11	52	48	49
peak2172	186	162	145	737	1127	729	115	86	122	519	579	606
peak2173	125	117	86	328	584	327	62	56	74	224	268	238
peak2174	781	706	590	1461	2372	1270	824	559	769	1802	2218	2321
peak2175	24	15	17	98	114	66	31	13	22	106	133	116
peak2176	466	469	655	1412	2573	1453	241	173	228	665	762	733
peak2177	451	447	577	637	1212	734	189	132	171	325	456	384
peak2178	331	338	444	1837	3184	1670	142	101	117	814	935	846
peak2179	118	118	111	212	392	199	44	40	34	78	95	86
peak2180	50	50	45	95	238	118	14	17	16	53	68	58
peak2181	148	166	127	240	456	259	64	60	51	95	121	113
peak2182	371	382	459	736	1154	588	329	252	448	609	878	914
peak2183	112	102	105	205	436	222	90	65	120	175	314	434
peak2184	63	61	61	134	222	144	48	39	56	90	159	196
peak2185	323	305	364	778	1215	703	278	188	328	561	792	726
peak2186	64	60	52	131	206	106	37	37	33	96	122	104
peak2187	618	788	984	1177	2001	987	481	328	487	692	923	1010
peak2188	117	103	107	199	285	143	134	86	110	187	211	251
peak2189	10	12	14	42	97	67	4	2	2	16	19	21
peak2190	19	22	46	62	117	74	22	21	22	68	91	91
peak2191	25	14	26	143	203	105	47	44	36	204	263	214
peak2192	55	47	63	97	128	76	50	34	32	61	81	52
peak2193	130	125	108	349	510	286	138	93	127	295	368	335
peak2194	73	60	83	185	235	168	53	42	73	159	185	230
peak2195	89	60	64	146	217	128	58	43	78	146	160	195
peak2196	30	31	33	67	136	69	7	5	16	20	26	28
peak2197	42	27	26	133	180	92	63	34	76	197	266	282
peak2198	187	141	213	521	675	409	390	303	511	759	976	1309
peak2199	64	42	52	163	175	114	121	91	126	213	318	379
peak2200	1	0	0	0	0	0	9	19	20	23	70	79
peak2201	182	137	147	439	618	451	297	248	549	840	1258	1806
peak2202	114	96	107	262	397	248	278	222	386	465	798	1206
peak2203	123	86	124	286	329	241	254	207	380	439	646	904
peak2204	300	256	208	1096	1611	1036	538	502	745	1907	3083	3840
peak2205	69	72	79	228	348	223	152	117	193	332	631	660
peak2206	15	7	4	30	56	40	10	17	21	58	86	131
peak2207	11	17	11	67	88	50	11	5	18	45	44	51
peak2208	24	24	43	64	46	30	35	12	28	22	27	20
peak2209	170	177	209	706	1172	585	123	82	85	419	503	565
peak2210	335	341	367	1720	2845	1472	233	164	192	1061	1332	1344
peak2211	54	41	40	152	286	146	41	19	35	117	171	159
peak2212	99	98	102	256	363	189	80	49	84	190	245	250
peak2213	343	388	325	1520	2645	1314	161	118	153	645	831	988
peak2214	57	47	39	98	150	90	37	18	34	55	69	96
peak2215	28	13	18	61	110	70	12	10	14	61	42	63
peak2216	40	40	47	123	190	130	34	19	31	82	116	118
peak2217	46	31	39	123	195	132	22	17	33	59	96	83
peak2218	9	8	25	51	78	64	13	16	19	18	49	41
peak2219	48	28	42	74	109	98	52	48	60	83	148	140
peak2220	59	69	52	117	152	111	89	87	164	166	242	256
peak2221	49	46	94	93	91	54	57	45	40	53	64	39
peak2222	92	115	96	251	357	194	94	55	72	218	233	199
peak2223	109	83	82	176	221	118	92	60	55	121	125	128
peak2224	56	58	41	98	127	67	56	31	21	77	78	67
peak2225	69	60	48	141	162	105	59	39	32	94	115	86
peak2226	90	71	68	135	183	123	76	41	35	98	116	80
peak2227	75	43	68	150	230	140	58	40	39	111	152	125
peak2228	134	86	99	289	369	237	103	49	64	206	226	205
peak2229	280	208	201	795	1023	535	214	137	156	500	641	536
peak2230	197	156	211	579	800	478	182	128	113	442	539	380
peak2231	59	46	43	139	212	120	41	26	38	83	95	50
peak2232	55	60	59	155	230	141	53	35	38	79	110	77
peak2233	1595	1345	1281	4194	5863	2939	2278	1574	1743	5033	6414	5458
peak2234	1	1	0	1	3	0	100	63	77	123	145	148
peak2235	0	3	1	0	3	0	98	70	89	176	189	170
peak2236	186	180	132	390	739	423	91	105	128	301	345	332
peak2237	112	102	133	340	641	321	63	44	54	188	203	268
peak2238	41	27	23	83	86	48	70	33	56	78	128	105
peak2239	1539	1339	1280	3066	4329	2352	2011	1755	2379	3582	5543	5839
peak2240	726	582	583	2542	3628	1604	879	605	635	2938	3659	3098
peak2241	131	119	137	326	499	227	177	180	218	373	534	563
peak2242	438	472	641	1345	2186	1181	517	448	528	1323	1830	1898
peak2243	291	319	410	614	924	469	334	245	354	462	739	567
peak2244	1092	1261	1466	5381	9200	4804	1208	1066	1394	4728	7527	7504
peak2245	253	245	307	900	1530	881	209	218	243	798	1139	997
peak2246	214	224	317	538	725	358	420	270	375	621	810	839
peak2247	1600	1250	1274	4376	6725	3863	1839	1366	1671	6736	7549	8238
peak2248	24	34	28	53	106	45	32	34	42	67	83	124
peak2249	86	76	106	403	596	300	135	107	126	415	675	758
peak2250	14	12	9	53	82	57	17	13	18	59	91	68
peak2251	35	28	26	111	150	84	35	29	30	124	180	165
peak2252	50	141	175	206	686	369	1498	1858	2394	3699	7709	7293
peak2253	40	70	62	56	182	80	675	819	1024	994	2092	1771
peak2254	279	246	257	446	914	431	320	227	313	485	838	759
peak2255	435	377	418	1157	1897	1005	458	370	407	1230	1726	1610
peak2256	141	122	141	195	324	197	186	144	179	218	301	298
peak2257	38	29	49	89	144	72	37	34	37	89	108	117
peak2258	69	73	62	198	283	142	86	52	107	178	247	283
peak2259	172	163	185	715	953	523	149	111	132	491	561	539
peak2260	493	417	358	852	1040	453	464	266	377	645	757	757
peak2261	99	85	110	317	551	316	83	68	73	304	302	339
peak2262	273	205	251	510	659	332	282	176	221	419	512	388
peak2263	513	475	502	1842	2508	1272	575	391	479	1406	1854	1767
peak2264	124	113	139	406	605	277	147	100	125	344	444	415
peak2265	123	103	113	252	354	172	134	110	143	231	314	283
peak2266	97	112	89	198	272	136	94	61	83	137	162	159
peak2267	34	33	36	76	122	51	57	36	47	95	116	147
peak2268	108	106	79	590	939	440	129	78	146	685	794	1111
peak2269	90	72	70	134	172	83	103	72	108	127	156	174
peak2270	801	775	802	1734	2856	1538	716	749	1004	1767	2313	3080
peak2271	3988	3638	2750	7060	10937	5190	3446	2692	3923	6532	9068	11047
peak2272	100	124	187	260	294	168	143	116	96	199	232	252
peak2273	229	226	277	1175	1975	914	240	204	237	1126	1599	1702
peak2274	178	150	159	756	993	406	292	159	179	1135	1264	1128
peak2275	381	302	350	1496	2001	981	647	459	642	2153	2535	2678
peak2276	127	115	135	286	385	226	208	167	256	404	534	597
peak2277	73	51	61	160	251	129	113	81	124	268	378	413
peak2278	125	108	116	213	300	171	136	123	117	193	291	240
peak2279	205	169	182	341	481	209	212	159	186	317	457	385
peak2280	351	285	368	772	1073	595	307	204	280	526	650	699
peak2281	409	306	423	696	917	520	340	230	306	536	584	534
peak2282	77	78	66	175	231	101	146	102	148	189	198	244
peak2283	41	44	50	107	173	88	80	54	79	115	154	145
peak2284	72	77	75	205	230	108	123	101	147	201	247	225
peak2285	90	63	58	230	366	180	115	80	130	327	426	425
peak2286	231	191	192	536	955	497	140	108	161	326	472	509
peak2287	18	10	13	56	83	44	9	4	14	59	81	91
peak2288	142	147	130	349	412	186	165	76	104	241	309	221
peak2289	163	128	160	273	341	168	69	38	53	133	141	126
peak2290	80	76	81	156	261	143	157	87	155	241	302	355
peak2291	376	354	403	1285	1743	909	630	381	542	1579	1920	1973
peak2292	58	34	36	122	152	87	49	19	21	99	93	88
peak2293	71	51	64	122	154	94	68	50	71	114	148	119
peak2294	229	197	265	279	469	260	206	176	253	292	460	513
peak2295	192	165	126	415	621	358	115	87	108	294	318	312
peak2296	121	79	107	376	512	261	80	79	64	274	349	301
peak2297	84	75	110	161	202	111	82	46	80	147	211	173
peak2298	81	60	63	131	187	83	92	61	124	167	236	272
peak2299	49	49	53	92	181	113	39	46	75	104	164	156
peak2300	7501	6620	7152	42027	68272	34440	5779	4348	5993	38379	45358	56327
peak2301	807	711	909	1933	2737	1435	722	464	725	1241	1665	1618
peak2302	1434	1347	1481	4743	6593	3504	1290	813	1306	3397	4097	4900
peak2303	597	577	689	1650	2306	1148	477	393	533	1037	1207	1542
peak2304	78	52	45	183	253	149	71	30	36	222	185	196
peak2305	46	40	44	136	216	101	41	36	23	77	128	98
peak2306	240	214	161	610	779	411	1833	1284	1825	4576	5972	5948
peak2307	3	9	4	16	18	10	51	31	42	66	72	93
peak2308	32	31	64	115	162	113	141	111	173	373	551	590
peak2309	24	31	24	114	176	84	46	39	55	118	246	175
peak2310	43	53	43	153	277	168	79	49	80	201	299	309
peak2311	148	135	234	471	597	348	246	135	231	396	569	588
peak2312	58	49	73	215	347	194	83	52	87	234	306	343
peak2313	132	116	118	342	565	360	132	123	150	310	525	503
peak2314	379	403	363	796	1286	600	475	439	589	759	947	924
peak2315	337	300	300	751	1289	688	333	313	415	761	1311	1246
peak2316	115	99	88	214	293	143	82	77	68	148	154	158
peak2317	87	47	50	139	176	110	47	43	60	97	103	133
peak2318	397	256	329	882	1317	731	294	193	326	611	814	987
peak2319	151	142	113	224	346	218	107	52	119	178	196	221
peak2320	373	309	440	1080	1392	746	336	280	413	1040	1287	1637
peak2321	367	245	247	647	1006	692	207	178	221	710	815	966
peak2322	154	119	128	248	320	216	147	100	146	193	255	281
peak2323	333	264	309	1214	1711	946	308	227	328	1014	1407	1581
peak2324	53	50	37	74	120	91	21	13	11	15	27	8
peak2325	9	21	13	47	85	68	6	6	4	13	19	15
peak2326	25	26	30	74	108	90	6	6	8	17	17	14
peak2327	75	74	73	235	423	275	21	14	19	101	79	41
peak2328	13	13	13	17	26	11	30	33	50	89	135	142
peak2329	45	34	40	50	80	78	43	25	47	102	92	143
peak2330	157	148	167	374	635	513	261	237	437	727	994	1257
peak2331	66	54	66	183	306	238	104	84	158	311	448	510
peak2332	18	14	9	41	44	27	22	11	11	25	43	63
peak2333	8	8	9	51	107	62	16	7	15	58	85	124
peak2334	199	172	174	583	978	559	234	153	214	586	821	928
peak2335	250	251	298	575	738	362	260	206	312	410	614	502
peak2336	62	43	32	107	122	57	103	79	119	120	256	303
peak2337	253	217	189	686	1079	550	175	101	116	485	462	493
peak2338	320	288	372	542	857	466	424	336	449	572	889	692
peak2339	67	93	96	213	364	172	114	78	109	316	410	401
peak2340	511	479	534	1275	1961	885	1372	1057	1532	2363	3775	3659
peak2341	103	100	81	217	313	137	1266	1088	1533	3245	4525	6006
peak2342	244	220	223	545	856	377	2893	2148	3613	8029	11221	14634
peak2343	108	101	137	254	416	184	106	79	125	225	318	298
peak2344	53	42	49	120	148	82	35	37	45	89	95	114
peak2345	64	56	55	140	191	112	39	31	36	83	119	108
peak2346	215	193	211	506	872	495	187	121	187	372	613	607
peak2347	185	170	173	409	762	384	147	110	145	352	534	580
peak2348	93	101	75	203	342	149	94	58	89	135	204	238
peak2349	13	21	14	44	64	32	14	13	16	46	82	77
peak2350	108	95	98	430	660	342	139	107	134	397	584	580
peak2351	4	1	2	9	12	4	9	13	19	49	99	91
peak2352	212	198	222	742	1020	562	133	105	120	357	418	409
peak2353	813	924	1039	3245	5630	3123	494	307	338	1465	1686	1578
peak2354	290	300	327	890	1627	947	166	97	101	438	515	462
peak2355	1635	1236	1564	4447	5091	2533	2154	1013	1400	4528	4792	4566
peak2356	1301	826	845	3611	3994	1846	1231	621	793	2876	2801	2557
peak2357	178	172	228	452	442	246	221	130	133	390	342	299
peak2358	80	39	60	284	368	172	61	28	35	221	165	178
peak2359	132	141	165	302	450	308	131	76	145	189	256	327
peak2360	250	248	269	513	733	438	189	155	203	365	472	570
peak2361	281	332	318	799	1337	759	225	162	230	735	803	1011
peak2362	399	435	525	1442	2145	1201	459	261	413	1177	1424	1739
peak2363	114	109	161	417	655	386	150	75	126	355	433	585
peak2364	130	104	131	221	351	222	87	79	95	153	213	232
peak2365	1304	1176	1403	3637	5767	3222	1107	969	1183	3362	5148	4718
peak2366	3365	3023	3504	11148	18397	9507	3388	2838	3547	10591	15872	15953
peak2367	2414	2093	2183	7606	11720	6053	2443	1996	2479	6522	9613	9046
peak2368	1098	977	1063	2153	3245	1797	1064	905	1078	1724	2526	2490
peak2369	1376	1136	1211	2091	2953	1694	1187	1033	1480	1604	2510	2770
peak2370	860	697	683	1854	2795	1714	732	656	888	1590	2355	2703
peak2371	985	770	893	1745	2605	1543	921	810	1143	1514	2136	2534
peak2372	1353	1127	1322	3045	4646	3163	1339	1134	1691	2880	4184	5048
peak2373	529	446	531	1041	1534	1054	501	433	760	901	1385	1770
peak2374	778	650	781	1855	2654	1697	812	639	1043	1746	2436	3150
peak2375	597	493	639	1174	1658	1126	645	555	921	1154	1635	2067
peak2376	578	422	492	1224	1832	1282	599	403	758	1283	1750	2282
peak2377	380	330	389	692	893	659	381	321	580	606	853	1075
peak2378	493	412	472	707	895	614	548	396	804	556	707	1038
peak2379	750	598	822	1323	1803	1358	833	623	1189	1403	1683	2608
peak2380	375	297	473	919	1255	947	349	275	480	873	1188	1509
peak2381	1025	827	1120	3002	4526	3150	1006	758	1406	3360	4437	6482
peak2382	61	47	50	219	252	141	62	29	27	147	143	125
peak2383	199	170	196	556	845	416	138	79	122	446	495	520
peak2384	140	125	135	337	491	246	106	70	84	219	237	236
peak2385	295	347	453	736	991	520	370	238	366	547	777	809
peak2386	411	319	326	748	1081	493	343	203	240	530	659	594
peak2387	199	141	171	550	696	337	196	132	134	511	578	480
peak2388	206	155	185	423	494	216	238	124	149	307	346	282
peak2389	96	112	108	319	521	263	120	71	109	273	328	332
peak2390	131	120	149	377	525	287	130	102	121	262	354	325
peak2391	66	47	72	190	286	160	55	48	52	163	187	178
peak2392	442	414	357	719	1037	613	415	291	409	654	802	859
peak2393	621	596	661	2252	3389	1691	473	306	362	1496	1509	1532
peak2394	1010	790	755	2715	3630	1776	1270	847	993	3376	3949	3958
peak2395	217	117	154	717	563	263	247	110	160	603	544	476
peak2396	805	683	677	1667	2268	1228	715	467	621	1554	1866	1865
peak2397	3071	2783	3347	8916	12805	6780	3288	2175	2914	8397	9066	10838
peak2398	33	44	34	72	122	66	53	28	57	98	99	133
peak2399	71	60	71	177	199	108	75	50	60	107	109	89
peak2400	101	81	91	252	350	190	118	72	70	177	160	186
peak2401	96	84	70	248	338	174	100	50	68	185	221	189
peak2402	143	137	108	388	622	340	83	56	56	285	271	229
peak2403	220	188	190	308	486	234	302	203	261	380	508	561
peak2404	1472	1544	1694	3315	4806	2499	2304	1705	2498	3231	4606	4600
peak2405	408	345	371	588	773	458	411	311	401	586	744	739
peak2406	79	63	74	126	215	157	63	70	99	169	210	215
peak2407	178	177	202	237	316	189	233	173	243	231	363	299
peak2408	45	48	68	104	166	108	62	62	79	150	186	245
peak2409	210	220	256	1247	1807	919	331	251	389	1587	2212	2550
peak2410	73	73	75	190	227	147	100	49	88	186	248	329
peak2411	56	23	46	90	121	59	61	35	60	90	112	101
peak2412	53	48	58	126	148	105	75	52	64	136	192	216
peak2413	203	154	162	336	461	252	260	188	252	398	534	572
peak2414	36	49	65	133	156	110	73	49	105	164	241	235
peak2415	183	161	202	595	931	511	219	215	278	630	990	1056
peak2416	58	53	63	84	139	72	40	18	23	42	43	46
peak2417	114	83	87	401	623	327	44	29	56	207	237	263
peak2418	171	126	180	453	635	286	207	80	129	404	476	341
peak2419	153	142	154	262	316	144	194	138	143	223	180	159
peak2420	1021	677	694	2190	2767	1309	860	596	710	1719	2047	1969
peak2421	90	77	98	201	355	126	108	71	90	223	315	288
peak2422	24	41	58	104	124	54	51	23	31	110	99	100
peak2423	76	74	68	169	160	93	69	50	50	110	135	123
peak2424	122	98	118	213	253	119	95	92	90	198	247	224
peak2425	397	307	312	451	571	347	325	301	343	466	550	539
peak2426	63	45	54	139	147	67	66	26	40	103	161	112
peak2427	394	454	630	783	1213	615	421	289	335	621	668	711
peak2428	283	321	390	551	644	370	256	152	181	286	381	310
peak2429	111	108	131	276	440	229	153	95	108	322	483	474
peak2430	290	285	342	666	714	396	383	166	289	431	641	468
peak2431	510	447	470	1209	1650	901	476	338	417	909	1135	1264
peak2432	61	46	68	168	263	118	51	50	78	155	190	225
peak2433	902	963	1144	4020	6673	3213	1311	1093	1575	4663	7013	7595
peak2434	1170	1127	1287	4376	6736	3273	1539	1185	1848	4521	6380	7076
peak2435	1233	1239	1492	2749	4096	1927	1812	1394	2000	2748	3923	4052
peak2436	240	192	218	833	1095	569	355	267	305	886	1185	1111
peak2437	141	96	92	187	269	115	114	96	128	115	186	214
peak2438	116	82	114	211	242	148	89	74	70	133	256	206
peak2439	99	82	98	193	252	131	96	55	95	154	252	217
peak2440	7	2	4	12	12	7	760	661	848	1272	2044	2126
peak2441	8	5	5	24	14	15	818	650	893	1842	2716	2805
peak2442	273	233	240	541	703	313	346	214	267	515	632	583
peak2443	78	91	117	213	224	123	112	82	102	151	207	145
peak2444	29	24	40	119	237	125	30	16	21	109	122	133
peak2445	381	335	456	1621	2477	1303	219	68	105	650	601	565
peak2446	80	90	111	254	475	240	42	32	54	121	157	166
peak2447	99	116	144	180	322	175	44	33	46	88	98	109
peak2448	104	91	134	233	435	238	57	46	64	117	163	184
peak2449	209	162	189	638	867	424	297	220	353	744	870	1079
peak2450	125	120	119	172	190	83	228	146	243	526	751	970
peak2451	39	49	74	138	217	98	92	60	91	112	151	136
peak2452	6	1	2	9	7	3	36	24	53	92	129	183
peak2453	108	115	101	242	304	183	129	87	135	221	219	248
peak2454	187	183	170	393	748	367	198	148	222	419	736	659
peak2455	286	219	218	414	476	227	326	205	259	453	551	590
peak2456	869	753	712	1332	1673	865	1097	693	984	1326	1778	1526
peak2457	107	123	166	263	500	277	126	84	98	298	350	353
peak2458	1347	1338	1200	4459	6759	3094	3323	2516	3944	9088	12367	14326
peak2459	92	89	88	209	345	199	174	147	243	297	532	552
peak2460	17	18	24	62	94	63	58	66	123	218	499	608
peak2461	4	10	2	14	30	17	20	23	50	70	179	255
peak2462	303	243	340	978	1521	735	514	371	573	1391	1911	2158
peak2463	170	123	171	465	693	346	224	191	259	583	858	863
peak2464	1067	506	565	1748	1270	599	715	358	597	1301	1263	1479
peak2465	1103	566	642	1945	1288	705	849	439	727	1256	1235	1290
peak2466	859	443	488	1702	1393	762	682	398	571	1012	925	1130
peak2467	591	355	346	2098	1820	1023	436	246	405	1157	952	1214
peak2468	30	26	20	100	187	88	31	57	60	224	363	388
peak2469	3805	2355	1585	4650	5469	3154	2019	2110	2137	3536	4868	4037
peak2470	7759	5459	5109	25787	30425	14737	6743	5149	6288	21339	30563	27934
peak2471	583	541	542	1361	2138	1094	686	484	689	1323	2101	2164
peak2472	72	94	127	244	299	127	124	77	106	225	290	260
peak2473	234	239	280	446	629	248	219	160	177	391	461	412
peak2474	570	458	561	1245	1691	825	558	320	479	931	1187	1012
peak2475	297	304	448	767	915	509	368	228	330	638	723	698
peak2476	834	770	845	1981	2453	1481	847	573	691	1714	2020	2126
peak2477	953	836	856	1720	2401	1479	823	604	719	1649	1865	2025
peak2478	1639	1283	1303	2223	2970	1846	1253	961	1066	2185	2365	2238
peak2479	205	227	282	447	712	314	223	176	196	386	585	579
peak2480	362	308	285	1117	1630	773	517	411	541	1495	1993	2070
peak2481	404	315	422	881	1097	557	632	442	597	1089	1435	1231
peak2482	303	274	341	966	1170	639	520	397	531	1187	1476	1642
peak2483	702	554	766	2531	3653	2015	839	576	855	2318	3042	3670
peak2484	487	429	452	1932	2969	1534	532	362	500	1904	2594	2828
peak2485	144	135	134	272	426	212	157	133	191	271	369	384
peak2486	312	287	342	949	1360	655	390	263	384	880	1145	1010
peak2487	217	210	218	697	1225	664	349	401	576	1282	1907	2524
peak2488	53	47	40	158	221	114	79	54	77	228	261	244
peak2489	235	213	230	771	1103	546	293	185	278	716	968	928
peak2490	133	93	172	322	418	243	154	91	125	301	414	381
peak2491	12	14	12	28	32	24	31	24	35	56	113	110
peak2492	18	14	20	52	53	36	47	34	55	91	163	151
peak2493	234	190	238	936	1299	704	636	546	791	1948	2893	2956
peak2494	154	112	162	697	1034	505	347	323	436	1739	2600	2816
peak2495	112	95	99	242	285	166	314	243	364	426	610	588
peak2496	91	75	117	376	502	271	290	203	308	726	1039	1097
peak2497	2649	2326	2310	14210	18229	8248	3864	3678	5374	13029	16348	18204
peak2498	234	190	186	402	515	253	352	220	416	473	621	671
peak2499	944	858	842	2042	2950	1354	1392	983	1506	2495	2893	3224
peak2500	770	775	842	3297	5003	2327	1367	868	1371	4517	5353	7000
peak2501	356	366	416	1537	2271	1109	597	434	611	2401	2789	3739
peak2502	274	361	418	1018	1606	813	734	594	913	1788	3209	3221
peak2503	857	832	958	2088	2444	1270	1121	783	1074	1727	2230	2226
peak2504	347	326	391	713	889	470	376	260	340	588	889	959
peak2505	237	236	194	437	502	242	289	191	234	343	450	460
peak2506	65	61	77	142	233	149	44	30	50	110	140	158
peak2507	28	31	41	78	105	70	30	17	38	59	98	92
peak2508	52	55	121	198	229	143	81	52	68	132	193	179
peak2509	100	101	161	257	379	199	112	75	80	171	260	234
peak2510	4356	3442	3823	37329	49995	23091	3988	2292	3513	32376	33814	39807
peak2511	8767	6466	6208	40169	50899	23785	7824	4591	6624	33334	33603	39469
peak2512	1606	1413	1863	5830	6546	3359	1767	941	1426	4637	5064	5513
peak2513	689	624	695	2007	2690	1432	729	424	585	1816	2089	2338
peak2514	570	491	615	1123	1329	697	662	358	526	848	923	836
peak2515	56	36	37	166	211	112	32	28	23	110	151	127
peak2516	112	81	85	243	329	161	78	48	70	183	178	165
peak2517	13	19	26	83	182	92	6	1	7	18	23	37
peak2518	56	56	46	143	173	93	30	28	15	50	53	60
peak2519	103	64	72	195	226	112	55	21	29	107	102	80
peak2520	64	56	79	106	129	51	111	54	75	85	114	79
peak2521	63	46	60	58	79	38	80	38	54	60	95	53
peak2522	185	216	279	597	823	444	163	103	148	329	479	476
peak2523	275	235	298	728	1232	694	164	138	193	475	644	625
peak2524	156	133	167	277	290	178	119	101	117	92	137	122
peak2525	431	418	397	1172	1855	859	404	329	436	836	1191	1142
peak2526	107	96	87	361	566	291	79	38	60	176	203	212
peak2527	22	15	18	91	137	90	11	10	8	37	36	45
peak2528	71	59	61	122	177	105	77	42	49	99	174	129
peak2529	71	47	56	139	184	92	47	27	45	60	74	73
peak2530	240	216	283	517	578	291	231	142	174	354	368	284
peak2531	352	311	404	784	1079	529	339	216	263	568	615	611
peak2532	1935	1739	1938	9896	14318	6712	2069	1219	1581	8425	9431	9216
peak2533	687	574	733	1836	2224	1107	718	400	482	1352	1483	1211
peak2534	308	251	245	583	790	344	210	110	161	375	369	398
peak2535	59	41	78	145	134	97	81	39	61	127	100	109
peak2536	42	29	53	105	86	53	57	22	33	94	90	109
peak2537	91	74	128	218	255	162	158	107	155	243	261	263
peak2538	146	136	144	367	591	344	196	170	253	432	686	820
peak2539	277	231	230	391	613	342	324	234	358	572	764	829
peak2540	302	266	304	562	830	495	428	310	485	589	903	900
peak2541	218	193	231	404	694	400	290	240	312	488	726	792
peak2542	201	221	299	518	714	371	180	138	186	341	392	384
peak2543	110	103	136	251	316	146	129	76	106	165	227	207
peak2544	532	489	465	1533	2207	1033	678	489	650	1528	2314	2097
peak2545	81	76	68	87	166	101	155	225	242	215	476	357
peak2546	149	156	183	568	1115	533	339	459	565	1106	2272	2243
peak2547	11	17	33	49	47	31	26	32	51	57	127	135
peak2548	12	13	20	36	41	23	42	23	36	70	83	76
peak2549	30	36	24	81	134	63	87	65	61	183	244	232
peak2550	104	70	70	222	286	124	87	57	66	176	206	216
peak2551	173	198	204	421	677	298	229	186	221	403	626	585
peak2552	628	543	444	778	1076	499	483	314	366	519	632	513
peak2553	58	57	76	132	137	87	41	31	37	69	93	82
peak2554	26	21	30	115	121	54	11	5	2	31	16	12
peak2555	129	105	137	601	778	319	1103	758	1038	4273	5521	6168
peak2556	68	53	68	84	90	63	545	384	518	702	892	824
peak2557	428	288	285	1041	1169	494	390	193	308	690	691	713
peak2558	274	142	139	663	909	485	170	88	108	713	611	796
peak2559	133	114	110	288	415	217	259	202	248	616	946	899
peak2560	47	56	67	100	103	44	88	66	81	116	227	180
peak2561	30	41	43	90	90	43	61	36	59	88	94	90
peak2562	26	30	29	149	214	148	13	10	15	86	114	114
peak2563	66	64	56	208	352	176	28	28	43	132	190	180
peak2564	3049	2920	2831	11279	17623	8627	2334	1557	1967	7189	8745	8587
peak2565	92	100	92	183	266	144	85	51	81	164	244	246
peak2566	173	158	215	351	573	305	158	94	139	211	334	336
peak2567	131	111	123	159	286	149	120	72	78	100	153	174
peak2568	165	165	160	336	497	216	121	68	103	183	235	240
peak2569	3	1	1	4	3	2	17	15	24	29	43	61
peak2570	5	2	1	15	15	3	41	31	63	136	167	192
peak2571	22	12	23	34	51	38	32	35	49	81	108	139
peak2572	27	17	27	74	65	48	28	22	26	62	97	76
peak2573	11	6	7	60	59	27	13	19	17	54	60	73
peak2574	58	42	48	170	238	160	55	53	60	137	203	192
peak2575	154	124	148	350	438	191	136	138	182	275	394	396
peak2576	46	43	53	110	114	83	55	54	51	77	126	113
peak2577	66	50	74	189	332	171	61	58	75	227	304	311
peak2578	18	16	17	84	125	55	46	62	71	208	319	350
peak2579	357	273	322	1154	1738	809	668	634	878	1725	2573	2555
peak2580	1548	1286	1504	8214	10813	5009	3411	2727	3897	14933	21096	24148
