control_input	control_input.1	control_IP	control_IP.1	treatment_input	treatment_input.1	treatment_IP	treatment_IP.1
peak384	389	262	566	241	149	148	173	202
peak385	773	488	1288	810	359	324	388	460
peak386	64	82	131	267	54	60	247	362
peak387	4781	3347	4686	2684	1383	1477	1618	1843
peak388	3216	2123	2094	1690	873	885	938	1126
peak389	4637	3758	1784	1484	1208	1339	892	1066
peak390	1166	855	1875	1144	512	487	609	733
peak391	3662	2621	1951	1478	1266	1200	1238	1288
peak392	85	60	86	162	77	69	139	191
peak393	709	445	678	333	573	563	591	695
peak394	270	277	688	663	142	150	463	584
peak395	371	287	370	216	171	180	173	217
peak396	1068	725	1526	1005	506	477	566	686
peak397	1325	862	1155	832	487	513	481	602
peak398	16113	10726	15053	9062	4123	3975	4429	5102
peak399	4091	2633	3434	2817	1165	1109	1185	1390
peak400	545	405	1304	879	270	256	681	845
peak401	98	41	170	80	30	39	65	91
peak402	387	236	461	231	259	247	280	297
peak403	173	113	214	108	60	55	45	72
peak404	677	479	766	417	262	250	264	324
peak405	724	468	1507	706	304	278	398	460
peak406	1890	1232	2091	1185	665	748	740	821
peak407	295	194	1113	505	132	126	278	364
peak408	424	312	522	370	179	193	237	282
peak409	10699	7601	5771	3473	4262	4185	3379	3935
peak410	493	376	528	296	225	231	255	297
peak411	111	73	307	131	71	46	43	65
peak412	199	135	240	158	182	209	266	373
peak413	828	522	841	442	749	893	872	1129
peak414	4162	2995	6904	5141	792	794	1664	2093
peak415	8699	6023	7962	4092	1405	1495	1599	2049
peak416	13534	9459	13898	9133	2566	2358	3043	3390
peak417	142	131	241	188	90	103	147	183
peak418	204	136	180	123	70	77	73	75
peak419	115	71	205	66	97	86	75	97
peak420	789	547	933	478	713	662	627	779
peak421	798	506	1062	602	648	594	774	856
peak422	1372	1007	1650	1093	563	581	568	811
peak423	1844	1246	1709	884	769	891	800	904
peak424	1893	1254	2414	1720	623	630	861	1086
peak425	105	51	164	81	31	36	42	51
peak426	666	481	671	469	223	205	323	432
peak427	679	489	927	607	346	319	375	478
peak428	408	255	508	296	162	169	143	179
peak429	1643	1112	1675	1161	510	526	624	749
peak430	1253	788	997	749	331	376	414	514
peak431	869	640	1028	917	289	297	372	414
peak432	5636	3705	3189	2494	1455	1482	1715	1739
peak433	1029	905	983	1923	311	343	927	1121
peak434	106	109	216	92	57	50	43	54
peak435	441	421	795	509	206	248	379	493
peak436	1365	1064	1464	740	700	730	749	844
peak437	1790	1173	2763	1685	932	954	1315	1583
peak438	333	251	380	296	160	169	220	272
peak439	357	268	256	298	186	212	271	330
peak440	830	587	946	579	419	528	561	762
peak441	927	684	1397	511	507	547	578	725
peak442	95	68	119	26	112	111	29	36
peak443	1297	1059	1071	694	630	768	831	1066
peak444	4450	3078	3609	2766	1031	1071	1190	1579
peak445	5078	3280	3275	2758	1093	1039	1296	1476
peak446	122	89	304	130	38	48	36	70
peak447	401	287	528	364	147	183	156	197
peak448	554	372	497	359	233	248	271	334
peak449	100	79	127	100	37	34	55	68
peak450	927	651	678	648	507	488	438	623
peak451	1346	946	958	619	663	637	665	726
peak452	239	235	455	277	133	117	210	239
peak453	399	217	533	327	173	141	269	318
peak454	1917	1390	2025	1195	606	729	676	919
peak455	1506	979	1567	1192	566	547	572	854
peak456	607	377	565	317	272	313	276	369
peak457	109	71	234	94	90	110	110	120
peak458	307	195	277	165	87	81	113	135
peak459	1230	938	851	642	392	440	447	505
peak460	294	198	398	147	85	77	84	98
peak461	969	675	632	435	331	316	261	339
peak462	1385	802	1155	663	327	341	276	330
peak463	423	342	760	609	184	196	389	564
peak464	317	260	594	283	178	149	155	185
peak465	3181	2020	3904	2891	782	791	1024	1359
peak466	353	238	820	575	111	107	242	304
peak467	436	327	693	335	109	131	157	199
peak468	257	194	362	180	94	100	73	88
peak469	507	314	685	377	148	134	125	148
peak470	364	213	552	312	129	140	127	153
peak471	2708	1835	2303	1187	1031	1013	1067	1157
peak472	299	234	713	300	206	232	239	334
peak473	206	188	177	304	80	90	204	289
peak474	393	309	408	308	135	125	121	154
peak475	286	198	336	198	123	157	192	200
peak476	108	70	173	67	54	63	57	85
peak477	673	464	703	378	205	173	202	243
peak478	1913	1208	1124	1373	683	657	556	763
peak479	2475	1780	2303	1265	925	920	795	1026
peak480	388	269	563	293	179	206	246	295
peak481	285	178	191	215	138	112	128	204
peak482	1275	900	1064	738	399	433	439	598
peak483	44	36	129	33	39	45	31	45
peak484	616	517	967	673	239	280	378	502
peak485	758	719	1187	831	263	386	438	603
peak486	1121	786	2498	849	480	547	445	575
peak487	1466	1120	2724	1442	511	613	766	938
peak488	588	445	843	557	200	220	301	365
peak489	1697	1297	2811	1573	551	716	896	1158
peak490	1016	773	1910	973	346	389	478	599
peak491	832	622	893	621	278	316	373	484
peak492	2059	1335	1748	1549	659	727	762	894
peak493	3689	2384	1944	1444	1388	1540	1411	1479
peak494	192	149	279	167	94	83	113	141
peak495	441	230	723	307	178	149	176	180
peak496	97	61	225	206	20	26	103	178
peak497	194	118	219	130	76	76	94	117
peak498	164	144	223	168	85	96	104	142
peak499	87	80	400	185	33	62	114	179
peak500	4491	3247	3774	1680	2300	2021	1380	1497
peak501	2272	1426	2605	1181	1152	1125	1049	1127
peak502	1001	657	1506	724	489	446	652	718
peak503	550	369	503	404	275	290	334	402
peak504	242	173	544	235	186	197	235	384
peak505	270	249	296	218	151	180	193	264
peak506	197	162	299	210	75	77	175	187
peak507	158	91	296	183	84	99	158	195
peak508	1734	1128	1692	1042	678	624	655	747
peak509	1041	755	1177	553	341	398	292	399
peak510	272	218	503	242	132	111	182	182
peak511	150	126	251	145	62	56	67	74
peak512	1447	970	1480	1059	580	550	696	716
peak513	63676	38887	35729	20400	28350	27873	18933	22227
peak514	906	592	560	620	312	332	289	328
peak515	18168	11489	12618	11517	6195	5497	5243	5907
peak516	16928	12349	8485	7693	5125	5294	3625	4285
peak517	10927	6723	15486	8686	2965	3054	3894	4649
peak518	199	165	313	226	98	109	128	173
peak519	674	479	752	530	304	311	401	526
peak520	563	310	651	428	290	272	342	365
peak521	1106	656	867	827	394	452	340	484
peak522	761	510	529	471	215	274	268	347
peak523	2776	1824	5323	1854	1069	1160	1536	1844
peak524	1144	750	2798	840	771	768	1025	1132
peak525	435	308	704	322	298	289	304	377
peak526	265	196	392	195	120	132	140	196
peak527	153	114	188	136	88	77	101	141
peak528	4350	2957	4223	2552	1265	1234	1332	1530
peak529	500	330	667	393	492	412	558	719
peak530	2809	1891	3420	2678	1034	950	1408	1810
peak531	980	749	776	622	353	366	348	429
peak532	313	229	420	211	139	187	160	168
peak533	141	99	431	212	86	74	132	192
peak534	1039	908	1529	1156	409	462	788	1097
peak535	3947	2621	4967	3099	1440	1366	1777	1912
peak536	603	571	1206	597	156	177	278	370
peak537	307	206	321	300	246	294	388	485
peak538	121	93	178	120	64	40	79	96
peak539	350	280	701	521	113	120	253	341
peak540	7415	5614	4045	2678	3324	3476	2673	3041
peak541	11319	7340	12659	8754	4768	4547	6819	7184
peak542	3465	2615	3471	2162	1564	1725	1903	2350
peak543	240	180	321	170	164	155	160	157
peak544	2237	1522	2106	1348	814	793	947	1113
peak545	498	540	597	545	237	285	412	583
peak546	5237	3225	7007	2775	2018	1913	1935	2254
peak547	378	284	605	273	150	181	193	203
peak548	353	222	369	157	262	292	241	326
peak549	1366	1058	2318	1262	731	688	795	980
peak550	180	160	181	221	59	68	203	234
peak551	201	137	243	163	43	52	104	103
peak552	158	106	207	143	103	121	156	203
peak553	623	405	604	310	276	241	184	220
peak554	391	230	472	451	132	171	211	352
peak555	2927	1878	4408	1938	1254	1304	1160	1443
peak556	2567	2081	4503	2044	1121	1187	1423	1816
peak557	1008	684	2236	982	552	500	667	633
peak558	642	531	760	621	339	335	429	558
peak559	857	577	1696	790	522	516	621	713
peak560	450	380	869	586	204	230	348	411
peak561	740	498	1222	509	321	304	304	389
peak562	173	141	363	147	79	96	114	156
peak563	695	580	1116	761	260	306	364	449
peak564	716	508	909	634	238	218	246	340
peak565	285	164	453	372	99	104	148	153
peak566	2467	1736	2096	1253	697	731	810	984
peak567	3676	2448	4309	2551	1132	1136	1295	1577
peak568	354	248	283	217	178	187	185	215
peak569	1207	953	3065	1406	709	819	1095	1374
peak570	2451	1670	3051	1489	728	826	823	998
peak571	747	524	709	423	194	203	248	276
peak572	141	86	276	94	78	90	102	118
peak573	735	598	684	446	291	312	331	442
peak574	536	371	544	343	209	201	261	275
peak575	1197	719	1203	685	368	390	431	642
peak576	485	343	888	395	202	224	207	313
peak577	465	306	522	358	172	157	219	327
peak578	196	151	219	156	69	63	64	108
peak579	592	424	793	395	162	195	244	282
peak580	759	468	980	414	97	101	148	163
peak581	2116	1435	2307	1275	792	741	800	932
peak582	1873	1269	3240	2278	845	794	966	1173
peak583	1657	1245	1264	753	615	614	517	604
peak584	119	66	212	75	93	69	70	82
peak585	413	317	940	365	203	246	273	372
peak586	42	61	147	132	28	40	80	121
peak587	789	705	1855	785	349	383	557	744
peak588	431	415	1462	1009	234	247	584	861
peak589	1158	724	1391	724	419	443	552	647
peak590	4039	2778	5453	3142	1885	1870	2278	2683
peak591	1333	1044	1223	731	345	405	434	557
peak592	358	281	651	302	134	124	165	189
peak593	1781	1384	3188	1810	562	573	917	1182
peak594	2370	1860	3203	2499	675	708	1024	1368
peak595	1243	1020	1615	1308	402	403	570	825
peak596	4986	3504	7203	4509	1352	1549	1879	2576
peak597	1438	1121	2422	1680	547	472	642	792
peak598	1151	708	932	468	317	385	359	449
peak599	903	535	426	217	254	272	221	220
peak600	636	487	514	281	255	269	219	254
peak601	1269	860	1325	666	472	501	483	584
peak602	335	246	706	211	211	213	112	139
peak603	184	141	289	164	183	186	164	216
peak604	736	487	1324	664	522	495	770	898
peak605	711	499	791	377	432	482	466	585
peak606	961	710	1015	662	400	489	439	605
peak607	180	126	188	127	104	106	135	148
peak608	231	134	318	157	166	182	182	234
peak609	87	45	164	44	40	40	21	19
peak610	829	566	1213	475	309	329	309	393
peak611	168	144	255	136	55	63	51	40
peak612	1139	809	1275	535	327	335	296	392
peak613	98	65	184	151	27	36	58	87
peak614	342	216	420	314	148	166	207	259
peak615	106	88	155	72	82	97	95	119
peak616	181	132	226	197	71	59	86	109
peak617	827	560	769	418	349	364	299	371
peak618	397	290	648	341	161	188	209	250
peak619	189	127	461	141	92	81	76	95
peak620	117	83	253	192	41	42	91	145
peak621	433	337	386	123	147	160	111	119
peak622	1458	1095	2140	1513	660	716	950	1301
peak623	644	463	674	372	274	307	337	434
