control_input	control_input.1	control_IP	control_IP.1	treatment_input	treatment_input.1	treatment_IP	treatment_IP.1
peak487	41	20	149	234	24	30	139	97
peak488	18	18	1328	1501	30	31	990	739
peak489	24	18	246	160	20	8	457	101
peak490	0	1	138	156	2	3	221	155
peak491	22	9	501	581	20	23	239	161
peak492	22	10	470	465	10	7	214	161
peak493	22	22	554	523	13	16	275	181
peak494	9	16	121	159	19	28	29	78
peak495	2655	1134	17839	15344	1848	1418	10702	12133
peak496	33	12	93	79	52	26	67	99
peak497	109	54	1595	1356	98	90	1693	1353
peak498	19	20	281	416	36	32	328	425
peak499	128	68	1594	1124	188	129	973	443
peak500	96	33	708	230	83	41	352	184
peak501	99	79	1080	710	91	62	501	489
peak502	8	4	1283	641	35	1	1190	237
peak503	55	35	1601	1357	51	69	531	295
peak504	125	38	70	90	114	68	150	165
peak505	41	17	48	99	37	44	83	176
peak506	5	10	100	103	23	18	94	99
peak507	11	7	503	324	23	14	312	189
peak508	15	10	208	124	26	4	66	93
peak509	76	56	176	204	25	66	160	134
peak510	59	52	793	603	76	65	543	296
peak511	4	19	193	143	31	25	125	61
peak512	58	36	379	356	78	62	415	375
peak513	275	196	4254	4067	384	311	4058	3080
peak514	38	25	56	83	50	32	86	170
peak515	9	10	81	78	13	9	64	57
peak516	84	106	1470	1895	116	154	1064	1167
peak517	188	180	3909	5436	209	245	3193	4266
peak518	30	18	455	617	26	44	394	325
peak519	3	0	103	63	3	0	123	73
peak520	15	22	344	366	15	17	129	165
peak521	46	30	348	295	48	28	172	163
peak522	45	18	115	409	37	36	145	294
peak523	15	3	81	118	3	8	79	117
peak524	117	82	1287	953	141	159	1401	700
peak525	112	31	1172	1219	94	67	386	336
peak526	9	2	84	90	10	7	162	180
peak527	545	263	4939	4613	516	328	4819	3253
peak528	20	14	186	311	101	96	1439	2752
peak529	16	12	29	75	81	92	278	1602
peak530	9	11	145	74	9	5	178	122
peak531	8	2	311	119	31	2	253	145
peak532	0	0	48	37	0	3	463	217
peak533	230	119	2356	2322	635	501	8016	4571
peak534	133	98	2727	2832	164	186	2877	2655
peak535	47	24	139	237	32	45	196	213
peak536	146	48	3888	3122	119	96	4494	3910
peak537	1	5	75	68	2	14	210	141
peak538	7	4	354	289	19	30	1050	574
peak539	14	5	92	154	23	12	214	204
peak540	16	13	211	140	31	28	282	112
peak541	165	68	327	294	91	73	137	311
peak542	474	266	1105	1089	328	280	735	1243
peak543	7	0	197	208	9	4	127	129
peak544	18	3	207	215	13	19	119	55
peak545	12	4	233	129	18	30	89	50
peak546	0	5	131	60	3	8	84	54
peak547	0	0	24	39	17	23	406	571
peak548	5	18	149	377	18	11	116	58
peak549	32	6	219	226	5	12	149	170
peak550	45	11	459	509	36	24	431	322
peak551	168	78	3356	2166	167	157	3366	1623
peak552	1	0	137	107	1	3	54	35
peak553	36	17	135	178	24	17	75	98
peak554	11	11	375	260	27	16	745	595
peak555	39	42	911	812	66	63	774	637
peak556	63	33	1644	1432	75	73	1685	1416
peak557	19	9	83	144	34	33	48	120
peak558	413	229	3957	4990	238	217	3253	3362
peak559	33	42	823	970	17	41	691	409
peak560	88	42	1021	530	238	150	2091	637
peak561	47	15	156	145	68	40	256	326
peak562	59	59	315	367	128	98	287	337
peak563	13	8	220	261	3	19	128	91
peak564	5	7	141	123	12	1	75	66
peak565	15	14	100	100	7	7	92	80
peak566	5	6	186	187	8	2	76	64
peak567	53	27	142	169	53	24	110	129
peak568	18	15	66	110	0	15	41	42
peak569	155	67	2935	2083	102	116	1340	1204
peak570	13	8	154	185	11	15	50	97
peak571	38	24	599	210	32	19	271	90
peak572	21	4	548	220	13	10	210	133
peak573	67	56	4071	3683	87	146	4019	3981
peak574	138	146	2736	4568	145	239	2306	2449
peak575	13	2	140	182	5	10	46	61
peak576	29	21	143	228	20	26	103	128
peak577	64	45	459	606	132	164	571	531
peak578	90	59	449	602	73	103	474	585
peak579	388	220	9637	8576	473	476	11865	7166
peak580	161	65	1260	495	370	291	1786	1036
peak581	47	17	169	201	28	28	77	86
peak582	38	22	473	449	27	20	262	177
peak583	14	22	365	398	5	5	283	209
peak584	93	46	242	251	106	98	166	197
peak585	53	31	1234	1011	58	83	960	473
peak586	64	14	423	276	57	41	157	82
peak587	15	23	188	152	13	17	70	73
peak588	8	11	195	237	4	13	93	126
peak589	5	4	258	143	20	1	115	67
peak590	37	13	193	196	18	16	95	119
peak591	17	7	177	102	18	18	80	97
peak592	9	13	315	329	34	34	385	453
peak593	15	10	145	123	21	11	181	195
peak594	10	4	255	224	5	31	233	186
peak595	765	601	10745	9980	1640	1440	17423	14074
peak596	69	49	298	121	160	62	400	95
peak597	157	158	1548	1460	117	221	696	892
peak598	172	88	900	1005	94	113	599	804
peak599	37	23	651	268	11	20	91	150
peak600	90	29	813	476	36	53	91	240
peak601	41	25	1245	1150	41	18	1255	1019
peak602	36	30	139	154	48	35	114	134
peak603	50	21	744	499	76	45	570	486
peak604	70	20	1232	814	75	69	812	696
peak605	515	242	8753	4352	414	278	3797	2184
peak606	276	214	1556	2195	238	307	817	741
peak607	37	18	60	97	57	24	128	162
peak608	0	0	135	94	0	0	76	35
peak609	5	1	331	303	2	0	68	29
peak610	61	36	426	582	60	66	245	210
peak611	11	7	16	72	40	18	42	93
peak612	49	68	786	700	19	19	117	117
peak613	287	255	2713	3404	163	161	616	276
peak614	44	64	313	776	77	109	287	638
peak615	60	33	752	844	109	81	623	536
peak616	175	66	1625	1845	166	151	1338	919
peak617	93	73	2938	2898	169	125	2467	1780
peak618	109	91	2070	2206	100	137	1804	954
peak619	10	11	193	268	10	9	86	54
peak620	25	16	162	212	51	39	77	71
peak621	49	45	252	327	40	86	197	146
peak622	38	22	195	337	1	4	17	9
peak623	7	7	149	49	22	5	69	57
peak624	97	95	834	929	45	27	250	212
peak625	290	92	2193	1540	280	198	1243	1476
peak626	89	56	407	584	82	81	233	327
peak627	1123	600	6913	4236	638	848	2994	5305
peak628	8	2	314	234	6	14	130	73
peak629	181	182	2926	4321	100	145	1053	1035
peak630	793	409	3941	4329	287	338	1594	2447
peak631	854	492	1856	2405	284	305	567	1645
peak632	47	22	383	226	13	31	74	27
peak633	212	71	732	429	80	24	433	240
peak634	40	23	231	203	27	36	94	85
peak635	50	54	52	154	19	26	26	159
peak636	9	0	159	139	0	0	57	51
peak637	132	51	302	378	48	61	230	615
peak638	143	136	2221	3129	76	145	775	1996
peak639	145	44	5716	2644	121	92	4137	1928
peak640	181	147	3780	5240	212	238	3737	2658
peak641	155	80	1004	1073	133	154	588	745
peak642	20	9	356	357	34	17	197	154
peak643	103	59	1179	980	46	46	507	279
peak644	23	49	296	477	34	48	268	211
peak645	655	482	6363	7616	471	367	3431	3059
peak646	261	169	947	1007	129	148	562	485
peak647	284	212	1644	1528	156	174	942	1052
peak648	24	8	467	300	38	13	165	137
peak649	14	20	28	72	26	25	49	126
peak650	64	31	396	225	52	67	500	158
peak651	100	64	4644	3108	92	90	2203	871
peak652	139	53	868	947	89	72	553	561
peak653	104	36	971	696	123	78	379	237
peak654	10	9	244	247	6	8	115	88
peak655	70	18	412	585	60	28	403	333
peak656	41	20	202	396	44	12	280	241
peak657	35	18	558	509	16	13	600	313
peak658	23	0	286	224	2	5	219	117
peak659	16	31	403	606	11	22	204	150
peak660	27	13	162	233	15	44	126	190
